confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9665757715702057,0.014464130625128746,True
da_as_total_mw_primary_reserve,0.9607912600040436,0.0542653426527977,True
total_gen,0.9357329457998276,0.02940579131245613,True
da_as_total_mw_synchronized_reserve,0.9319337010383606,0.057278867810964584,True
total_lmp_da,0.8607707768678665,0.06050453707575798,True
total_losses,0.6604825854301453,0.2981439232826233,True
congestion_price_rt,0.467329204082489,0.8711985945701599,True
marginal_loss_price_da,0.4472181797027588,0.3029947876930237,True
da_as_total_mw_thirty_minutes_reserve,0.3902893662452698,0.4378654658794403,True
congestion_price_da,0.29962295293807983,1.1882551908493042,True
gross_actual_interchange_mw,-0.5557624101638794,0.9091888666152954,False
net_actual_interchange_mw,-1.942467212677002,2.2761521339416504,False
