field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-2.121642589569092,-2.3698325455827765,False
gross_actual_interchange_mw,0.2460934792895835,-0.33742570877075195,-0.5835191880603354,False
total_gen,0.9906449538219424,0.9242491275072098,-0.06639582631473262,True
metered_load_mw,0.9762308832723112,0.9623183086514473,-0.013912574620863927,True
total_losses,0.6540839836602339,0.4079451560974121,-0.2461388275628218,True
congestion_price_da,0.0475838272605031,0.17316901683807373,0.12558518957757064,True
congestion_price_rt,0.4561738508473963,0.46660101413726807,0.010427163289871755,True
marginal_loss_price_da,0.4407231017762543,0.4474736452102661,0.006750543434011824,True
total_lmp_da,0.9299314144617218,0.9121441915631294,-0.01778722289859236,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9702544007450342,-0.004973418212727343,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9475778564810753,0.005734745435428512,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.32745665311813354,-0.12944738488637053,True
