confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.986426830291748,0.014151466079056263,True
total_gen,0.9797753691673279,0.021288221701979637,True
total_lmp_da,0.945458173751831,0.06229158118367195,True
da_as_total_mw_primary_reserve,0.930641233921051,0.07295309752225876,True
da_as_total_mw_synchronized_reserve,0.8784641623497009,0.12533418834209442,True
total_losses,0.7309105396270752,0.26839479804039,True
da_as_total_mw_thirty_minutes_reserve,0.6930441856384277,0.31901901960372925,True
gross_actual_interchange_mw,0.6782174706459045,0.33484506607055664,True
marginal_loss_price_da,0.653533935546875,0.34027808904647827,True
net_actual_interchange_mw,0.5479820966720581,0.4586692452430725,True
congestion_price_rt,0.3468209505081177,0.7298898100852966,True
congestion_price_da,0.24530881643295288,0.8186447024345398,True
