target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,6,1.546163558959961,0.8629303126418502
gross_actual_interchange_mw,8,1.686945915222168,0.8112495020463052
total_gen,22,2.7544476985931396,0.8911063953846776
metered_load_mw,21,2.724468231201172,0.8948753989930929
total_losses,13,2.2275757789611816,0.868467742835186
congestion_price_da,3,0.6664530038833618,0.6066316668379239
congestion_price_rt,9,1.8796019554138184,0.8554437151310826
marginal_loss_price_da,15,2.4078264236450195,0.8891365539180198
total_lmp_da,24,2.829397439956665,0.8902924843305412
da_as_total_mw_primary_reserve,6,1.73006272315979,0.9655663903956675
da_as_total_mw_synchronized_reserve,5,1.537433385848999,0.9552610721862502
da_as_total_mw_thirty_minutes_reserve,14,2.3273489475250244,0.8818864680989416
