field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-3.2269811630249023,-3.475171119038587,False
gross_actual_interchange_mw,0.2460934792895835,-0.5518689155578613,-0.7979623948474448,False
total_gen,0.9906449538219424,0.8859748169779778,-0.10467013684396465,True
metered_load_mw,0.9762308832723112,0.8930042535066605,-0.08322662976565076,True
total_losses,0.6540839836602339,0.49554604291915894,-0.15853794074107497,True
congestion_price_da,0.0475838272605031,0.15161997079849243,0.10403614353798933,True
congestion_price_rt,0.4561738508473963,0.4223489761352539,-0.033824874712142405,True
marginal_loss_price_da,0.4407231017762543,0.4518609642982483,0.011137862521994002,True
total_lmp_da,0.9299314144617218,0.8295756578445435,-0.10035575661717833,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9730489514768124,-0.002178867480949198,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8411269038915634,-0.10071620715408336,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.21946364641189575,-0.23744039159260832,True
