confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9715872127562761,0.012285933829843998,True
da_as_total_mw_primary_reserve,0.9529257044196129,0.06508848816156387,True
total_gen,0.9414144270122051,0.02679898776113987,True
da_as_total_mw_synchronized_reserve,0.9303446561098099,0.05866573750972748,True
total_lmp_da,0.9038015902042389,0.04177991673350334,True
total_losses,0.6527906358242035,0.3048185706138611,True
congestion_price_rt,0.47634804248809814,0.8558078408241272,True
marginal_loss_price_da,0.46887296438217163,0.2908954918384552,True
da_as_total_mw_thirty_minutes_reserve,0.4169427156448364,0.41842061281204224,True
congestion_price_da,0.19845420122146606,1.3585397005081177,True
gross_actual_interchange_mw,0.10618716478347778,0.5218611359596252,True
net_actual_interchange_mw,-1.0553605556488037,1.598225474357605,True
