field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8311910629272461,-1.0793810189409305,True
gross_actual_interchange_mw,0.2460934792895835,0.3043617010116577,0.058268221722074215,True
total_gen,0.9906449538219424,0.9565820507705212,-0.034062903051421234,True
metered_load_mw,0.9762308832723112,0.9640131071209908,-0.01221777615132047,True
total_losses,0.6540839836602339,0.6861509382724762,0.03206695461224229,True
congestion_price_da,0.0475838272605031,0.2714322805404663,0.22384845327996322,True
congestion_price_rt,0.4561738508473963,0.4190868139266968,-0.037087036920699534,True
marginal_loss_price_da,0.4407231017762543,0.46749264001846313,0.026769538242208846,True
total_lmp_da,0.9299314144617218,0.8480060696601868,-0.08192534480153502,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9653414450585842,-0.009886373899177348,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.898890309035778,-0.04295280200986873,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.4090561866760254,-0.047847851328478685,True
