general_field,raw_score
gen_fuel_coal_mw,0.4492529988030583
gen_fuel_gas_mw,0.4382169576982657
gen_fuel_hydro_mw,0.019823731125021973
gen_fuel_multiple_fuels_mw,0.10639981300919317
gen_fuel_nuclear_mw,0.4319119423006972
gen_fuel_oil_mw,0.08909856822962563
gen_fuel_other_renewables_mw,0.04701091357662032
gen_fuel_solar_mw,0.012053333533306917
gen_fuel_storage_mw,-0.0008596403524279595
gen_fuel_wind_mw,0.06616168272836755
gen_fuel_coal_pct,0.11352625812093417
gen_fuel_gas_pct,0.021643409682049728
gen_fuel_hydro_pct,0.007673572329804301
gen_fuel_multiple_fuels_pct,0.07061949389753863
gen_fuel_nuclear_pct,0.07091316189616918
gen_fuel_oil_pct,0.03539705703345438
gen_fuel_other_renewables_pct,0.03631208616619309
gen_fuel_solar_pct,0.004113622638396919
gen_fuel_wind_pct,0.013929366072018941
forecast_load_mw_latest_available,1.0275749176430204
forecast_load_mw_day_ahead,0.8906910309878489
rmccp,0.006883755411058701
rmpcp,-0.00153674899811449
total_pjm_loc_credit,-0.0020638014500339824
total_pjm_reg_purchases,0.02501458351034671
total_pjm_self_sched_reg,-0.0036519846956556043
total_pjm_assigned_reg,0.012616856815293431
total_pjm_rmccp_cr,0.002710385492537171
total_pjm_rmpcp_cr,0.005527992049853007
da_as_mcp_primary_reserve,0.03980920882895589
da_as_mcp_synchronized_reserve,0.05253489972092211
da_as_as_req_mw_primary_reserve,0.3788070109517624
da_as_as_req_mw_synchronized_reserve,0.3934087869400779
da_as_as_req_mw_thirty_minutes_reserve,0.3385346993493537
da_as_ss_mw_primary_reserve,0.002980302918391923
da_as_ss_mw_synchronized_reserve,0.003172611810540123
da_as_ss_mw_thirty_minutes_reserve,0.0035330945315460364
da_as_nsr_mw_primary_reserve,1.0066351296380163
system_energy_price_da,1.755709224124439
total_lmp_rt,0.26557289411624274
marginal_loss_price_rt,0.3075634657094876
net_inadv_interchange_mw,-3.216611221432686e-05
gross_sched_interchange_mw,0.16425459291785954
gross_inadv_interchange_mw,0.43613885044275474
