general_field,raw_score
gen_fuel_coal_mw,0.3885946273803711
gen_fuel_gas_mw,0.40710169076919556
gen_fuel_hydro_mw,0.11181420832872391
gen_fuel_multiple_fuels_mw,0.1912318617105484
gen_fuel_nuclear_mw,0.5766700506210327
gen_fuel_oil_mw,0.23026253283023834
gen_fuel_other_renewables_mw,0.0655796229839325
gen_fuel_solar_mw,0.03657051548361778
gen_fuel_storage_mw,0.019016124308109283
gen_fuel_wind_mw,0.04233253747224808
gen_fuel_coal_pct,0.17767760157585144
gen_fuel_gas_pct,0.04652824252843857
gen_fuel_hydro_pct,0.030767448246479034
gen_fuel_multiple_fuels_pct,0.1936820149421692
gen_fuel_nuclear_pct,0.4344136714935303
gen_fuel_oil_pct,0.17862361669540405
gen_fuel_other_renewables_pct,0.11134275048971176
gen_fuel_solar_pct,0.033464886248111725
gen_fuel_wind_pct,0.025030171498656273
forecast_load_mw_latest_available,0.7669311165809631
forecast_load_mw_day_ahead,0.7032390236854553
rmccp,0.13581441342830658
rmpcp,0.00399946141988039
total_pjm_loc_credit,0.005604918580502272
total_pjm_reg_purchases,0.04943738132715225
total_pjm_self_sched_reg,0.001361549599096179
total_pjm_assigned_reg,0.023935191333293915
total_pjm_rmccp_cr,0.08883664757013321
total_pjm_rmpcp_cr,0.024506617337465286
da_as_mcp_primary_reserve,0.1627052128314972
da_as_mcp_synchronized_reserve,0.24765554070472717
da_as_as_req_mw_primary_reserve,0.6792964935302734
da_as_as_req_mw_synchronized_reserve,0.7014846205711365
da_as_as_req_mw_thirty_minutes_reserve,0.5641685724258423
da_as_ss_mw_primary_reserve,0.0029085068963468075
da_as_ss_mw_synchronized_reserve,0.0
da_as_ss_mw_thirty_minutes_reserve,0.0
da_as_nsr_mw_primary_reserve,0.4297947585582733
system_energy_price_da,0.7754180431365967
total_lmp_rt,0.4090987741947174
marginal_loss_price_rt,0.5285948514938354
net_inadv_interchange_mw,0.0
gross_sched_interchange_mw,0.2895987629890442
gross_inadv_interchange_mw,0.5000466704368591
