general_field,raw_score
gen_fuel_coal_mw,0.1942254602909088
gen_fuel_gas_mw,0.2158031314611435
gen_fuel_hydro_mw,0.17371773719787598
gen_fuel_multiple_fuels_mw,0.09087582677602768
gen_fuel_nuclear_mw,0.606266438961029
gen_fuel_oil_mw,0.11344395577907562
gen_fuel_other_renewables_mw,0.12372726947069168
gen_fuel_solar_mw,0.041932523250579834
gen_fuel_storage_mw,0.04648922011256218
gen_fuel_wind_mw,0.13585251569747925
gen_fuel_coal_pct,0.07882187515497208
gen_fuel_gas_pct,0.07113613188266754
gen_fuel_hydro_pct,0.06907855719327927
gen_fuel_multiple_fuels_pct,0.08608150482177734
gen_fuel_nuclear_pct,0.12719208002090454
gen_fuel_oil_pct,0.08693409711122513
gen_fuel_other_renewables_pct,0.1308155059814453
gen_fuel_solar_pct,0.0415293350815773
gen_fuel_wind_pct,0.10508773475885391
forecast_load_mw_latest_available,1.1280152797698975
forecast_load_mw_day_ahead,1.0534191131591797
rmccp,0.03827231004834175
rmpcp,0.012905251234769821
total_pjm_loc_credit,0.01764828898012638
total_pjm_reg_purchases,0.06525510549545288
total_pjm_self_sched_reg,0.022954003885388374
total_pjm_assigned_reg,0.031094206497073174
total_pjm_rmccp_cr,0.02962426468729973
total_pjm_rmpcp_cr,0.009010039269924164
da_as_mcp_primary_reserve,0.03641103580594063
da_as_mcp_synchronized_reserve,0.04518488794565201
da_as_as_req_mw_primary_reserve,0.5558570623397827
da_as_as_req_mw_synchronized_reserve,0.542867124080658
da_as_as_req_mw_thirty_minutes_reserve,0.27742162346839905
da_as_ss_mw_primary_reserve,0.020796146243810654
da_as_ss_mw_synchronized_reserve,0.013363281264901161
da_as_ss_mw_thirty_minutes_reserve,0.01405976340174675
da_as_nsr_mw_primary_reserve,0.6591441631317139
system_energy_price_da,0.43428003787994385
total_lmp_rt,0.17360854148864746
marginal_loss_price_rt,0.6358636021614075
net_inadv_interchange_mw,0.007868362590670586
gross_sched_interchange_mw,0.2004939615726471
gross_inadv_interchange_mw,0.3317626714706421
