general_field,raw_score
gen_fuel_coal_mw,0.4719921946525574
gen_fuel_gas_mw,0.3373368978500366
gen_fuel_hydro_mw,0.007930359803140163
gen_fuel_multiple_fuels_mw,0.016344144940376282
gen_fuel_nuclear_mw,0.10776907950639725
gen_fuel_oil_mw,0.01128922775387764
gen_fuel_other_renewables_mw,0.03023846074938774
gen_fuel_solar_mw,0.0
gen_fuel_storage_mw,0.005258372984826565
gen_fuel_wind_mw,0.0007376227295026183
gen_fuel_coal_pct,0.05172550305724144
gen_fuel_gas_pct,0.00332421506755054
gen_fuel_hydro_pct,0.0082420464605093
gen_fuel_multiple_fuels_pct,0.0496600866317749
gen_fuel_nuclear_pct,0.024996399879455566
gen_fuel_oil_pct,0.020347759127616882
gen_fuel_other_renewables_pct,0.027864044532179832
gen_fuel_solar_pct,0.002280921209603548
gen_fuel_wind_pct,0.007323812693357468
forecast_load_mw_latest_available,1.3775551319122314
forecast_load_mw_day_ahead,1.2540597915649414
rmccp,0.0055878497660160065
rmpcp,9.592218702891842e-05
total_pjm_loc_credit,4.9135701374325436e-06
total_pjm_reg_purchases,0.004708746448159218
total_pjm_self_sched_reg,0.0
total_pjm_assigned_reg,0.0019554432947188616
total_pjm_rmccp_cr,0.003012165892869234
total_pjm_rmpcp_cr,0.0
da_as_mcp_primary_reserve,0.01738359034061432
da_as_mcp_synchronized_reserve,0.019180413335561752
da_as_as_req_mw_primary_reserve,0.27141135931015015
da_as_as_req_mw_synchronized_reserve,0.2792947590351105
da_as_as_req_mw_thirty_minutes_reserve,0.19083335995674133
da_as_ss_mw_primary_reserve,0.0
da_as_ss_mw_synchronized_reserve,5.008222160540754e-06
da_as_ss_mw_thirty_minutes_reserve,0.0
da_as_nsr_mw_primary_reserve,0.8418918251991272
system_energy_price_da,1.482374668121338
total_lmp_rt,0.11513304710388184
marginal_loss_price_rt,0.15635153651237488
net_inadv_interchange_mw,0.0
gross_sched_interchange_mw,0.0
gross_inadv_interchange_mw,0.17332543432712555
