general_field,raw_score
gen_fuel_coal_mw,0.2198270559310913
gen_fuel_gas_mw,0.3704630136489868
gen_fuel_hydro_mw,0.02173454873263836
gen_fuel_multiple_fuels_mw,0.08542736619710922
gen_fuel_nuclear_mw,0.5941455364227295
gen_fuel_oil_mw,0.08816833049058914
gen_fuel_other_renewables_mw,0.04467862844467163
gen_fuel_solar_mw,0.004158909898251295
gen_fuel_storage_mw,0.0061242850497365
gen_fuel_wind_mw,0.061561714857816696
gen_fuel_coal_pct,0.05360203981399536
gen_fuel_gas_pct,0.027554826810956
gen_fuel_hydro_pct,0.006313741207122803
gen_fuel_multiple_fuels_pct,0.0394764170050621
gen_fuel_nuclear_pct,0.15292608737945557
gen_fuel_oil_pct,0.02122947946190834
gen_fuel_other_renewables_pct,0.036362424492836
gen_fuel_solar_pct,0.004819715861231089
gen_fuel_wind_pct,0.022662360221147537
forecast_load_mw_latest_available,0.3812576234340668
forecast_load_mw_day_ahead,0.30985352396965027
rmccp,0.016583461314439774
rmpcp,0.0004915128229185939
total_pjm_loc_credit,0.0026130874175578356
total_pjm_reg_purchases,0.010386771522462368
total_pjm_self_sched_reg,0.0008279422763735056
total_pjm_assigned_reg,0.005554238334298134
total_pjm_rmccp_cr,0.009304080158472061
total_pjm_rmpcp_cr,0.0005540758138522506
da_as_mcp_primary_reserve,0.011523399502038956
da_as_mcp_synchronized_reserve,0.023018164560198784
da_as_as_req_mw_primary_reserve,0.2960329055786133
da_as_as_req_mw_synchronized_reserve,0.30908578634262085
da_as_as_req_mw_thirty_minutes_reserve,0.22006705403327942
da_as_ss_mw_primary_reserve,0.0011869652662426233
da_as_ss_mw_synchronized_reserve,0.0016925447853282094
da_as_ss_mw_thirty_minutes_reserve,0.0016086498508229852
da_as_nsr_mw_primary_reserve,1.1142057180404663
system_energy_price_da,2.073484420776367
total_lmp_rt,0.4043741524219513
marginal_loss_price_rt,0.38784927129745483
net_inadv_interchange_mw,0.0012020866852253675
gross_sched_interchange_mw,0.24988581240177155
gross_inadv_interchange_mw,0.553366482257843
