general_field,raw_score
gen_fuel_coal_mw,0.014079086
gen_fuel_gas_mw,0.01052814
gen_fuel_hydro_mw,0.006157697
gen_fuel_multiple_fuels_mw,0.014570931
gen_fuel_nuclear_mw,0.047294706
gen_fuel_oil_mw,0.007937594
gen_fuel_other_renewables_mw,0.00037042794
gen_fuel_solar_mw,0.000140284
gen_fuel_storage_mw,0.006064962
gen_fuel_wind_mw,0.025029758
gen_fuel_coal_pct,0.024877073
gen_fuel_gas_pct,0.013453019
gen_fuel_hydro_pct,0.026212081
gen_fuel_multiple_fuels_pct,0.0035383366
gen_fuel_nuclear_pct,0.089795716
gen_fuel_oil_pct,0.0050704293
gen_fuel_other_renewables_pct,0.007162794
gen_fuel_solar_pct,0.020728791
gen_fuel_wind_pct,0.0030469694
forecast_load_mw_latest_available,0.09153262
forecast_load_mw_day_ahead,0.015805902
rmccp,0.0036456408
rmpcp,8.037988e-05
total_pjm_loc_credit,0.019866545
total_pjm_reg_purchases,0.003745415
total_pjm_self_sched_reg,7.730457e-05
total_pjm_assigned_reg,0.00048199875
total_pjm_rmccp_cr,0.008720943
total_pjm_rmpcp_cr,0.00011852148
da_as_mcp_primary_reserve,0.0117002
da_as_mcp_synchronized_reserve,0.02627574
da_as_as_req_mw_primary_reserve,0.014779205
da_as_as_req_mw_synchronized_reserve,0.014276275
da_as_as_req_mw_thirty_minutes_reserve,0.013154719
da_as_ss_mw_primary_reserve,4.101591e-05
da_as_ss_mw_synchronized_reserve,4.588721e-05
da_as_ss_mw_thirty_minutes_reserve,2.231238e-05
da_as_nsr_mw_primary_reserve,0.035694286
system_energy_price_da,0.016463667
total_lmp_rt,0.008961602
marginal_loss_price_rt,0.018247403
net_inadv_interchange_mw,0.000106636144
gross_sched_interchange_mw,0.026443247
gross_inadv_interchange_mw,0.020327015
