general_field,raw_score
gen_fuel_coal_mw,0.2864918112754822
gen_fuel_gas_mw,0.38151922821998596
gen_fuel_hydro_mw,0.14628945291042328
gen_fuel_multiple_fuels_mw,0.16479481756687164
gen_fuel_nuclear_mw,0.9713687300682068
gen_fuel_oil_mw,0.19516833126544952
gen_fuel_other_renewables_mw,0.12409422546625137
gen_fuel_solar_mw,0.03619307279586792
gen_fuel_storage_mw,0.038307011127471924
gen_fuel_wind_mw,0.15540874004364014
gen_fuel_coal_pct,0.13882815837860107
gen_fuel_gas_pct,0.1018756628036499
gen_fuel_hydro_pct,0.08149854838848114
gen_fuel_multiple_fuels_pct,0.12717320024967194
gen_fuel_nuclear_pct,0.18877285718917847
gen_fuel_oil_pct,0.11061206459999084
gen_fuel_other_renewables_pct,0.1608869731426239
gen_fuel_solar_pct,0.08504931628704071
gen_fuel_wind_pct,0.11005482077598572
forecast_load_mw_latest_available,0.9540959596633911
forecast_load_mw_day_ahead,0.8745279908180237
rmccp,0.03581544756889343
rmpcp,0.011500546708703041
total_pjm_loc_credit,0.02432236447930336
total_pjm_reg_purchases,0.06650363653898239
total_pjm_self_sched_reg,0.031324807554483414
total_pjm_assigned_reg,0.04214273765683174
total_pjm_rmccp_cr,0.02943546697497368
total_pjm_rmpcp_cr,0.009289947338402271
da_as_mcp_primary_reserve,0.058802343904972076
da_as_mcp_synchronized_reserve,0.0865161195397377
da_as_as_req_mw_primary_reserve,1.1648075580596924
da_as_as_req_mw_synchronized_reserve,1.2221077680587769
da_as_as_req_mw_thirty_minutes_reserve,0.6510307788848877
da_as_ss_mw_primary_reserve,0.023056510835886
da_as_ss_mw_synchronized_reserve,0.024044325575232506
da_as_ss_mw_thirty_minutes_reserve,0.02376064471900463
da_as_nsr_mw_primary_reserve,0.5541172623634338
system_energy_price_da,0.9612454175949097
total_lmp_rt,0.2116972804069519
marginal_loss_price_rt,0.6236870288848877
net_inadv_interchange_mw,0.013036329299211502
gross_sched_interchange_mw,0.29300254583358765
gross_inadv_interchange_mw,0.5366070866584778
