target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,7,1.74335515499115,0.8959073243117117
gross_actual_interchange_mw,10,1.601100206375122,0.6953489846028732
total_gen,23,2.681321859359741,0.855151269531262
metered_load_mw,21,2.6405863761901855,0.867323670691918
total_losses,14,2.4433822631835938,0.925854181250321
congestion_price_da,4,1.2562918663024902,0.9062230227118717
congestion_price_rt,9,1.9698822498321533,0.8965320478165768
marginal_loss_price_da,16,2.5624682903289795,0.9242150737232099
total_lmp_da,25,2.9169085025787354,0.906188576783067
da_as_total_mw_primary_reserve,8,1.6636922359466553,0.8000668461219037
da_as_total_mw_synchronized_reserve,7,1.5803124904632568,0.8121199692752802
da_as_total_mw_thirty_minutes_reserve,15,2.517564535140991,0.9296594775518974
