S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(25, 30, 39, 40)",strong,False,0.2984246072496053,4,0.6185453344019023,0.08157330751419067,7,0.8230127692222595,0.8123176097869873,0.0514988899230957,7,0.839452862739563,0.01074230670928955
"(16, 21, 27, 41)",strong,False,0.2909221318681712,8,0.520269634702037,0.004914760589599609,2,0.5439753532409668,0.5390605926513672,0.010545611381530762,2,0.552035927772522,-0.03018784523010254
"(29, 30, 40, 42)",strong,False,0.26317522500815693,6,0.5480295621677675,0.014963865280151367,7,0.8302119970321655,0.8177279233932495,0.015206217765808105,7,0.8495973944664001,0.006165266036987305
"(22, 29, 40, 41)",strong,False,0.24634650982958473,6,0.5351569771291597,0.01479262113571167,0,0.7657135128974915,0.7758837342262268,0.01454836130142212,11,0.7782984972000122,-0.03515791893005371
"(15, 30, 39, 42)",strong,False,0.24224164721301367,6,0.7991888993520737,0.04147541522979736,4,0.8581101894378662,0.8445278406143188,0.0539243221282959,4,0.8719824552536011,0.020131170749664307
"(0, 7, 18, 40)",strong,False,0.23710587445456555,6,0.8126147524857517,0.04897499084472656,6,0.8494095206260681,0.8385850191116333,0.04687994718551636,6,0.8518210053443909,0.04897499084472656
"(4, 5, 39, 40)",strong,False,0.23420822199233382,4,0.7626917258635519,0.04847455024719238,7,0.8617652058601379,0.8587565422058105,0.03422427177429199,7,0.8623635768890381,0.013388335704803467
"(18, 30, 40, 42)",strong,False,0.2287040825559442,6,0.4693624484649098,0.07104110717773438,4,0.8166936039924622,0.8177279233932495,0.06376737356185913,4,0.8488010764122009,0.014489293098449707
"(7, 9, 10, 40)",strong,False,0.22632470005829997,6,0.5975201558407242,0.03904491662979126,10,0.7216315269470215,0.6981784105300903,0.04257810115814209,10,0.7211544513702393,0.026598453521728516
"(23, 32, 40, 42)",strong,False,0.22391083004985535,6,0.45381306503081575,0.03757423162460327,2,0.5807435512542725,0.6591628789901733,0.03876858949661255,2,0.5973837375640869,-0.13113397359848022
