S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(11, 15, 23, 39, 40)",strong,True,0.44196029453177577,2,0.44196029453177577,0.02408677339553833,10,0.7153980731964111,0.7812290787696838,0.024523913860321045,11,0.7369211316108704,0.008814394474029541
"(10, 11, 23, 26, 40)",strong,False,0.42512707810948924,7,0.564063546801435,0.021299242973327637,0,0.7455407977104187,0.7429314255714417,0.016566932201385498,0,0.7489199638366699,-0.12595754861831665
"(17, 25, 29, 39, 40)",strong,False,0.40696659249377876,6,0.5424250364529588,0.0219041109085083,9,0.7763345241546631,0.8014436960220337,0.029741883277893066,9,0.7984998226165771,0.007358193397521973
"(4, 7, 29, 39, 40)",strong,False,0.395530348699515,6,0.5459876681679767,0.025665342807769775,6,0.8353412747383118,0.8344775438308716,0.017107009887695312,10,0.8370007276535034,0.025665342807769775
"(5, 17, 19, 39, 40)",strong,False,0.3761908521931544,6,0.9494588387514347,0.03675031661987305,11,0.9885236620903015,0.9890172481536865,0.028272032737731934,0,0.9884688258171082,-0.010065674781799316
"(10, 23, 27, 29, 39)",strong,False,0.3716723065319443,6,0.46674308496688266,0.029444575309753418,0,0.7878103256225586,0.8157211542129517,0.026642680168151855,0,0.8266044855117798,-0.39310187101364136
"(23, 27, 33, 39, 40)",strong,False,0.3574527907678601,3,0.5170714935035079,0.02080070972442627,2,0.6119226813316345,0.5923861265182495,0.022256135940551758,2,0.6340131759643555,0.020403742790222168
"(14, 15, 17, 39, 40)",strong,False,0.35268979465070227,6,0.8882057357251202,0.03835749626159668,9,0.9160223603248596,0.9105224609375,0.04343026876449585,0,0.914636492729187,-0.01316756010055542
"(7, 21, 23, 39, 43)",strong,False,0.3431128927121664,7,0.6014897376065815,0.026999592781066895,0,0.6555607318878174,0.6672888994216919,0.03131347894668579,0,0.6693630814552307,-0.17354154586791992
"(0, 17, 23, 34, 40)",strong,False,0.3400060645060582,7,0.5453079296181871,0.019882023334503174,9,0.8427379131317139,0.8416562080383301,0.017624616622924805,9,0.840786337852478,-0.15339434146881104
"(12, 16, 24, 37, 39)",control,False,0.015383091351669376,11,0.6547267079777381,0.034907400608062744,4,0.7317506074905396,0.7288103103637695,0.02797454595565796,4,0.7423989772796631,0.02848052978515625
"(0, 6, 10, 16, 20)",control,False,0.022737062191315105,7,0.9972969396523371,0.011539816856384277,0,0.9943050146102905,0.9951475262641907,0.010660529136657715,0,0.9944091439247131,-0.013633430004119873
"(1, 9, 21, 29, 42)",control,False,0.001769670034091897,4,0.9057466256762098,0.03640204668045044,7,0.9131815433502197,0.9099574089050293,0.03821992874145508,7,0.9157811403274536,0.029092907905578613
"(12, 19, 23, 25, 33)",control,False,0.021065867656590354,4,0.9912011645072843,0.009874284267425537,11,0.9886259436607361,0.9891271591186523,0.009405553340911865,5,0.9883723258972168,-0.0009392499923706055
"(6, 9, 20, 22, 27)",control,False,0.029177741151625747,5,0.9822854889003266,0.04062992334365845,0,0.9771442413330078,0.9806997179985046,0.044664859771728516,0,0.978681743144989,0.010477900505065918
