S,conf,syn_search,syn_audit,se,p@0.0,q@0.0,rej@0.0,p@0.05,q@0.05,rej@0.05,p@0.1,q@0.1,rej@0.1,p@0.15,q@0.15,rej@0.15
"(3, 23, 26)",7,0.07776715315726768,2093.78162662034,1754.0888499475243,0.1164499436400246,0.16373957464364433,False,0.11645551857067711,0.4783985623189716,False,0.11646109369093348,1.0,False,0.11646666900079573,1.0,False
"(3, 26, 41)",8,0.026755946065737612,881.7881543073125,743.3969617814386,0.11792275823270006,0.1653661221414747,False,0.11793603073671645,0.48155645299761096,False,0.11794930429915455,1.0,False,0.11796257892003888,1.0,False
"(3, 18, 26)",8,0.07452357662192033,881.777989132938,743.3637027836551,0.1179149845813713,0.1653661221414747,False,0.11792825705927046,0.48155645299761096,False,0.1179415305956718,1.0,False,0.1179548051905996,1.0,False
"(3, 9, 26)",8,0.09532163850244435,881.7426589537096,743.3496657161495,0.1179199429923878,0.1653661221414747,False,0.11793321611638424,0.48155645299761096,False,0.11794649029893194,1.0,False,0.11795976554005529,1.0,False
"(1, 24, 27)",8,0.04415414001815332,235.2419075296654,167.0919086483879,0.07974443612562396,0.11861357952018908,False,0.07978874604146133,0.3821490362331116,False,0.07983307460567303,1.0,False,0.0798774218221566,1.0,False
"(1, 9, 24)",8,0.053499107486473796,235.23488798089764,167.10520276299624,0.07976723899835406,0.11863417330647964,False,0.07981155498495822,0.3821490362331116,False,0.07985588961897513,1.0,False,0.0799002429043005,1.0,False
"(1, 24, 41)",8,0.02899420946028597,235.09015821160222,167.05553557143938,0.07983357387996397,0.11870616958192914,False,0.0798779309643227,0.38232862945120705,False,0.0799223067130185,1.0,False,0.07996670112994773,1.0,False
"(8, 18, 24)",7,0.04613514393920348,186.4801914596581,178.51267839937208,0.14822477446257148,0.2007248377282512,False,0.14828950228653145,0.5526966978650196,False,0.14835424904537406,1.0,False,0.1484190147395692,1.0,False
"(18, 24, 42)",8,0.09578956515066428,149.513831963885,143.3659291796998,0.14862953876000187,0.20119067981781122,False,0.14871028509771078,0.5527698613062255,False,0.14879106079687965,1.0,False,0.1488718658583791,1.0,False
"(16, 18, 24)",8,0.1692798005942261,149.4581714359076,143.41056958356884,0.14879458879676283,0.20137293419418834,False,0.14887536998276232,0.5532282267260674,False,0.14895618051371604,1.0,False,0.14903702039047997,1.0,False
"(3, 21, 26)",4,0.040846050902464404,114.309281501657,95.97024369482457,0.11695271586416942,0.1643592708940004,False,0.11705495340267286,0.47976155824376593,False,0.11715725434991377,1.0,False,0.11725961871752538,1.0,False
"(1, 2, 24)",7,0.09329030688904305,45.417378756874,32.58124198377705,0.08182035516822148,0.12129267784283917,False,0.08205225558660746,0.3878701756168431,False,0.08228465160275739,1.0,False,0.08251754373001807,1.0,False
"(1, 18, 24)",7,0.0657104256895229,45.39015481506134,32.596290482097245,0.08204380058251498,0.12159669817757704,False,0.08227607114421086,0.38828677424076913,False,0.08250883734015642,1.0,False,0.08274209968179651,1.0,False
"(7, 8, 26)",8,0.10223620255479082,42.835800756969576,35.77529230515842,0.11572802225341243,0.1628801197368963,False,0.11600038248625115,0.4777080428009671,False,0.11627319814725075,1.0,False,0.11654646946595115,1.0,False
"(1, 24, 25)",6,0.04822826597539864,41.96953127704793,29.405160212768475,0.07690772927513696,0.1150272124810744,False,0.07715292958032952,0.3758048544913145,False,0.07739872435667157,1.0,False,0.07764511433670711,1.0,False
"(3, 26, 35)",0,0.045067977921824265,38.93218824363539,33.0969031586169,0.11987808260200793,0.16781157657551982,False,0.12017994318447682,0.48779134769696936,False,0.12048233977319812,1.0,False,0.12078527263077309,1.0,False
"(3, 15, 26)",0,0.042765822401544695,38.91646176787152,33.09789966148958,0.11998004043700312,0.16791880540501633,False,0.12028207303852423,0.48799844856292657,False,0.12058464170298022,1.0,False,0.1208877466922792,1.0,False
"(3, 22, 26)",0,0.026423520714711768,38.890161492850574,33.097405213499314,0.12013533477027999,0.1681183826814865,False,0.12043764760234936,0.4883473405955871,False,0.1207404966483479,1.0,False,0.12104388216917449,1.0,False
"(3, 25, 26)",2,0.1083117859194408,20.109426150001298,16.23630468095119,0.10790449699540484,0.15322045225765432,False,0.1084758799132077,0.45709658083694643,False,0.10904943971237341,1.0,False,0.10962517924625409,1.0,False
"(17, 18, 24)",3,0.11045348054803528,17.740244036000618,16.918792357483014,0.14732090154154664,0.19980727291512992,False,0.1480020127598019,0.5519962424643245,False,0.14868523169730977,1.0,False,0.14937055890477452,1.0,False
"(8, 11, 39)",6,0.033761332403131616,16.775542043137552,16.583765283320947,0.15599771346107275,0.2093033853792369,False,0.15671955084599606,0.5668056197483433,False,0.1574435864746014,1.0,False,0.1581698204533591,1.0,False
"(8, 22, 39)",8,0.001452992581126189,13.794080611902116,13.824797366283656,0.15931624882303222,0.21276438433117262,False,0.16019446202951082,0.5703212488223924,False,0.16107583863363756,1.0,False,0.16196037848298006,1.0,False
"(18, 24, 36)",2,0.10316196693847424,11.589578842725931,11.004507605245612,0.146261743932534,0.19865557754512153,False,0.14730472596874308,0.5513181031436705,False,0.14835268865187867,1.0,False,0.14940563407949645,1.0,False
"(18, 24, 35)",2,0.10201948582504672,11.588320342089162,11.004643464579939,0.14629091226210392,0.19867481972921497,False,0.14733402097333712,0.5513181031436705,False,0.14838211026995407,1.0,False,0.14943518224394586,1.0,False
"(13, 18, 24)",2,0.09266736881931747,11.58141110208758,11.004787530182782,0.14643791510841647,0.1988133006351479,False,0.1474817133318763,0.5513181031436705,False,0.14853049231757634,1.0,False,0.14958425412975784,1.0,False
"(18, 24, 34)",2,0.1012825041645804,11.57302437518786,10.998637387833561,0.14647780926857598,0.19881888482986868,False,0.14752238341870216,0.5513181031436705,False,0.14857194398680793,1.0,False,0.14962649303291173,1.0,False
