S,conf,syn_search,syn_audit,se,p@0.0,q@0.0,rej@0.0,p@0.05,q@0.05,rej@0.05,p@0.1,q@0.1,rej@0.1,p@0.15,q@0.15,rej@0.15
"(18, 23, 24)",2,0.0652239534602449,11.53084583360511,10.999526400256169,0.14737815532379833,0.1998644572095418,False,0.14842694371183895,0.5526966978650196,False,0.14948071949926095,1.0,False,0.1505394845758244,1.0,False
"(18, 24, 41)",2,0.031391039424318756,11.523682748304635,11.004943449284594,0.14764691360717275,0.20012646851022373,False,0.14869646400677747,0.5527698613062255,False,0.14975099739950662,1.0,False,0.1508105156218533,1.0,False
"(22, 26, 41)",8,0.013112061966078614,11.44412783104669,11.406590410465386,0.15798372447147227,0.211261757562619,False,0.1590426819138208,0.5696715265465444,False,0.16010628632037974,1.0,False,0.16117453759843253,1.0,False
"(1, 19, 24)",0,0.10291259539805386,10.79583878831629,7.5856351731698854,0.07749844757350562,0.11577997063322149,False,0.07845782223246693,0.3790935416442145,False,0.07942618764435184,1.0,False,0.08040358581538391,1.0,False
"(1, 24, 30)",0,0.04977475986784741,10.769398697543537,7.586342138709807,0.07802391247682176,0.11640742332353582,False,0.07898812641721076,0.3804525585326671,False,0.079961352531187,1.0,False,0.0809436325976066,1.0,False
"(1, 20, 24)",0,0.08828990189917307,10.767034879232893,7.586686350579951,0.07807867583312224,0.11646288802048327,False,0.07904335878146614,0.3804525585326671,False,0.08001705547746013,1.0,False,0.08099980767173211,1.0,False
"(1, 14, 24)",0,0.09669039159776649,10.750251396385321,7.585020916628137,0.07835602691064057,0.11683711105657776,False,0.07932351904204521,0.381038343565378,False,0.08030004097829135,1.0,False,0.08128563438273329,1.0,False
"(1, 12, 24)",0,0.06625920590469436,10.739941382846668,7.585204432901446,0.07855980136240404,0.11710537448802223,False,0.07952917531314817,0.381486562059882,False,0.08050758747105426,1.0,False,0.08149507941195074,1.0,False
"(15, 23, 39)",6,0.017396669471021586,9.893653935623007,9.843729603132871,0.1575548344405738,0.21079464868481257,False,0.1587801593674246,0.5692702844239771,False,0.16001172395184685,1.0,False,0.1612495280963761,1.0,False
"(25, 26, 41)",8,0.012738465857258685,9.802412461853086,9.792258489475943,0.15852764907662337,0.21186076532500506,False,0.1597644136298912,0.5703212488223924,False,0.16100748355533925,1.0,False,0.16225685849036964,1.0,False
"(11, 23, 39)",6,0.0608639284037964,9.7058499686216,9.445237679450065,0.15219730447031518,0.20505606311341346,False,0.15344563831600166,0.5615457402202614,False,0.15470074577139012,1.0,False,0.15596262830493543,1.0,False
"(23, 39, 40)",6,0.057806090767212104,9.299008473635636,9.14617061348604,0.15477064907929167,0.2080363824628173,False,0.1560742964287146,0.5657169905149665,False,0.15738517042125033,1.0,False,0.15870327180652474,1.0,False
"(5, 23, 39)",6,0.038239115023182224,8.311400353946933,8.265694794671576,0.15744468907841033,0.2107111420932161,False,0.1589039848912857,0.5694059458604405,False,0.1603721302489046,1.0,False,0.16184912487946268,1.0,False
"(8, 26, 36)",10,0.047040790608407046,6.848979617103691,5.653217253347746,0.11299387154045251,0.15953731104989285,False,0.11469597446384035,0.474399228587714,False,0.11641627100969001,1.0,False,0.11815482010133833,1.0,False
"(8, 25, 26)",10,0.0323006058792944,6.828591967368043,5.654655225168366,0.11374478297913426,0.1604127255644398,False,0.11545449166027082,0.4764971291831184,False,0.11718241103054741,1.0,False,0.11892859898136855,1.0,False
"(8, 22, 26)",10,0.018497919658087336,6.793055275631665,5.643384905283068,0.1144938029398536,0.16134878975690797,False,0.1162149548902689,0.47821291915509956,False,0.11795441627120026,1.0,False,0.11971224432086473,1.0,False
"(18, 22, 24)",4,0.06806426788116227,5.956021214512702,5.639236993655417,0.14557388059198212,0.19800162372228933,False,0.1476073633359507,0.5513181031436705,False,0.1496598147534134,1.0,False,0.15173124931294496,1.0,False
"(3, 26, 39)",10,0.04886238155685052,5.701256138375293,4.9355880144935025,0.1241585222141411,0.17269013528713345,False,0.12624359768557206,0.5014635043811787,False,0.1283529917474147,1.0,False,0.13048676968334946,1.0,False
"(8, 21, 26)",4,0.040317751620083,5.543178152553472,4.635973632237482,0.11605333956547831,0.1632339028467709,False,0.11817113200258499,0.48155645299761096,False,0.12031615079346208,1.0,False,0.1224884940734057,1.0,False
"(19, 21, 41)",6,0.07417638611393607,5.091805150929677,5.004569098919724,0.1545993253935952,0.20784828601286923,False,0.156985548192418,0.5668056197483433,False,0.1593959095239326,1.0,False,0.1618304110501611,1.0,False
"(21, 29, 41)",6,0.02944474038280609,5.063090390345968,5.000516562031832,0.1557708801382668,0.2090625797072563,False,0.15817093741346372,0.5683668982427251,False,0.1605951737839495,1.0,False,0.16304358853198142,1.0,False
"(21, 30, 41)",6,0.054413753958932665,4.9066667811196,4.877239820688964,0.15732350757341226,0.21064372900959674,False,0.15980060724979792,0.5703212488223924,False,0.16230312379761885,1.0,False,0.16483105284745259,1.0,False
"(3, 8, 26)",10,0.02512398128306015,4.825025308701389,4.893236882966759,0.16217314763691149,0.2159916700827892,False,0.1646914618708774,0.5774884090595447,False,0.167235013674286,1.0,False,0.16980378824559,1.0,False
"(17, 40, 43)",5,0.08592089453766327,4.813957314982584,4.748779398220055,0.15548167263249346,0.20876168591046537,False,0.15800654870680816,0.5683429470594696,False,0.16055823514612375,1.0,False,0.16313673134738566,1.0,False
"(9, 17, 40)",5,0.06029585546871585,4.8002333325176885,4.7715865625528835,0.15733069823036325,0.21064372900959674,False,0.15986300969038555,0.5703212488223924,False,0.16242187598563657,1.0,False,0.16500729224156496,1.0,False
"(17, 18, 40)",5,0.06840429832309813,4.7609528429633725,4.75462901351653,0.15845684798885898,0.21178751587086975,False,0.1610101246780758,0.5716014223513572,False,0.16359014448070047,1.0,False,0.16619689977759544,1.0,False
"(7, 26, 41)",2,0.015148934403051761,4.088396184214194,4.065563225499997,0.15742385276962556,0.2107045483659344,False,0.16039978251947887,0.5706884688139445,False,0.16341228993374968,1.0,False,0.16646136429153424,1.0,False
"(20, 27, 38)",5,0.046492389963441405,3.776222899157104,3.7605150814789385,0.15777020289278135,0.21104015423815736,False,0.1609937678996797,0.5716014223513572,False,0.16426008389991714,1.0,False,0.1675691339582175,1.0,False
"(11, 26, 41)",7,0.017511379957564133,3.5396611722377167,2.5721310635468795,0.08454292221206897,0.12468664156554196,False,0.08759086683773248,0.4007649233978061,False,0.09072019264425506,1.0,False,0.09393186419365984,1.0,False
"(8, 10, 26)",10,0.0984052728267737,3.4478070893342183,2.5967988376852538,0.092290361032414,0.13425895666885887,False,0.09551160979448796,0.42327341741555086,False,0.09881498194388592,1.0,False,0.10220132070479747,1.0,False
"(21, 31, 41)",8,0.09480614425507727,3.0298049890357226,2.8793151882694707,0.14646809864686172,0.19881888482986868,False,0.1504849310366003,0.556244048743716,False,0.15457459651422517,1.0,False,0.1587371630560248,1.0,False
"(8, 35, 39)",4,0.029415785790709248,2.99404096601264,2.965078573856336,0.15642750954017817,0.20981627874722705,False,0.1605003277323797,0.5706884688139445,False,0.16464191183140242,1.0,False,0.16885222782525028,1.0,False
"(3, 24, 26)",11,0.04567234137690712,2.6888257416097456,2.0596132441732493,0.09601400063849867,0.1387462547142691,False,0.10020859409303141,0.4351958575617118,False,0.1045356099926126,1.0,False,0.10899660940961269,1.0,False
"(5, 21, 41)",1,0.02652598302007192,2.5410858570946218,2.518605009992853,0.15662922303642993,0.21000176451654973,False,0.16143524856619818,0.5721296312578883,False,0.16633657359322257,1.0,False,0.17133312205974094,1.0,False
"(7, 11, 26)",8,0.11838402436852447,1.9748658606150413,1.3415423651104075,0.07065885287647937,0.10728027599404938,False,0.07582886445157293,0.37209243453005997,False,0.08128252807399008,1.0,False,0.08702746206692032,1.0,False
"(11, 17, 26)",8,0.11190998462503088,1.955229186232067,1.3530041671960193,0.07437394969603511,0.11194551537382533,False,0.07970181419371498,0.3820379396241626,False,0.08531394492150558,1.0,False,0.09121748125177298,1.0,False
"(9, 11, 26)",8,0.0703867932009582,1.8052994014535761,1.3326503946137183,0.08791724375334317,0.12891673785089425,False,0.09404778138026143,0.4196660433289024,False,0.10048861628409358,1.0,False,0.10724597552550194,1.0,False
"(1, 17, 24)",1,0.06852402962554704,1.7717512582165502,1.2189121118187136,0.07319496112915506,0.110459670145229,False,0.07905507709769705,0.3804525585326671,False,0.08526435749138198,1.0,False,0.09183260083790541,1.0,False
"(3, 29, 43)",7,0.12276812107069912,1.7680155343153852,1.7131911708799443,0.15116266936655146,0.20398018045192443,False,0.15809821368580815,0.5683668982427251,False,0.16523972750239613,1.0,False,0.17258707935224,1.0,False
"(1, 7, 24)",1,0.06384282992556167,1.7583421953500873,1.2150794936164941,0.07409378820561631,0.1115745458777922,False,0.0800273434783057,0.38277870996980135,False,0.08631389279258973,1.0,False,0.09296322341832,1.0,False
"(3, 18, 29)",7,0.08549995483372608,1.7504551604622043,1.712685568108409,0.15350367310227112,0.2065429895932621,False,0.16051151814647716,0.5706884688139445,False,0.1677254492734207,1.0,False,0.17514521308152547,1.0,False
"(3, 25, 29)",7,0.053807921528524094,1.7390280421059594,1.7132103606171654,0.15516117199315313,0.20843438095925754,False,0.16221612277241115,0.5742823656770418,False,0.16947700543016903,1.0,False,0.1769434809728801,1.0,False
"(3, 23, 29)",7,0.05960450840074161,1.738083926117942,1.711508090512955,0.15505210904787628,0.20834610421883193,False,0.16211094381084518,0.5740634598478164,False,0.16937612254825019,1.0,False,0.17684731038537105,1.0,False
"(3, 29, 41)",7,0.02276933218421784,1.7322658729943592,1.713267461786457,0.15611132190004093,0.20943459757335314,False,0.16319412873795136,0.5751446266031769,False,0.17048282866709158,1.0,False,0.17797703348935556,1.0,False
"(3, 9, 29)",7,0.09334252474286608,1.727308776571792,1.7132782267609956,0.15680584646443857,0.21019601524038709,False,0.16390907252770426,0.5759166900415483,False,0.1712181666567364,1.0,False,0.17873270467636115,1.0,False
"(6, 12, 17)",3,0.08656441423907779,1.7222549338007365,1.3118461259089127,0.0947702408180834,0.13717345020707064,False,0.10135230850931329,0.4386633901625311,False,0.10826181150244935,1.0,False,0.11550455061468247,1.0,False
"(3, 26, 29)",7,0.058170013426462774,1.714165938746617,1.713053566422799,0.15862130735256266,0.21192177893446382,False,0.16577869422364944,0.5795562114296912,False,0.1731419281747047,1.0,False,0.18071049075505674,1.0,False
"(6, 12, 21)",3,0.08054601906962533,1.699066700054292,1.312002790375308,0.09780911496667719,0.14106361089418148,False,0.10454277551728862,0.4462019074930617,False,0.11160659033865218,1.0,False,0.11900603325996575,1.0,False
"(3, 22, 29)",7,0.048598559160524135,1.6901528630319478,1.713020920467405,0.1620284075664185,0.21586402070311306,False,0.16928470418115382,0.5849221555374906,False,0.17674665261290357,1.0,False,0.18441355820130778,1.0,False
"(6, 9, 12)",2,0.07176490037359518,1.4391657548592576,1.0885694970146407,0.09322609290093475,0.13532292573213284,False,0.10110394769284362,0.43773150808892475,False,0.10945696893442712,1.0,False,0.11829522472015133,1.0,False
"(6, 12, 42)",2,0.0653699794782544,1.3740703010241726,1.0885431685698173,0.10356975056469703,0.14790573393129688,False,0.11206816424257686,0.4671799707990834,False,0.12105457827474529,1.0,False,0.13053705740405752,1.0,False
"(26, 37, 40)",5,0.04352433365263364,1.3629093429852401,1.304619380629842,0.1482139352341441,0.2007248377282512,False,0.15724640639965937,0.5668056197483433,False,0.16663400610602025,1.0,False,0.17637640619642586,1.0,False
"(3, 9, 19)",7,0.08603147053035576,1.259166839414832,0.8825927649294752,0.07699657357720092,0.11513408834328204,False,0.08549725426935836,0.3951583178108593,False,0.09468315294950362,1.0,False,0.10457784724497991,1.0,False
"(9, 19, 29)",7,0.0689335927975594,1.231066456068403,0.8824809613080447,0.08166453057606184,0.12107523149550689,False,0.09054627851030292,0.4095611040267937,False,0.10012693259389335,1.0,False,0.11042851526110449,1.0,False
"(9, 13, 19)",7,0.09420799744037156,1.2116609783659633,0.8778985924723907,0.08392200273684093,0.12396419855528902,False,0.09303344425610058,0.41698873507747314,False,0.10285732776703406,1.0,False,0.11341520721594935,1.0,False
"(9, 19, 37)",7,0.06407636796315952,1.1863417856842726,0.877592375751005,0.08837286896984277,0.12950326185632208,False,0.09783972379177741,0.4291220931099716,False,0.10803065632908156,1.0,False,0.11896564227071871,1.0,False
"(9, 16, 19)",7,0.06035313510528184,1.1781379212922214,0.879555520971887,0.09036371447106119,0.13190532728477178,False,0.0999633165493022,0.4345873539541095,False,0.11028830826968157,1.0,False,0.1213578186974914,1.0,False
"(9, 19, 25)",7,0.03594815114421035,1.1147189284875985,0.831068613017679,0.09006514983545597,0.13153349418049942,False,0.10022254345841294,0.4351958575617118,False,0.11119300704578668,1.0,False,0.1229989873044931,1.0,False
"(0, 1, 24)",11,0.07572229963732202,1.0024853823601163,0.6580451932867714,0.06398647073788899,0.09873433746389394,False,0.07404533401243465,0.36542878584852184,False,0.08527164065876026,1.0,False,0.0977291540653521,1.0,False
"(1, 24, 28)",11,0.0404855398358297,0.9897263629102462,0.6580187673524313,0.06643834871461775,0.10190034630878951,False,0.0767882175334781,0.37471744768363446,False,0.0883224968752197,1.0,False,0.10110311740441974,1.0,False
"(8, 24, 35)",6,0.036321267442817606,0.9466265613431731,0.9313528933247983,0.15484465257914928,0.20811473297729383,False,0.16796388771140236,0.5827835194499301,False,0.1817788813743917,1.0,False,0.19628474361219966,1.0,False
"(8, 15, 39)",10,0.018365478719480688,0.909037799837719,0.8723980527981681,0.14883419631143793,0.20140595646762888,False,0.16251041232617702,0.5744569794663292,False,0.1769804488988168,1.0,False,0.19224027715979503,1.0,False
"(8, 24, 41)",6,0.004613347326334227,0.8491578518296424,0.9092619709757667,0.1752929484024226,0.23109494412121093,False,0.18983290512523726,0.6307443541090422,False,0.20509283293559838,1.0,False,0.22106009665208487,1.0,False
"(17, 31, 40)",1,0.029817912452337336,0.7650979505996175,0.7712203774388695,0.16070585849277808,0.21436080067261082,False,0.177017606930491,0.6015957174413937,False,0.19433978127852874,1.0,False,0.21265795186630088,1.0,False
"(37, 40, 42)",6,0.06603352948541419,0.7218222630990321,0.6939967567165404,0.14927585635937535,0.20183863620454998,False,0.16662922170452443,0.5810052192363601,False,0.18523561132580246,1.0,False,0.20508242895336726,1.0,False
"(5, 26, 30)",0,0.05195889991471525,0.6870156890223419,0.6246703771124801,0.13584314919378537,0.18660996451846212,False,0.15404590901400575,0.5624990402485504,False,0.17379584515686586,1.0,False,0.19508794693198717,1.0,False
"(5, 26, 40)",0,0.04831309523605509,0.6789348628766491,0.6246648502298966,0.13867844815846841,0.18991390418889006,False,0.15713075571589843,0.5668056197483433,False,0.17713081414479326,1.0,False,0.19867033126670264,1.0,False
"(5, 22, 26)",0,0.04439309920044421,0.6608584338641912,0.6246445255649122,0.14516332451104444,0.19754860972300375,False,0.16417484929163023,0.5759819083492319,False,0.18473358145869528,1.0,False,0.20682375766403416,1.0,False
"(9, 22, 27)",8,0.08522268104931574,0.6588361750318031,0.5575407645504059,0.1188087427214524,0.16643780289855253,False,0.13754967777657806,0.5283375674225638,False,0.15821703535985385,1.0,False,0.18082681515117927,1.0,False
"(5, 26, 36)",0,0.0556842456486526,0.6580878099723368,0.6247353922688919,0.1462113777542154,0.1986279092190818,False,0.16530877343799583,0.5787336493293198,False,0.18595258472171383,1.0,False,0.20812585861632021,1.0,False
"(5, 23, 26)",0,0.0184590771314731,0.6538380519394329,0.6246791725815377,0.14775266479173743,0.20024931360026305,False,0.16698162185512416,0.5815158032735378,False,0.18775664995274,1.0,False,0.2100590248741364,1.0,False
"(5, 21, 26)",0,0.01403858347290643,0.6394838095230398,0.6246313323613261,0.15309601025758984,0.20609916241629597,False,0.17276956617870565,0.5919233054815127,False,0.19398621740714178,1.0,False,0.2167211480205009,1.0,False
"(5, 26, 27)",0,0.018486836193147727,0.6394080759908081,0.6246482101533012,0.15313116892314674,0.2061255413373468,False,0.17280705271191976,0.5919233054815127,False,0.19402592246751715,1.0,False,0.21676292529072783,1.0,False
"(7, 9, 27)",8,0.039624766360738306,0.6376874600150461,0.5442952456809697,0.1208240542134098,0.16887814369857151,False,0.14026545665481455,0.5342754408790232,False,0.16173217140069845,1.0,False,0.18523659061498404,1.0,False
"(19, 20, 27)",7,0.03351943028187143,0.6226688110200564,0.5936591516601921,0.14724883408188333,0.19972998346788845,False,0.16748059120083042,0.5823347203632969,False,0.18942377373834773,1.0,False,0.21305529123209122,1.0,False
"(14, 20, 27)",7,0.0976289086498785,0.6165085430926528,0.5948142217271232,0.1501183446731029,0.20281213473942414,False,0.1705609543536899,0.5868821198909506,False,0.19270660957682123,1.0,False,0.21652862087205577,1.0,False
"(2, 20, 27)",7,0.044026951624752786,0.616314867980787,0.5906729828263658,0.14850718438987096,0.2010661572336384,False,0.16895717793054432,0.5844003302460509,False,0.19113513840570462,1.0,False,0.21501571283745824,1.0,False
"(7, 20, 27)",7,0.05761021898526997,0.6147917339503066,0.5906015478594548,0.14907536835260438,0.20162934876322847,False,0.1695781294382947,0.585172680114845,False,0.19180890913143628,1.0,False,0.21574156958683094,1.0,False
"(16, 25, 26)",1,0.07324968515801367,0.6063064135888654,0.40797575436666456,0.06878223374214396,0.1049000349701698,False,0.08650643690022845,0.3976368314587859,False,0.10744706470805455,1.0,False,0.13182094588889606,1.0,False
"(17, 20, 27)",7,0.053405356878568955,0.5853257604088417,0.55882585874929,0.14758153253252745,0.2000583231177885,False,0.1691624198226746,0.5847229760792595,False,0.19267342372850188,1.0,False,0.2180833816772771,1.0,False
"(16, 22, 26)",1,0.036735706240076715,0.5827730707997649,0.40559146510102917,0.07553976672904636,0.11330663130369012,False,0.09464860274072044,0.421353309142219,False,0.11710912443688773,1.0,False,0.14311302431362946,1.0,False
"(19, 23, 24)",5,0.03921992895385329,0.5689036482113455,0.3476939118719651,0.05105685379640524,0.08152200325135699,False,0.06795560721257368,0.34549100265770666,False,0.08888636563563401,1.0,False,0.1142841255807794,1.0,False
"(16, 20, 27)",7,0.04673233903264762,0.5559175395584187,0.5157272300887199,0.1406648555728932,0.19227632853828028,False,0.16342225385988923,0.5751446266031769,False,0.18844851033274262,1.0,False,0.2157129727246171,1.0,False
"(8, 12, 26)",11,0.029114246408048494,0.5455818533902187,0.38093721749303977,0.0762009041339641,0.1141216602092839,False,0.09678950738524,0.42672444600869464,False,0.12120284088114833,1.0,False,0.14965944726502378,1.0,False
"(12, 23, 26)",11,0.037420601958444766,0.5430688061783872,0.381821402769932,0.077626597287214,0.11591911765383495,False,0.09844125991019745,0.4308237763469541,False,0.12308213145191649,1.0,False,0.151759047340017,1.0,False
"(16, 19, 24)",5,0.07672139132003586,0.5428942465504041,0.32950897999962964,0.049878661668487444,0.0798396174930442,False,0.06750755510324234,0.3442703349200391,False,0.08961248364272045,1.0,False,0.11670338765058143,1.0,False
"(23, 24, 35)",6,0.07027663754000324,0.5420242170513102,0.2741460305896407,0.02415261434258566,0.04323538039202901,True,0.036500157440574305,0.22802268167121043,False,0.05360146127384733,1.0,False,0.07651979681161994,1.0,False
"(7, 25, 42)",9,0.04617252963347629,0.5314469940814909,0.41695088680820336,0.10137544180845375,0.1452733554762131,False,0.12425000344326458,0.4958020625497427,False,0.15051612824410582,1.0,False,0.18024769684930464,1.0,False
"(22, 27, 37)",8,0.12424556100730166,0.5259806460554253,0.4218072776724853,0.1063529247722779,0.15132554100602155,False,0.1297065144619327,0.5097427529773997,False,0.1563972922120029,1.0,False,0.18647804169830923,1.0,False
"(29, 30, 37)",4,0.021971249994334974,0.5254425167037488,0.49586438299637964,0.14478215861645347,0.1972122707720158,False,0.16894370003381398,0.5844003302460509,False,0.19555588250968364,1.0,False,0.22457144709793164,1.0,False
"(18, 25, 42)",9,0.05081560252547601,0.52179824958036,0.41863654774259756,0.10645302839480077,0.1514354358819271,False,0.13001134913760018,0.510637695130005,False,0.15695867204953273,1.0,False,0.1873475277390969,1.0,False
"(12, 26, 43)",11,0.05514459845273889,0.5209618034185719,0.37563743315557974,0.082897287527761,0.12271059304992363,False,0.105112404274249,0.4471919955695965,False,0.13135318563967613,1.0,False,0.16180735878148783,1.0,False
"(23, 25, 42)",9,0.04665175368408869,0.5158157535580766,0.41721380252832957,0.10831481589760336,0.15371338372127383,False,0.13224227369036615,0.5149195255083602,False,0.15959006977025242,1.0,False,0.19040299868493976,1.0,False
"(3, 29, 38)",5,0.11250157294280927,0.5121362303999634,0.48095606288914655,0.14360727545884797,0.1957931599935127,False,0.16842692281241478,0.5831425835166635,False,0.19585164036811975,1.0,False,0.22582989348426247,1.0,False
"(20, 27, 30)",7,0.05426165961098861,0.495600158754037,0.6036402137322441,0.205917218422087,0.2661531029335788,False,0.2302881037105014,0.7134352387232469,False,0.2561954626419618,1.0,False,0.28354804952209,1.0,False
"(5, 11, 26)",1,0.06475138000891456,0.48634869300095324,0.30914735203645394,0.0579978680398517,0.09086995910561882,False,0.07921293062769126,0.3807971155111227,False,0.10584902465884909,1.0,False,0.13843348269955974,1.0,False
"(21, 25, 42)",9,0.023582548545791338,0.4830390625142936,0.4175859174789293,0.1238294569263414,0.17237726797692512,False,0.14999406313229577,0.5557182380425036,False,0.1796130635104876,1.0,False,0.21266671768761752,1.0,False
"(25, 27, 42)",9,0.024190222759702396,0.48219850332152536,0.41782585747444057,0.12437686044381661,0.17293933225384853,False,0.15060211958675612,0.5564922770450369,False,0.18027844295474582,1.0,False,0.21338395519264503,1.0,False
"(22, 25, 27)",8,0.07446177770743712,0.4774087618971328,0.41784845390044434,0.12675382219001394,0.1758566542095689,False,0.15330815798489,0.5613682302786734,False,0.1833154135199529,1.0,False,0.21674394287172122,1.0,False
"(1, 11, 19)",0,0.4500600383652551,0.46126139889469425,0.030868863091375626,5.9829504298141746e-46,3.961909774622947e-42,True,1.1942221108665436e-37,7.908138818158252e-34,True,5.179015510353756e-30,3.87445327533636e-26,True,4.026400713656998e-23,5.332565105167328e-19,True
