S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(0, 7, 9, 11, 14)",strong,False,0.18403302133083344,11,0.465974360704422,0.154280424118042,11,0.9617689847946167,0.9452544450759888,0.16495901346206665,11,0.9632117748260498,0.154280424118042
"(7, 10, 11, 14, 18)",strong,False,0.14277388155460358,11,0.35732150077819824,0.10841840505599976,9,0.9236353039741516,0.9127234220504761,0.11869263648986816,11,0.9229980707168579,0.10363084077835083
"(1, 7, 13, 19, 42)",strong,False,0.10523255914449692,0,0.5699377059936523,0.07898366451263428,0,0.9888318181037903,0.9910619258880615,0.06746542453765869,0,0.9884797930717468,0.07898366451263428
"(9, 14, 18, 29, 31)",strong,False,0.10172636806964874,11,0.4847378432750702,0.08033514022827148,11,0.9794884324073792,0.9811147451400757,0.06353390216827393,11,0.978535532951355,0.08033514022827148
"(1, 13, 17, 19, 42)",strong,False,0.10061369836330414,0,0.5653188228607178,0.07417070865631104,0,0.9891049861907959,0.9908948540687561,0.06288623809814453,0,0.9892356991767883,0.07417070865631104
"(9, 10, 11, 12, 17)",strong,False,0.09770984947681427,3,0.8488597869873047,0.07270699739456177,2,0.9224834442138672,0.8497764468193054,0.0741274356842041,2,0.9209887981414795,0.06855404376983643
"(9, 13, 14, 15, 24)",control,False,0.0037954917643219233,7,0.40719184279441833,0.0428619384765625,4,0.9159438610076904,0.9108892679214478,0.043110549449920654,5,0.9108423590660095,0.013108611106872559
"(2, 8, 9, 16, 36)",control,False,0.0009779889369383454,2,0.5315160155296326,0.036440253257751465,0,0.6560730338096619,0.6508150100708008,0.03397548198699951,0,0.6672482490539551,0.006590127944946289
"(0, 4, 15, 30, 32)",control,False,0.009827658534049988,11,0.6235981583595276,0.046230971813201904,5,0.9110544919967651,0.8990689516067505,0.026521682739257812,7,0.9130967259407043,0.019110560417175293
