S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf
"(7, 29, 37, 39, 40)",strong,False,0.4379643716974878,6,0.5354075483787062,0.056624770164489746,2,0.7778584957122803,0.795772135257721,0.058290958404541016,2,0.814687967300415,0.002173900604248047
"(23, 25, 26, 40, 41)",strong,False,0.409972661232497,7,0.43358289863204746,0.017020463943481445,2,0.5471432209014893,0.6326566934585571,0.01818084716796875,2,0.5614157915115356,-0.19866013526916504
"(7, 15, 20, 39, 40)",strong,False,0.4067154231168365,6,0.9222716317303532,0.05009257793426514,9,0.9820802211761475,0.9817031025886536,0.0429915189743042,0,0.9818272590637207,0.0017742514610290527
"(17, 29, 39, 40, 42)",strong,True,0.39151811919033375,3,0.39151811919033375,0.05332285165786743,2,0.8368942737579346,0.8296557664871216,0.0510789155960083,3,0.8419514894485474,0.05133163928985596
"(29, 30, 32, 39, 40)",strong,False,0.3752192688287662,4,0.7447236249066916,0.010662853717803955,6,0.834570586681366,0.8406336307525635,0.01790440082550049,6,0.8598091006278992,-0.0023830533027648926
"(29, 30, 33, 39, 40)",strong,False,0.3612092341569243,4,0.747034619439463,0.014160454273223877,0,0.8296929597854614,0.8407050967216492,0.010311663150787354,11,0.8542525172233582,0.0032625198364257812
"(1, 21, 25, 27, 41)",strong,False,0.35626962747488367,8,0.8591377277018507,0.010086894035339355,6,0.8735786080360413,0.8772074580192566,0.0034292936325073242,10,0.8747849464416504,-0.0206415057182312
"(5, 14, 17, 39, 40)",strong,False,0.34594597438494523,6,0.6992321352201121,0.03529256582260132,0,0.8645951151847839,0.9093202352523804,0.03976696729660034,0,0.8837103843688965,-0.012375712394714355
"(11, 23, 27, 39, 43)",strong,False,0.34108090262633317,6,0.48036457678871214,0.02765411138534546,0,0.6712400913238525,0.6691542863845825,0.0299452543258667,0,0.6779748797416687,-0.05045020580291748
"(0, 17, 23, 36, 40)",strong,False,0.3400060645060582,7,0.5453079296181871,0.019882023334503174,9,0.8427379131317139,0.8416562080383301,0.017624616622924805,9,0.840786337852478,-0.15339434146881104
"(1, 11, 27, 31, 35)",control,False,0.014640952023754705,7,0.996229618866785,0.02462589740753174,11,0.992074728012085,0.9932920932769775,0.02504342794418335,11,0.992310643196106,0.008022606372833252
"(24, 26, 28, 29, 40)",control,False,-0.0004664869741221045,0,0.5711029730805499,0.01497107744216919,4,0.8037227988243103,0.8004456758499146,0.0145111083984375,0,0.8069136738777161,0.011965930461883545
"(1, 11, 12, 20, 43)",control,False,0.015439945953709011,8,0.997895351767307,0.02693396806716919,8,0.994600772857666,0.9955176115036011,0.021584272384643555,7,0.9942532777786255,0.02693396806716919
"(17, 20, 27, 29, 38)",control,False,0.007145732597251597,1,0.9700298411889664,0.009371399879455566,0,0.9824033975601196,0.9829733371734619,0.020397722721099854,5,0.9821180701255798,0.004400670528411865
"(0, 2, 17, 37, 43)",control,False,0.03736365968946165,0,0.8937050126771737,0.04150122404098511,0,0.9078813791275024,0.901873767375946,0.04193544387817383,0,0.9067914485931396,0.04150122404098511
