目标,字段,pearson,spearman,mi,dcor,loco,graph,perm,sage,pair_tree_r2,M0,M2,MCI
Y_markup,P_g (unit 313 output),0.3692307904441292,0.3467249848877082,0.39141038430040265,0.6425433807250606,0.575700026822543,0.6346769522470405,1.4303871692063788,0.6943440851361758,0.5542779526077728,0.5238217,0.6621594,0.6635567
Y_markup,LMP_g (bus 313),0.002427206751069468,0.0069859159865480495,0.07991881523079503,0.062778197124116,-0.00345483877393582,0.16085020156944044,0.24895422169602374,0.00861967458058333,0.012151750199027811,0.0,0.13890105,0.18260485
Y_markup,LMP_near (bus 306),0.002213383651420906,0.006855261223264009,0.041479990434988956,0.06277445207514779,-0.0008546284192663123,0.1530497910261395,0.03710750104917535,0.0021080842158956816,0.003152256382438212,0.0049296618,0.13965148,0.16235083
Y_markup,"LMP_far (bus 303, behind C6)",5.606413691346958e-06,0.0009051545727884241,0.01405973607288713,0.031965518617199325,-0.0030160277092812215,0.0906626196845613,-0.00016949374737667,-0.0008480048389593551,0.0,0.00061917305,0.094275594,0.12241739
Y_markup,LMP_area2 (bus 223),0.0012477315289910443,0.0028634248411396014,0.015053633162909641,0.052710273079776444,0.001247387612430706,0.14459632642483425,0.0019177207444603273,-0.0003819616646790526,0.0035642128333935874,0.0,0.08728343,0.15590662
Y_markup,System load,9.440749796372511e-06,0.00012441478745641994,0.007177933871421516,0.030177181409510243,-5.726153097262987e-05,0.03798374504072117,-0.0005601982914949843,0.003880476590387293,0.0,0.0,0.08549547,0.17832834
Y_markup,Area-3 load,0.0007924959994685942,0.0010755049498472335,0.0,0.02647498802716879,-0.000670119600536756,0.01644517927237575,0.0045744657721974,-0.0012720858005166081,0.0,0.00012260675,0.045152366,0.06401366
Y_markup,Wind available,0.00013989509306456976,0.00022959523913181477,0.011003244753238661,0.03420513846594969,0.003023381390313884,0.04249824789125471,0.004698719975308041,-0.0019735356199038954,0.0,0.0,0.06784856,0.14631188
Y_markup,PV available,0.0007042042172966037,0.00030623020275564403,0.0007515483672673184,0.03211948000998969,-0.0029488114327581583,0.03324901819819605,5.714701661918564e-05,0.0006766938156161917,0.0,0.0,0.047578394,0.097592175
Y_markup,Congestion C6,0.00042950817472875945,0.00043407781798360023,0.0018060351237649819,0.026134598256528835,0.0021421807672397097,0.017559055785472448,0.0001918892250878823,1.4145318578499358e-08,0.0,0.0,0.046238422,0.046238422
Y_markup,P_comp (unit 316 output),0.002884674978699056,0.002990699403747009,0.0,0.0645381265401535,-0.004820788775566909,0.09512652524134221,0.0003694633070277176,-0.00012083323117189256,0.0,0.0007455349,0.082644105,0.082644105
