target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.1793133169412613,0.14940865337848663,0.17131543159484863,0.33047857880592346,0.1694840043783188
gross_actual_interchange_mw,10,0.15720245242118835,0.15857070684432983,0.1438622772693634,0.3909470736980438,0.14941748976707458
total_gen,23,0.19134823977947235,0.19055277109146118,0.1895424872636795,0.23876789212226868,0.1897886097431183
metered_load_mw,21,0.1900424212217331,0.18613122403621674,0.1939457207918167,0.24269169569015503,0.18718895316123962
total_losses,14,0.18625059723854065,0.1730046570301056,0.16989541053771973,0.2990745007991791,0.17177481949329376
congestion_price_da,4,0.17543788254261017,0.1606471836566925,0.16414476931095123,0.27852189540863037,0.22124823927879333
congestion_price_rt,9,0.1760929673910141,0.17423084378242493,0.1873529553413391,0.2649416923522949,0.19738155603408813
marginal_loss_price_da,16,0.20151709020137787,0.183187335729599,0.2052939087152481,0.2249407321214676,0.18506085872650146
total_lmp_da,25,0.19185009598731995,0.18823397159576416,0.20290407538414001,0.23042605817317963,0.18658572435379028
da_as_total_mw_primary_reserve,8,0.2431245893239975,0.18346333503723145,0.20888547599315643,0.1777491718530655,0.18677742779254913
da_as_total_mw_synchronized_reserve,7,0.16191856563091278,0.15661898255348206,0.17294622957706451,0.3486844003200531,0.15983177721500397
da_as_total_mw_thirty_minutes_reserve,15,0.16766886413097382,0.2047857940196991,0.19750596582889557,0.26304110884666443,0.16699835658073425
