confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9874913692474365,0.013050062581896782,True
total_gen,0.9853285551071167,0.015455695800483227,True
total_lmp_da,0.9707497358322144,0.033438533544540405,True
da_as_total_mw_primary_reserve,0.9455017447471619,0.0572439581155777,True
da_as_total_mw_synchronized_reserve,0.9090779423713684,0.09380990266799927,True
total_losses,0.7900972366333008,0.2095644176006317,True
da_as_total_mw_thirty_minutes_reserve,0.7897882461547852,0.21854308247566223,True
net_actual_interchange_mw,0.728691577911377,0.2751477360725403,True
gross_actual_interchange_mw,0.7265551090240479,0.28492385149002075,True
marginal_loss_price_da,0.7193995714187622,0.2758110463619232,True
congestion_price_rt,0.5412904024124146,0.5131893754005432,True
congestion_price_da,0.2731812596321106,0.7896066904067993,True
