confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9650970287621021,0.048259492963552475,True
da_as_total_mw_synchronized_reserve,0.923499770462513,0.06443069130182266,True
metered_load_mw,0.922700822353363,0.03342483192682266,True
total_gen,0.8766297847032547,0.05643363296985626,True
total_lmp_da,0.8542105257511139,0.06331780552864075,True
total_losses,0.6252008676528931,0.32903990149497986,True
congestion_price_rt,0.49166256189346313,0.8307791352272034,True
marginal_loss_price_da,0.4154840111732483,0.32013633847236633,True
da_as_total_mw_thirty_minutes_reserve,0.37952619791030884,0.44527190923690796,True
congestion_price_da,0.2592455744743347,1.2555043697357178,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
