confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9882082939147949,0.01229415088891983,True
total_gen,0.9876437783241272,0.013006000779569149,True
total_lmp_da,0.9809765219688416,0.021726522594690323,True
da_as_total_mw_primary_reserve,0.9477186799049377,0.05499062314629555,True
da_as_total_mw_synchronized_reserve,0.9159389138221741,0.08668824285268784,True
da_as_total_mw_thirty_minutes_reserve,0.8612480759620667,0.14420479536056519,True
total_losses,0.8479171991348267,0.15169015526771545,True
net_actual_interchange_mw,0.8461546897888184,0.15610909461975098,True
gross_actual_interchange_mw,0.7685439586639404,0.24085186421871185,True
marginal_loss_price_da,0.747812032699585,0.24768385291099548,True
congestion_price_rt,0.6355940103530884,0.40720266103744507,True
congestion_price_da,0.5975288152694702,0.436577171087265,True
