field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.890968918800354,-0.0996760350215884,True
metered_load_mw,0.9762308832723112,0.956056147813797,-0.020174735458514226,True
total_losses,0.6540839836602339,0.6921471059322357,0.038063122272001815,True
congestion_price_da,0.0475838272605031,0.25808972120285034,0.21050589394234726,True
congestion_price_rt,0.4561738508473963,0.40788793563842773,-0.04828591520896858,True
marginal_loss_price_da,0.4407231017762543,0.4359675645828247,-0.004755537193429582,True
total_lmp_da,0.9299314144617218,0.8822777792811394,-0.04765363518058241,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9680715575814247,-0.007156261376336848,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9168564677238464,-0.02498664332180034,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3911341428756714,-0.06576989512883269,True
