order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0,0.05,0.02902075976689622,0.016716285084634852,0.012304474682261368,0.24608949364522736,0.334,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0,0.1,0.10400531591936324,0.0714006924395868,0.03260462347977644,0.3260462347977644,0.714,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0,0.2,0.23984863279036206,0.1346248745650781,0.10522375822528396,0.5261187911264198,0.673,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0,0.35,0.3000288973621128,0.13720346388419102,0.16282543347792178,0.4652155242226337,0.392,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",1,0.05,0.03187842594181278,0.017395598419932767,0.014482827521880015,0.2896565504376003,0.348,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",1,0.1,0.09936972938844157,0.06780624345724107,0.03156348593120051,0.3156348593120051,0.678,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",1,0.2,0.24049341324228846,0.1343510081336181,0.10614240510867035,0.5307120255433517,0.672,False,False,0.323,1.8,0.037
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",1,0.35,0.29618978863718226,0.14037163464596958,0.15581815399121268,0.4451947256891791,0.401,False,False,0.323,1.8,0.037
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.1,0.004016456813957681,0.0,0.004016456813957681,0.040164568139576806,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.2,0.05390651775464661,0.058557615921720596,-0.004651098167073986,-0.02325549083536993,0.293,True,True,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.35,0.14571925257044915,0.10905874957528283,0.03666050299516632,0.10474429427190378,0.312,False,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",1,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",1,0.1,0.0,0.015540449000064682,-0.015540449000064682,-0.15540449000064682,0.155,True,True,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",1,0.2,0.06299924855937133,0.05569320221215912,0.007306046347212214,0.03653023173606107,0.278,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",1,0.35,0.13806134452234187,0.08993671997293085,0.04812462454941102,0.13749892728403149,0.257,True,False,0.4,25.8,0.0081
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",0,0.05,0.010250208284119378,0.007473497516961025,0.0027767107671583524,0.05553421534316705,0.149,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",0,0.1,0.0,0.0,0.0,0.0,0.0,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",0,0.2,0.06183858977186818,0.03806415059477597,0.02377443917709221,0.11887219588546105,0.19,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",0,0.35,0.098422425685054,0.0947404800718965,0.003681945613157489,0.010519844609021398,0.271,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",1,0.05,0.00848463971967528,0.005774346723603552,0.002710292996071728,0.05420585992143456,0.115,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",1,0.1,0.0,0.0,0.0,0.0,0.0,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",1,0.2,0.06719888039127586,0.04714767461540326,0.020051205775872605,0.10025602887936302,0.236,True,False,0.298,25.8,0.0116
8,1,"(np.int64(6), np.int64(10), np.int64(13), np.int64(26), np.int64(32), np.int64(34), np.int64(39), np.int64(41))",1,0.35,0.11402160662089078,0.11476889452997785,-0.0007472879090870688,-0.0021351083116773395,0.328,False,True,0.298,25.8,0.0116
