order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
2,0,"(np.int64(17), np.int64(32))",0,0.05,0.06209285251800467,0.0010357622356325091,0.06105709028237216,1.2211418056474432,0.021,True,False,0.04,-1.6,0.039
2,0,"(np.int64(17), np.int64(32))",0,0.1,0.10819673928761075,0.0,0.10819673928761075,1.0819673928761075,0.0,True,False,0.04,-1.6,0.039
2,0,"(np.int64(17), np.int64(32))",0,0.2,0.1782457584396817,0.0092078976422173,0.1690378607974644,0.8451893039873221,0.046,True,False,0.04,-1.6,0.039
2,0,"(np.int64(17), np.int64(32))",0,0.35,0.29589506277753874,0.008099961523936994,0.28779510125360175,0.8222717178674336,0.023,True,False,0.04,-1.6,0.039
2,1,"(np.int64(1), np.int64(25))",0,0.05,0.042251402210648936,0.003525972951461176,0.03872542925918776,0.7745085851837552,0.071,True,False,0.09,-0.4,0.0372
2,1,"(np.int64(1), np.int64(25))",0,0.1,0.11975803105516591,0.003497490924952662,0.11626054013021325,1.1626054013021325,0.035,True,False,0.09,-0.4,0.0372
2,1,"(np.int64(1), np.int64(25))",0,0.2,0.20163691324708843,0.003261015225762942,0.1983758980213255,0.9918794901066275,0.016,True,False,0.09,-0.4,0.0372
2,1,"(np.int64(1), np.int64(25))",0,0.35,0.34914617250224433,0.006918231055919155,0.3422279414463252,0.977794118418072,0.02,True,False,0.09,-0.4,0.0372
2,2,"(np.int64(25), np.int64(33))",0,0.05,0.0409970218772987,0.001759760745523753,0.03923726113177495,0.784745222635499,0.035,True,False,0.02,-1.2,0.0102
2,2,"(np.int64(25), np.int64(33))",0,0.1,0.09881731375887737,0.0010685903749635406,0.09774872338391383,0.9774872338391383,0.011,True,False,0.02,-1.2,0.0102
2,2,"(np.int64(25), np.int64(33))",0,0.2,0.15654958776724004,0.0018661847811661803,0.15468340298607386,0.7734170149303693,0.009,True,False,0.02,-1.2,0.0102
2,2,"(np.int64(25), np.int64(33))",0,0.35,0.3387284690498711,0.005723156552483677,0.3330053124973874,0.9514437499925356,0.016,True,False,0.02,-1.2,0.0102
