order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0,0.35,0.16701673816217855,0.08263671671585848,0.08438002144632006,0.24108577556091448,0.236,True,False,0.271,14.2,0.0219
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0,0.35,0.24840457080243394,0.16103400577368898,0.08737056502874496,0.2496301857964142,0.46,False,False,0.447,3.7,0.0355
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0,0.35,0.26854399703196485,0.12951839280425625,0.1390256042277086,0.39721601207916746,0.37,False,False,0.335,1.7,0.033
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0,0.35,0.20106922658742055,0.16994746994364474,0.03112175664377581,0.08891930469650232,0.486,False,False,0.407,8.2,0.0147
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.35,0.10250527583504032,0.07803335683915846,0.02447191899588186,0.06991976855966246,0.223,True,False,0.347,7.9,0.0157
6,2,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0,0.35,0.18755840930775958,0.13493646891081235,0.05262194039694723,0.15034840113413495,0.386,False,False,0.353,8.8,0.0247
