order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,2,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.1,0.027297900412623144,-0.001068017666783272,0.0018950073022986648,100.0,1,400
5,2,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.2,0.019017798802894115,-0.002129848851586069,0.004399129895120113,100.0,1,400
5,2,"(np.int64(8), np.int64(10), np.int64(28), np.int64(41), np.int64(42))",0.35,0.09215437589779452,-0.0038610185512787942,0.009058375432344458,100.0,1,400
7,0,"(np.int64(14), np.int64(16), np.int64(25), np.int64(28), np.int64(33), np.int64(39), np.int64(41))",0.1,-0.005045115372459441,-0.0010070789116310985,0.001546874169974272,2.75,390,400
7,0,"(np.int64(14), np.int64(16), np.int64(25), np.int64(28), np.int64(33), np.int64(39), np.int64(41))",0.2,-0.019242193419193532,-0.0012657091205497961,0.0008705390064186668,0.0,401,400
7,0,"(np.int64(14), np.int64(16), np.int64(25), np.int64(28), np.int64(33), np.int64(39), np.int64(41))",0.35,-0.004669528061995276,-0.0029687564919628207,0.0016355293241194016,27.750000000000004,290,400
