order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.05,0.0,0.0,0.0,8.0,369,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.1,-0.008590663760306927,-0.001838137670746809,0.00045996109074898536,2.75,390,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.2,-0.025124014473641543,-0.0011333172132231284,0.0032826131407666516,0.25,400,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.35,0.008964175510149941,-0.0006437045159120025,0.004960266184064778,99.25,4,400
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0.05,-0.0021198041894376907,-0.0006165868783951645,3.267939931630636e-05,16.25,336,400
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0.1,-0.0014893668300507423,-0.00032806374345556444,0.0005177206789424858,19.25,324,400
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0.2,-0.000813755455977283,0.0,0.0002374638904663531,30.0,281,400
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0.35,-0.019826498348651356,-0.0015396141959311826,0.004979147078047003,0.75,398,400
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0.05,-0.0012911433676325856,-0.0005180897166403575,0.00034283607787980315,28.749999999999996,286,400
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0.1,0.0,0.0,0.0,32.0,273,400
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0.2,-0.006095327333288103,-0.000590863336280667,5.670529131502183e-07,1.7500000000000002,394,400
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0.35,-0.012908436459978523,0.0,6.519252837322588e-05,0.5,399,400
