order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0,0.05,0.026285148020997462,0.014064177256835841,0.01222097076416162,0.2444194152832324,0.281,True,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0,0.1,0.07277149194353205,0.03753843853126071,0.03523305341227134,0.3523305341227134,0.375,False,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0,0.2,0.1504984312930483,0.09607639528784673,0.05442203600520157,0.27211018002600784,0.48,False,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0,0.35,0.24981576266200045,0.13123664913180233,0.11857911353019812,0.3387974672291375,0.375,False,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",1,0.05,0.026658259073661927,0.014834886543682035,0.011823372529979892,0.23646745059959784,0.297,True,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",1,0.1,0.07345972866300698,0.038257717565669536,0.03520201109733745,0.3520201109733745,0.383,False,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",1,0.2,0.1566715546596409,0.08307244734871122,0.07359910731092967,0.36799553655464834,0.415,False,False,0.432,3.9,0.0361
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",1,0.35,0.2462658123961119,0.13345602422334724,0.11280978817276466,0.3223136804936133,0.381,False,False,0.432,3.9,0.0361
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0,0.05,0.006064899375390342,0.005185105844817572,0.00087979353057277,0.0175958706114554,0.104,True,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0,0.1,0.05726545951450057,0.04180468429688722,0.015460775217613354,0.15460775217613354,0.418,False,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0,0.2,0.1503226928478386,0.07171460675278762,0.07860808609505099,0.39304043047525494,0.359,False,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0,0.35,0.2484433486549461,0.12534616336650994,0.12309718528843616,0.3517062436812462,0.358,False,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",1,0.05,0.0,0.010499164757086454,-0.010499164757086454,-0.2099832951417291,0.21,True,True,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",1,0.1,0.0553444350304334,0.03708132496571526,0.018263110064718147,0.18263110064718147,0.371,False,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",1,0.2,0.1369750718045627,0.06800742788598368,0.06896764391857901,0.34483821959289507,0.34,False,False,0.298,6.6,0.0386
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",1,0.35,0.23044259527611977,0.11510314714772352,0.11533944812839625,0.32954128036684643,0.329,False,False,0.298,6.6,0.0386
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",0,0.1,0.005207283380338157,0.0,0.005207283380338157,0.05207283380338157,0.0,True,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",0,0.2,0.05991522781719849,0.025649028979672805,0.034266198837525685,0.17133099418762843,0.128,True,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",0,0.35,0.16039432135054166,0.1398054624770637,0.020588858873477944,0.05882531106707985,0.399,False,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",1,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",1,0.1,0.007376553673245079,0.014753071621255165,-0.007376517948010086,-0.07376517948010086,0.148,True,True,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",1,0.2,0.05955449671769697,0.021066556390112234,0.038487940327584735,0.19243970163792368,0.105,True,False,0.321,12.0,0.0114
8,0,"(np.int64(2), np.int64(3), np.int64(9), np.int64(17), np.int64(28), np.int64(31), np.int64(36), np.int64(39))",1,0.35,0.16679658988682444,0.1331090990168846,0.03368749086993983,0.0962499739141138,0.38,False,False,0.321,12.0,0.0114
