order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.1,0.0,0.0,0.0,0.0,0.0,True,False,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.2,0.03095463173841262,0.014865626206461702,0.016089005531950917,0.08044502765975459,0.074,True,False,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.35,0.08298124773362059,0.07395852131806935,0.009022726415551241,0.025779218330146403,0.211,True,False,0.355,9.7,0.0174
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.1,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.2,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.35,0.0,0.0009900303256609178,-0.0009900303256609178,-0.002828658073316908,0.003,True,True,0.4,25.8,0.0081
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.1,0.0,0.005867514708225441,-0.005867514708225441,-0.05867514708225441,0.059,True,True,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.2,0.013047823920389057,0.019780215057853212,-0.006732391137464155,-0.03366195568732078,0.099,True,True,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.35,0.035518052734290984,0.05574889375538028,-0.020230841021089296,-0.057802402917397994,0.159,True,True,0.41,13.5,0.0146
