order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,mono_violation
2,0,"(np.int64(11), np.int64(20))",0,0.05,0.042101512493123217,0.024775176450545167,0.01732633604257805,0.346526720851561,False
2,0,"(np.int64(11), np.int64(20))",0,0.1,0.10882589568554013,0.017599339375357292,0.09122655631018284,0.9122655631018284,False
2,0,"(np.int64(11), np.int64(20))",0,0.2,0.23475192791303845,0.07959714832919684,0.1551547795838416,0.775773897919208,False
2,0,"(np.int64(11), np.int64(20))",0,0.35,0.37489196896514787,0.11342526372135475,0.2614667052437931,0.7470477292679804,False
2,1,"(np.int64(14), np.int64(30))",0,0.05,0.06736870267820727,0.062149917910004904,0.005218784768202367,0.10437569536404734,False
2,1,"(np.int64(14), np.int64(30))",0,0.1,0.11946944575059748,0.10436397141581233,0.015105474334785152,0.15105474334785152,False
2,1,"(np.int64(14), np.int64(30))",0,0.2,0.2112621777037509,0.20079913051321108,0.01046304719053981,0.052315235952699046,False
2,1,"(np.int64(14), np.int64(30))",0,0.35,0.38599021679993617,0.3578324491695034,0.028157767630432762,0.08045076465837933,False
