order,trial,S,r2_inject,syn_inject,rand_median,rand_p99,percentile,rank,n_rand
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.2,-0.009068866211742077,0.0,0.0,0.0,401,400
5,0,"(np.int64(16), np.int64(24), np.int64(25), np.int64(30), np.int64(41))",0.35,0.03138325813517906,0.0,1.6321180765140475e-06,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.2,0.04526390272434444,-0.0021098800813948992,0.007225844512046264,100.0,1,400
5,1,"(np.int64(3), np.int64(11), np.int64(17), np.int64(25), np.int64(36))",0.35,0.03535456608503984,-0.002960805772896702,0.006705491392583319,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.2,0.016158002532919435,-0.0016544644941990927,0.0069563216680607574,100.0,1,400
5,2,"(np.int64(12), np.int64(17), np.int64(20), np.int64(25), np.int64(32))",0.35,0.07116917082305596,-0.005530616982211356,0.011527409752561113,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.2,0.03184960986074192,0.0,0.005716004147574529,100.0,1,400
5,3,"(np.int64(11), np.int64(17), np.int64(27), np.int64(35), np.int64(42))",0.35,0.026652104418958045,-0.0021623541181595707,0.005262047570994876,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.2,0.023844690979734073,-0.0002634215325146849,0.0026777583690523483,100.0,1,400
5,4,"(np.int64(12), np.int64(21), np.int64(28), np.int64(34), np.int64(43))",0.35,0.059857436150201004,-0.0005706870737754999,0.0017819196712730667,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.2,0.06240674205103314,0.0,1.221356070789658e-06,100.0,1,400
5,5,"(np.int64(12), np.int64(15), np.int64(22), np.int64(32), np.int64(41))",0.35,0.10880077346085659,0.0,5.888059453992485e-06,100.0,1,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.2,-0.005526970493998751,-0.00023184414347621196,0.0026307537923565996,7.5,371,400
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0.35,-0.016629485272576128,-0.0037725308360106458,0.0037453779259514143,7.000000000000001,373,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.2,-0.01872010406429392,-0.0018321778051521576,0.002673570497641059,0.0,401,400
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0.35,-0.014601884977668012,-0.0031948627856928646,0.0014303057939251908,5.5,379,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.2,-0.018823483245280825,-0.0018684158548981644,0.0036274147604352315,1.25,396,400
6,2,"(np.int64(2), np.int64(6), np.int64(13), np.int64(26), np.int64(33), np.int64(35))",0.35,-0.006421709565191613,-0.005698334290075158,0.007200343315480968,47.0,213,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.2,-0.005474605518171138,-0.0014972278553473939,0.0032902567130049156,17.0,333,400
6,3,"(np.int64(0), np.int64(11), np.int64(22), np.int64(32), np.int64(36), np.int64(40))",0.35,-0.033264001576595925,-0.002035320221403847,0.0055569010030702744,0.75,398,400
6,4,"(np.int64(4), np.int64(6), np.int64(16), np.int64(33), np.int64(35), np.int64(39))",0.2,-0.014114339416630761,-0.00362557637690869,0.007683352097703514,11.5,355,400
6,4,"(np.int64(4), np.int64(6), np.int64(16), np.int64(33), np.int64(35), np.int64(39))",0.35,0.016026348749359265,-0.0070855465930519945,0.006599683533387547,99.75,2,400
