order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0,0.05,0.008018511061205658,0.01105118990461329,-0.0030326788434076324,-0.06065357686815265,0.221,True,True,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0,0.1,0.08221373093081252,0.07137217701612752,0.010841553914684998,0.10841553914684998,0.714,False,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0,0.2,0.12071549043060814,0.0963483772163799,0.024367113214228242,0.12183556607114121,0.482,False,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",0,0.35,0.19888326887654773,0.15241813496833467,0.04646513390821305,0.1327575254520373,0.435,False,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",1,0.05,0.01040877358320591,0.004950790725556153,0.005457982857649757,0.10915965715299514,0.099,True,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",1,0.1,0.08840339918339546,0.06940011183182415,0.019003287351571307,0.19003287351571307,0.694,False,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",1,0.2,0.12547384178686094,0.08040682925373444,0.045067012533126505,0.22533506266563252,0.402,False,False,0.411,10.1,0.0168
6,0,"(np.int64(6), np.int64(11), np.int64(20), np.int64(30), np.int64(34), np.int64(37))",1,0.35,0.21836062199576511,0.13994078632935536,0.07841983566640975,0.22405667333259932,0.4,False,False,0.411,10.1,0.0168
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0,0.05,0.017181942656978144,0.015134088504921817,0.0020478541520563276,0.04095708304112655,0.303,False,False,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0,0.1,0.034203782142971595,0.035308811589395694,-0.0011050294464240995,-0.011050294464240995,0.353,False,True,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0,0.2,0.14450677057958272,0.12290167105426786,0.021605099525314864,0.10802549762657432,0.615,False,False,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",0,0.35,0.22240434339149473,0.2180756282271431,0.004328715164351626,0.012367757612433219,0.623,False,False,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",1,0.05,0.013909026855051798,0.014559288620144217,-0.0006502617650924192,-0.013005235301848384,0.291,True,True,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",1,0.1,0.015453360960144047,0.03319287928382897,-0.017739518323684922,-0.17739518323684922,0.332,False,True,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",1,0.2,0.14619273356195217,0.12151999320235862,0.024672740359593548,0.12336370179796774,0.608,False,False,0.45,17.1,0.0151
7,1,"(np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(24), np.int64(34), np.int64(43))",1,0.35,0.2314342103710243,0.21831128470012862,0.01312292567089568,0.03749407334541623,0.624,False,False,0.45,17.1,0.0151
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0,0.1,0.0,0.005082759833785477,-0.005082759833785477,-0.050827598337854774,0.051,True,True,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0,0.2,0.043658927276540194,0.036214492031851675,0.007444435244688519,0.03722217622344259,0.181,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",0,0.35,0.11017685437357883,0.09777733506188602,0.012399519311692808,0.035427198033408026,0.279,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",1,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",1,0.1,0.0,0.0,0.0,0.0,0.0,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",1,0.2,0.04164258935543064,0.0356779184605962,0.005964670894834434,0.02982335447417217,0.178,True,False,0.46,19.3,0.011
8,2,"(np.int64(6), np.int64(13), np.int64(18), np.int64(20), np.int64(25), np.int64(30), np.int64(32), np.int64(43))",1,0.35,0.12398310235388454,0.1252249028134258,-0.0012418004595412535,-0.0035480013129750103,0.358,False,True,0.46,19.3,0.011
