order,trial,S,seed,r2_inject,v_set,v_maxsub,syn_true,recovered,impurity,pure,mono_violation,corr_max,kurtosis,single_field_r2
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.05,0.00859742772270744,0.025492338475903598,-0.016894910753196157,-0.33789821506392315,0.51,False,True,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.1,0.03185644220852368,0.029888012731793645,0.001968429476730038,0.01968429476730038,0.299,True,False,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.2,0.13136933493121727,0.07482019697411879,0.05654913795709848,0.2827456897854924,0.374,False,False,0.355,9.7,0.0174
6,1,"(np.int64(11), np.int64(16), np.int64(30), np.int64(33), np.int64(37), np.int64(42))",0,0.35,0.21930992084203926,0.1275449512464385,0.09176496959560076,0.2621856274160022,0.364,False,False,0.355,9.7,0.0174
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.05,0.0,0.0,0.0,0.0,0.0,True,False,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.1,0.01263544678377404,0.016398372153475615,-0.003762925369701575,-0.03762925369701575,0.164,True,True,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.2,0.06901955708628982,0.06990086467182643,-0.000881307585536617,-0.004406537927683085,0.35,False,True,0.4,25.8,0.0081
7,0,"(np.int64(6), np.int64(8), np.int64(16), np.int64(30), np.int64(34), np.int64(37), np.int64(41))",0,0.35,0.15988469572759667,0.08978975388033672,0.07009494184725995,0.20027126242074272,0.257,True,False,0.4,25.8,0.0081
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.05,0.0,0.011135468172723373,-0.011135468172723373,-0.22270936345446746,0.223,True,True,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.1,0.045038150145651934,0.05182506108725404,-0.006786910941602109,-0.06786910941602109,0.518,False,True,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.2,0.04274727906590303,0.05411315348034407,-0.011365874414441035,-0.056829372072205175,0.271,True,True,0.41,13.5,0.0146
7,2,"(np.int64(3), np.int64(11), np.int64(16), np.int64(22), np.int64(33), np.int64(37), np.int64(42))",0,0.35,0.14046363425228325,0.13700374139617488,0.003459892856108371,0.009885408160309632,0.391,False,False,0.41,13.5,0.0146
