target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1650757789611816,0.9853684513150617
gross_actual_interchange_mw,11,2.2708728313446045,0.9470275274759896
total_gen,28,3.2275912761688232,0.9686053981119904
metered_load_mw,27,3.196310520172119,0.9698024053135647
total_losses,19,2.8744654655456543,0.9762353663581117
congestion_price_da,8,2.0702877044677734,0.995597934816351
congestion_price_rt,11,2.301664113998413,0.9598684897161273
marginal_loss_price_da,21,2.9949474334716797,0.9837166566297952
total_lmp_da,32,3.4093289375305176,0.9837243901869033
da_as_total_mw_primary_reserve,11,2.2607035636901855,0.942786613467034
da_as_total_mw_synchronized_reserve,8,1.9653172492980957,0.9451178164453005
da_as_total_mw_thirty_minutes_reserve,18,2.860729455947876,0.9897444673449672
