K,estimated_k0_missed_count,rescued_fraction_of_k0_misses
1,179.60722222222222,0.15262006910140338
5,179.60722222222222,0.2313319496555756
10,179.60722222222222,0.2989084205349327
25,179.60722222222222,0.39989112043873515
50,179.60722222222222,0.49530611550513
