unit,K,weighted_spearman,mae,bias,n_strong_sample,strong_est_mean,strong_true_mean,strong_threshold_detection
entry,0,0.450830945755706,0.01957732262976069,-0.01774927950287614,483,0.0605500479775158,0.12327729125410647,0.15574937164796457
entry,1,0.46084932155688785,0.01846264324113837,-0.016118279153073064,483,0.05915872108030604,0.12327729125410647,0.16358645530289537
entry,5,0.6186988714278522,0.01512091145384111,-0.013273134605477778,483,0.06890852513624524,0.12327729125410647,0.21119555106968277
entry,10,0.6585400074462555,0.014008273437836663,-0.011768753794493535,483,0.07396225034918093,0.12327729125410647,0.2216869520473392
entry,25,0.7537310789212364,0.012160121157429236,-0.010213323784935491,483,0.08104317058439496,0.12327729125410647,0.26848582002414456
entry,50,0.8124656379266662,0.010174955638826606,-0.007887958134207836,483,0.09012804807420324,0.12327729125410647,0.36451423934770133
