schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K0@30% -> K5@20%,"[[0, 0.3], [5, 0.2]]",2,0.2,5,1.5,1.5,0.7878711576483522,0.7880920877113085,0.7879588375082618
K0@30% -> K50@20%,"[[0, 0.3], [50, 0.2]]",2,0.2,50,15.0,15.0,0.8056450540389578,0.8251379078961197,0.8133811252307422
K0@40% -> K1@20%,"[[0, 0.4], [1, 0.2]]",2,0.2,1,0.4,0.4,0.7634946670331327,0.7167586052640798,0.744946664584728
K0@40% -> K1@30% -> K10@20%,"[[0, 0.4], [1, 0.3], [10, 0.2]]",3,0.2,10,3.4,3.0999999999999996,0.7942547588860617,0.7486209210388028,0.776144192781805
K0@40% -> K1@30% -> K25@20%,"[[0, 0.4], [1, 0.3], [25, 0.2]]",3,0.2,25,7.9,7.6,0.7828644637331654,0.7486209210388028,0.7692743303394771
K0@40% -> K1@30% -> K5@20%,"[[0, 0.4], [1, 0.3], [5, 0.2]]",3,0.2,5,1.9,1.6,0.7780767628048835,0.7288853377025503,0.7585543075807517
K0@40% -> K1@30% -> K50@20%,"[[0, 0.4], [1, 0.3], [50, 0.2]]",3,0.2,50,15.4,15.1,0.795850659195489,0.7659311578873617,0.7839765953032322
K0@40% -> K10@20%,"[[0, 0.4], [10, 0.2]]",2,0.2,10,4.0,4.0,0.800638360123771,0.807827671047561,0.8034915606624843
K0@40% -> K10@30% -> K25@20%,"[[0, 0.4], [10, 0.3], [25, 0.2]]",3,0.2,25,11.5,8.5,0.8136245555860945,0.7953681271743906,0.8063791808997824
K0@40% -> K10@30% -> K50@20%,"[[0, 0.4], [10, 0.3], [50, 0.2]]",3,0.2,50,19.0,16.0,0.8266107510484179,0.8126783640229491,0.8210814458635375
K0@40% -> K25@20%,"[[0, 0.4], [25, 0.2]]",2,0.2,25,10.0,10.0,0.8152204558955218,0.8126783640229491,0.8142115834212096
K0@40% -> K25@30% -> K50@20%,"[[0, 0.4], [25, 0.3], [50, 0.2]]",3,0.2,50,25.0,17.5,0.8168163562049492,0.8299886008715078,0.822043985942637
K0@40% -> K5@20%,"[[0, 0.4], [5, 0.2]]",2,0.2,5,2.0,2.0,0.7812685634237382,0.7880920877113085,0.7839765953032322
K0@40% -> K5@30% -> K10@20%,"[[0, 0.4], [5, 0.3], [10, 0.2]]",3,0.2,10,5.0,3.5,0.8120286552766671,0.807827671047561,0.810361423104812
K0@40% -> K5@30% -> K25@20%,"[[0, 0.4], [5, 0.3], [25, 0.2]]",3,0.2,25,9.5,8.0,0.8136245555860945,0.807827671047561,0.8113239631839113
K0@40% -> K5@30% -> K50@20%,"[[0, 0.4], [5, 0.3], [50, 0.2]]",3,0.2,50,17.0,15.5,0.8266107510484179,0.8251379078961197,0.8260262281476665
K0@40% -> K50@20%,"[[0, 0.4], [50, 0.2]]",2,0.2,50,20.0,20.0,0.8282066513578452,0.8299886008715078,0.8289138483849646
K0@50% -> K1@20%,"[[0, 0.5], [1, 0.2]]",2,0.2,1,0.5,0.5,0.7634946670331327,0.7167586052640798,0.744946664584728
K0@50% -> K1@30% -> K10@20%,"[[0, 0.5], [1, 0.3], [10, 0.2]]",3,0.2,10,3.5,3.1999999999999997,0.7942547588860617,0.7337360306779384,0.7702368704185766
K0@50% -> K1@30% -> K25@20%,"[[0, 0.5], [1, 0.3], [25, 0.2]]",3,0.2,25,8.0,7.699999999999999,0.7844603640425928,0.7337360306779384,0.7643295480553481
K0@50% -> K1@30% -> K5@20%,"[[0, 0.5], [1, 0.3], [5, 0.2]]",3,0.2,5,2.0,1.7,0.7780767628048835,0.7140004473416857,0.7526469852175233
K0@50% -> K1@30% -> K50@20%,"[[0, 0.5], [1, 0.3], [50, 0.2]]",3,0.2,50,15.5,15.2,0.807240954348385,0.751046267526497,0.7849391353823315
K0@50% -> K1@40% -> K10@20%,"[[0, 0.5], [1, 0.4], [10, 0.2]]",3,0.2,10,4.5,4.1,0.8072409543483852,0.7486209210388028,0.7839765953032322
K0@50% -> K1@40% -> K25@20%,"[[0, 0.5], [1, 0.4], [25, 0.2]]",3,0.2,25,10.5,10.100000000000001,0.807240954348385,0.751046267526497,0.7849391353823315
K0@50% -> K1@40% -> K5@20%,"[[0, 0.5], [1, 0.4], [5, 0.2]]",3,0.2,5,2.5,2.1,0.7780767628048835,0.7313106841902443,0.7595168476598512
K0@50% -> K1@40% -> K50@20%,"[[0, 0.5], [1, 0.4], [50, 0.2]]",3,0.2,50,20.5,20.1,0.8202271498107085,0.7683565043750556,0.7996414003460867
K0@50% -> K10@20%,"[[0, 0.5], [10, 0.2]]",2,0.2,10,5.0,5.0,0.8022342604331983,0.8299886008715078,0.8132490433421101
K0@50% -> K10@30% -> K25@20%,"[[0, 0.5], [10, 0.3], [25, 0.2]]",3,0.2,25,12.5,9.5,0.8152204558955218,0.8175290569983376,0.8161366635794084
K0@50% -> K10@30% -> K50@20%,"[[0, 0.5], [10, 0.3], [50, 0.2]]",3,0.2,50,20.0,17.0,0.8395969465107413,0.834839293846896,0.8377087909854912
K0@50% -> K10@40% -> K25@20%,"[[0, 0.5], [10, 0.4], [25, 0.2]]",3,0.2,25,15.0,11.0,0.8282066513578452,0.834839293846896,0.8308389285431634
K0@50% -> K10@40% -> K50@20%,"[[0, 0.5], [10, 0.4], [50, 0.2]]",3,0.2,50,25.0,21.0,0.8411928468201687,0.8521495306954547,0.8455411935069185
K0@50% -> K25@20%,"[[0, 0.5], [25, 0.2]]",2,0.2,25,12.5,12.5,0.8282066513578452,0.834839293846896,0.8308389285431634
K0@50% -> K25@30% -> K50@20%,"[[0, 0.5], [25, 0.3], [50, 0.2]]",3,0.2,50,27.5,20.0,0.8184122565143764,0.8521495306954547,0.8318014686222629
K0@50% -> K25@40% -> K50@20%,"[[0, 0.5], [25, 0.4], [50, 0.2]]",3,0.2,50,32.5,22.5,0.8411928468201687,0.8521495306954547,0.8455411935069185
K0@50% -> K5@20%,"[[0, 0.5], [5, 0.2]]",2,0.2,5,2.5,2.5,0.7698782682708419,0.7905174341990026,0.7780692729400037
K0@50% -> K5@30% -> K10@20%,"[[0, 0.5], [5, 0.3], [10, 0.2]]",3,0.2,10,5.5,4.0,0.8022342604331983,0.8275632543838138,0.8122865032630108
K0@50% -> K5@30% -> K25@20%,"[[0, 0.5], [5, 0.3], [25, 0.2]]",3,0.2,25,10.0,8.5,0.8152204558955218,0.8275632543838138,0.820118905784438
K0@50% -> K5@30% -> K50@20%,"[[0, 0.5], [5, 0.3], [50, 0.2]]",3,0.2,50,17.5,16.0,0.8282066513578452,0.8448734912323725,0.8348211707481931
K0@50% -> K5@40% -> K10@20%,"[[0, 0.5], [5, 0.4], [10, 0.2]]",3,0.2,10,6.5,4.5,0.8022342604331983,0.8299886008715078,0.8132490433421101
K0@50% -> K5@40% -> K25@20%,"[[0, 0.5], [5, 0.4], [25, 0.2]]",3,0.2,25,12.5,10.5,0.8168163562049492,0.834839293846896,0.8239690661008356
K0@50% -> K5@40% -> K50@20%,"[[0, 0.5], [5, 0.4], [50, 0.2]]",3,0.2,50,22.5,20.5,0.8411928468201687,0.8521495306954547,0.8455411935069185
K0@50% -> K50@20%,"[[0, 0.5], [50, 0.2]]",2,0.2,50,25.0,25.0,0.8411928468201687,0.8521495306954547,0.8455411935069185
K0@60% -> K1@20%,"[[0, 0.6], [1, 0.2]]",2,0.2,1,0.6,0.6,0.7521043718802366,0.7340688421126386,0.744946664584728
K0@60% -> K1@30% -> K10@20%,"[[0, 0.6], [1, 0.3], [10, 0.2]]",3,0.2,10,3.6,3.3,0.7942547588860617,0.751046267526497,0.7771067328609044
K0@60% -> K1@30% -> K25@20%,"[[0, 0.6], [1, 0.3], [25, 0.2]]",3,0.2,25,8.1,7.799999999999999,0.7844603640425928,0.7337360306779384,0.7643295480553481
K0@60% -> K1@30% -> K5@20%,"[[0, 0.6], [1, 0.3], [5, 0.2]]",3,0.2,5,2.1,1.7999999999999998,0.7780767628048835,0.7140004473416857,0.7526469852175233
K0@60% -> K1@30% -> K50@20%,"[[0, 0.6], [1, 0.3], [50, 0.2]]",3,0.2,50,15.6,15.299999999999999,0.807240954348385,0.7683565043750556,0.7918089978246595
K0@60% -> K1@40% -> K10@20%,"[[0, 0.6], [1, 0.4], [10, 0.2]]",3,0.2,10,4.6,4.2,0.8072409543483852,0.7683565043750556,0.7918089978246593
K0@60% -> K1@40% -> K25@20%,"[[0, 0.6], [1, 0.4], [25, 0.2]]",3,0.2,25,10.6,10.200000000000001,0.807240954348385,0.751046267526497,0.7849391353823315
K0@60% -> K1@40% -> K5@20%,"[[0, 0.6], [1, 0.4], [5, 0.2]]",3,0.2,5,2.6,2.2,0.7780767628048835,0.7313106841902443,0.7595168476598512
K0@60% -> K1@40% -> K50@20%,"[[0, 0.6], [1, 0.4], [50, 0.2]]",3,0.2,50,20.6,20.200000000000003,0.8202271498107085,0.7856667412236142,0.8065112627884143
K0@60% -> K1@50% -> K10@20%,"[[0, 0.6], [1, 0.5], [10, 0.2]]",3,0.2,10,5.6,5.1,0.795850659195489,0.805402324559867,0.7996414003460867
K0@60% -> K1@50% -> K25@20%,"[[0, 0.6], [1, 0.5], [25, 0.2]]",3,0.2,25,13.1,12.6,0.8202271498107085,0.7905174341990024,0.8084363429466132
K0@60% -> K1@50% -> K5@20%,"[[0, 0.6], [1, 0.5], [5, 0.2]]",3,0.2,5,3.1,2.6,0.7666864676519873,0.753471614014191,0.7614419278180499
K0@60% -> K1@50% -> K50@20%,"[[0, 0.6], [1, 0.5], [50, 0.2]]",3,0.2,50,25.6,25.1,0.833213345273032,0.8251379078961197,0.8300084703526962
K0@60% -> K10@20%,"[[0, 0.6], [10, 0.2]]",2,0.2,10,6.0,6.0,0.8038301607426257,0.8299886008715078,0.8142115834212096
K0@60% -> K10@30% -> K25@20%,"[[0, 0.6], [10, 0.3], [25, 0.2]]",3,0.2,25,13.5,10.5,0.8168163562049492,0.8175290569983376,0.8170992036585077
K0@60% -> K10@30% -> K50@20%,"[[0, 0.6], [10, 0.3], [50, 0.2]]",3,0.2,50,21.0,18.0,0.8411928468201687,0.8521495306954547,0.8455411935069185
K0@60% -> K10@40% -> K25@20%,"[[0, 0.6], [10, 0.4], [25, 0.2]]",3,0.2,25,16.0,12.0,0.8329943522861273,0.8199544034860315,0.8278192264172333
K0@60% -> K10@40% -> K50@20%,"[[0, 0.6], [10, 0.4], [50, 0.2]]",3,0.2,50,26.0,22.0,0.847576448057878,0.8718851140317075,0.8572237563447432
K0@60% -> K10@50% -> K25@20%,"[[0, 0.6], [10, 0.5], [25, 0.2]]",3,0.2,25,18.5,13.5,0.8329943522861273,0.8199544034860315,0.8278192264172333
K0@60% -> K10@50% -> K50@20%,"[[0, 0.6], [10, 0.5], [50, 0.2]]",3,0.2,50,31.0,26.0,0.847576448057878,0.8718851140317075,0.8572237563447432
K0@60% -> K25@20%,"[[0, 0.6], [25, 0.2]]",2,0.2,25,15.0,15.0,0.8329943522861273,0.8223797499737256,0.8287817664963326
K0@60% -> K25@30% -> K50@20%,"[[0, 0.6], [25, 0.3], [50, 0.2]]",3,0.2,50,30.0,22.5,0.8231999574426584,0.8743104605194015,0.8434840314600877
K0@60% -> K25@40% -> K50@20%,"[[0, 0.6], [25, 0.4], [50, 0.2]]",3,0.2,50,35.0,25.0,0.847576448057878,0.8743104605194015,0.8581862964238427
K0@60% -> K25@50% -> K50@20%,"[[0, 0.6], [25, 0.5], [50, 0.2]]",3,0.2,50,40.0,27.5,0.847576448057878,0.8916206973679603,0.8650561588661706
K0@60% -> K5@20%,"[[0, 0.6], [5, 0.2]]",2,0.2,5,3.0,3.0,0.7698782682708419,0.7905174341990026,0.7780692729400037
K0@60% -> K5@30% -> K10@20%,"[[0, 0.6], [5, 0.3], [10, 0.2]]",3,0.2,10,6.0,4.5,0.8022342604331983,0.8275632543838138,0.8122865032630108
K0@60% -> K5@30% -> K25@20%,"[[0, 0.6], [5, 0.3], [25, 0.2]]",3,0.2,25,10.5,9.0,0.8152204558955218,0.8275632543838138,0.820118905784438
K0@60% -> K5@30% -> K50@20%,"[[0, 0.6], [5, 0.3], [50, 0.2]]",3,0.2,50,18.0,16.5,0.8282066513578452,0.8448734912323725,0.8348211707481931
K0@60% -> K5@40% -> K10@20%,"[[0, 0.6], [5, 0.4], [10, 0.2]]",3,0.2,10,7.0,5.0,0.8022342604331983,0.8472988377200666,0.820118905784438
K0@60% -> K5@40% -> K25@20%,"[[0, 0.6], [5, 0.4], [25, 0.2]]",3,0.2,25,13.0,11.0,0.8168163562049492,0.834839293846896,0.8239690661008356
K0@60% -> K5@40% -> K50@20%,"[[0, 0.6], [5, 0.4], [50, 0.2]]",3,0.2,50,23.0,21.0,0.8411928468201687,0.8694597675440134,0.8524110559492463
K0@60% -> K5@50% -> K10@20%,"[[0, 0.6], [5, 0.5], [10, 0.2]]",3,0.2,10,8.0,5.5,0.8038301607426257,0.8299886008715078,0.8142115834212096
K0@60% -> K5@50% -> K25@20%,"[[0, 0.6], [5, 0.5], [25, 0.2]]",3,0.2,25,15.5,13.0,0.8313984519766999,0.8199544034860315,0.8268566863381338
K0@60% -> K5@50% -> K50@20%,"[[0, 0.6], [5, 0.5], [50, 0.2]]",3,0.2,50,28.0,25.5,0.8443846474390234,0.8718851140317075,0.8552986761865444
K0@60% -> K50@20%,"[[0, 0.6], [50, 0.2]]",2,0.2,50,30.0,30.0,0.847576448057878,0.8916206973679603,0.8650561588661706
K0@80% -> K1@20%,"[[0, 0.8], [1, 0.2]]",2,0.2,1,0.8,0.8,0.7407140767273405,0.7143332587763858,0.730244399620973
K0@80% -> K1@30% -> K10@20%,"[[0, 0.8], [1, 0.3], [10, 0.2]]",3,0.2,10,3.8,3.5,0.7926588585766343,0.7486209210388028,0.7751816527027056
K0@80% -> K1@30% -> K25@20%,"[[0, 0.8], [1, 0.3], [25, 0.2]]",3,0.2,25,8.3,7.999999999999999,0.7828644637331654,0.7313106841902443,0.7624044678971493
K0@80% -> K1@30% -> K5@20%,"[[0, 0.8], [1, 0.3], [5, 0.2]]",3,0.2,5,2.3,2.0,0.7780767628048835,0.7115751008539917,0.7516844451384239
K0@80% -> K1@30% -> K50@20%,"[[0, 0.8], [1, 0.3], [50, 0.2]]",3,0.2,50,15.8,15.5,0.8056450540389577,0.7659311578873617,0.7898839176664607
K0@80% -> K1@40% -> K10@20%,"[[0, 0.8], [1, 0.4], [10, 0.2]]",3,0.2,10,4.8,4.4,0.8072409543483852,0.7683565043750556,0.7918089978246593
K0@80% -> K1@40% -> K25@20%,"[[0, 0.8], [1, 0.4], [25, 0.2]]",3,0.2,25,10.8,10.400000000000002,0.807240954348385,0.751046267526497,0.7849391353823315
K0@80% -> K1@40% -> K5@20%,"[[0, 0.8], [1, 0.4], [5, 0.2]]",3,0.2,5,2.8,2.4000000000000004,0.7780767628048835,0.7313106841902443,0.7595168476598512
K0@80% -> K1@40% -> K50@20%,"[[0, 0.8], [1, 0.4], [50, 0.2]]",3,0.2,50,20.8,20.400000000000002,0.8202271498107085,0.7856667412236142,0.8065112627884143
K0@80% -> K1@50% -> K10@20%,"[[0, 0.8], [1, 0.5], [10, 0.2]]",3,0.2,10,5.8,5.3,0.795850659195489,0.7856667412236145,0.7918089978246593
K0@80% -> K1@50% -> K25@20%,"[[0, 0.8], [1, 0.5], [25, 0.2]]",3,0.2,25,13.3,12.8,0.8186312495012812,0.7707818508627498,0.7996414003460867
K0@80% -> K1@50% -> K5@20%,"[[0, 0.8], [1, 0.5], [5, 0.2]]",3,0.2,5,3.3,2.8,0.7780767628048835,0.751046267526497,0.7673492501812783
K0@80% -> K1@50% -> K50@20%,"[[0, 0.8], [1, 0.5], [50, 0.2]]",3,0.2,50,25.8,25.3,0.8316174449636047,0.8054023245598669,0.8212135277521694
K0@80% -> K1@60% -> K10@20%,"[[0, 0.8], [1, 0.6], [10, 0.2]]",3,0.2,10,6.8,6.199999999999999,0.7974465595049163,0.8299886008715078,0.810361423104812
K0@80% -> K1@60% -> K25@20%,"[[0, 0.8], [1, 0.6], [25, 0.2]]",3,0.2,25,15.8,15.2,0.8218230501201359,0.8126783640229491,0.8181938256262392
K0@80% -> K1@60% -> K5@20%,"[[0, 0.8], [1, 0.6], [5, 0.2]]",3,0.2,5,3.8,3.2,0.7666864676519873,0.7732071973504439,0.7692743303394771
K0@80% -> K1@60% -> K50@20%,"[[0, 0.8], [1, 0.6], [50, 0.2]]",3,0.2,50,30.8,30.2,0.8348092455824594,0.8472988377200666,0.839765953032322
K0@80% -> K10@20%,"[[0, 0.8], [10, 0.2]]",2,0.2,10,8.0,8.0,0.8070219613614803,0.8151037105106435,0.8102293412161801
K0@80% -> K10@30% -> K25@20%,"[[0, 0.8], [10, 0.3], [25, 0.2]]",3,0.2,25,15.5,12.5,0.8200081568238038,0.8175290569983376,0.8190242838167066
K0@80% -> K10@30% -> K50@20%,"[[0, 0.8], [10, 0.3], [50, 0.2]]",3,0.2,50,23.0,20.0,0.8443846474390234,0.8521495306954547,0.8474662736651173
K0@80% -> K10@40% -> K25@20%,"[[0, 0.8], [10, 0.4], [25, 0.2]]",3,0.2,25,18.0,14.0,0.8345902525955545,0.8199544034860315,0.8287817664963326
K0@80% -> K10@40% -> K50@20%,"[[0, 0.8], [10, 0.4], [50, 0.2]]",3,0.2,50,28.0,24.0,0.8605626435202016,0.8743104605194015,0.8660186989452701
K0@80% -> K10@50% -> K25@20%,"[[0, 0.8], [10, 0.5], [25, 0.2]]",3,0.2,25,20.5,15.5,0.8377820532144092,0.8223797499737256,0.8316693867336309
K0@80% -> K10@50% -> K50@20%,"[[0, 0.8], [10, 0.5], [50, 0.2]]",3,0.2,50,33.0,28.0,0.8523641489861601,0.8767358070070956,0.8620364567402403
K0@80% -> K10@60% -> K25@20%,"[[0, 0.8], [10, 0.6], [25, 0.2]]",3,0.2,25,23.0,17.0,0.8377820532144092,0.8223797499737256,0.8316693867336309
K0@80% -> K10@60% -> K50@20%,"[[0, 0.8], [10, 0.6], [50, 0.2]]",3,0.2,50,38.0,32.0,0.8523641489861601,0.8767358070070956,0.8620364567402403
K0@80% -> K25@20%,"[[0, 0.8], [25, 0.2]]",2,0.2,25,20.0,20.0,0.8393779535238366,0.8248050964614198,0.8335944668918297
K0@80% -> K25@30% -> K50@20%,"[[0, 0.8], [25, 0.3], [50, 0.2]]",3,0.2,50,35.0,27.5,0.8295835586803678,0.8791611534947897,0.8492592719346841
K0@80% -> K25@40% -> K50@20%,"[[0, 0.8], [25, 0.4], [50, 0.2]]",3,0.2,50,40.0,30.0,0.8555559496050148,0.8791611534947897,0.8649240769775385
K0@80% -> K25@50% -> K50@20%,"[[0, 0.8], [25, 0.5], [50, 0.2]]",3,0.2,50,45.0,32.5,0.8555559496050148,0.8791611534947897,0.8649240769775385
K0@80% -> K25@60% -> K50@20%,"[[0, 0.8], [25, 0.6], [50, 0.2]]",3,0.2,50,50.0,35.0,0.8555559496050148,0.8964713903433484,0.8717939394198665
K0@80% -> K5@20%,"[[0, 0.8], [5, 0.2]]",2,0.2,5,4.0,4.0,0.7698782682708419,0.7929427806866967,0.7790318130191031
K0@80% -> K5@30% -> K10@20%,"[[0, 0.8], [5, 0.3], [10, 0.2]]",3,0.2,10,7.0,5.5,0.7940357658991568,0.8299886008715078,0.8083042610579813
K0@80% -> K5@30% -> K25@20%,"[[0, 0.8], [5, 0.3], [25, 0.2]]",3,0.2,25,11.5,10.0,0.8070219613614803,0.8275632543838138,0.8151741235003089
K0@80% -> K5@30% -> K50@20%,"[[0, 0.8], [5, 0.3], [50, 0.2]]",3,0.2,50,19.0,17.5,0.8200081568238038,0.8448734912323725,0.8298763884640641
K0@80% -> K5@40% -> K10@20%,"[[0, 0.8], [5, 0.4], [10, 0.2]]",3,0.2,10,8.0,6.0,0.805426061052053,0.8324139473592019,0.8161366635794084
K0@80% -> K5@40% -> K25@20%,"[[0, 0.8], [5, 0.4], [25, 0.2]]",3,0.2,25,14.0,12.0,0.8200081568238038,0.8175290569983376,0.8190242838167066
K0@80% -> K5@40% -> K50@20%,"[[0, 0.8], [5, 0.4], [50, 0.2]]",3,0.2,50,24.0,22.0,0.8443846474390234,0.8694597675440134,0.8543361361074451
K0@80% -> K5@50% -> K10@20%,"[[0, 0.8], [5, 0.5], [10, 0.2]]",3,0.2,10,9.0,6.5,0.8070219613614803,0.8324139473592019,0.8170992036585077
K0@80% -> K5@50% -> K25@20%,"[[0, 0.8], [5, 0.5], [25, 0.2]]",3,0.2,25,16.5,14.0,0.8345902525955545,0.8223797499737256,0.8297443065754321
K0@80% -> K5@50% -> K50@20%,"[[0, 0.8], [5, 0.5], [50, 0.2]]",3,0.2,50,29.0,26.5,0.847576448057878,0.8743104605194015,0.8581862964238427
K0@80% -> K5@60% -> K10@20%,"[[0, 0.8], [5, 0.6], [10, 0.2]]",3,0.2,10,10.0,7.0,0.8070219613614803,0.8151037105106435,0.8102293412161801
K0@80% -> K5@60% -> K25@20%,"[[0, 0.8], [5, 0.6], [25, 0.2]]",3,0.2,25,19.0,16.0,0.8345902525955545,0.8223797499737256,0.8297443065754321
K0@80% -> K5@60% -> K50@20%,"[[0, 0.8], [5, 0.6], [50, 0.2]]",3,0.2,50,34.0,31.0,0.8507682486767327,0.8743104605194015,0.8601113765820415
K0@80% -> K50@20%,"[[0, 0.8], [50, 0.2]]",2,0.2,50,40.0,40.0,0.8555559496050148,0.8988967368310425,0.8727564794989658
K1@20%,"[[1, 0.2]]",1,0.2,1,1.0,1.0,0.7407140767273405,0.7143332587763858,0.730244399620973
K1@30% -> K10@20%,"[[1, 0.3], [10, 0.2]]",2,0.2,10,4.0,3.6999999999999997,0.7812685634237382,0.7486209210388028,0.7683117902603777
K1@30% -> K25@20%,"[[1, 0.3], [25, 0.2]]",2,0.2,25,8.5,8.2,0.7714741685802694,0.7313106841902443,0.7555346054548215
K1@30% -> K5@20%,"[[1, 0.3], [5, 0.2]]",2,0.2,5,2.5,2.2,0.7666864676519874,0.7115751008539917,0.744814582696096
K1@30% -> K50@20%,"[[1, 0.3], [50, 0.2]]",2,0.2,50,16.0,15.7,0.7942547588860617,0.7659311578873617,0.7830140552241327
K1@40% -> K10@20%,"[[1, 0.4], [10, 0.2]]",2,0.2,10,5.0,4.6,0.8072409543483852,0.7683565043750556,0.7918089978246593
K1@40% -> K10@30% -> K25@20%,"[[1, 0.4], [10, 0.3], [25, 0.2]]",3,0.2,25,12.5,9.1,0.795850659195489,0.7337360306779384,0.7711994104976759
K1@40% -> K10@30% -> K50@20%,"[[1, 0.4], [10, 0.3], [50, 0.2]]",3,0.2,50,20.0,16.6,0.8202271498107085,0.7683565043750556,0.7996414003460867
K1@40% -> K25@20%,"[[1, 0.4], [25, 0.2]]",2,0.2,25,11.0,10.600000000000001,0.8088368546578124,0.751046267526497,0.785901675461431
K1@40% -> K25@30% -> K50@20%,"[[1, 0.4], [25, 0.3], [50, 0.2]]",3,0.2,50,26.0,18.1,0.8104327549672398,0.7683565043750556,0.7937340779828581
K1@40% -> K5@20%,"[[1, 0.4], [5, 0.2]]",2,0.2,5,3.0,2.6,0.7780767628048835,0.7313106841902443,0.7595168476598512
K1@40% -> K5@30% -> K10@20%,"[[1, 0.4], [5, 0.3], [10, 0.2]]",3,0.2,10,6.0,4.1,0.8072409543483852,0.7486209210388028,0.7839765953032322
K1@40% -> K5@30% -> K25@20%,"[[1, 0.4], [5, 0.3], [25, 0.2]]",3,0.2,25,10.5,8.6,0.795850659195489,0.7486209210388028,0.7771067328609043
K1@40% -> K5@30% -> K50@20%,"[[1, 0.4], [5, 0.3], [50, 0.2]]",3,0.2,50,18.0,16.1,0.8202271498107085,0.7659311578873617,0.7986788602669872
K1@40% -> K50@20%,"[[1, 0.4], [50, 0.2]]",2,0.2,50,21.0,20.6,0.8218230501201359,0.7856667412236142,0.8074738028675137
K1@50% -> K10@20%,"[[1, 0.5], [10, 0.2]]",2,0.2,10,6.0,5.5,0.8072409543483852,0.7683565043750556,0.7918089978246593
K1@50% -> K10@30% -> K25@20%,"[[1, 0.5], [10, 0.3], [25, 0.2]]",3,0.2,25,13.5,10.0,0.8072409543483852,0.7361613771656325,0.7790318130191031
K1@50% -> K10@30% -> K50@20%,"[[1, 0.5], [10, 0.3], [50, 0.2]]",3,0.2,50,21.0,17.5,0.8316174449636047,0.7707818508627498,0.8074738028675137
K1@50% -> K10@40% -> K25@20%,"[[1, 0.5], [10, 0.4], [25, 0.2]]",3,0.2,25,16.0,11.5,0.8186312495012812,0.753471614014191,0.7927715379037588
K1@50% -> K10@40% -> K50@20%,"[[1, 0.5], [10, 0.4], [50, 0.2]]",3,0.2,50,26.0,21.5,0.8316174449636047,0.7880920877113083,0.8143436653098417
K1@50% -> K25@20%,"[[1, 0.5], [25, 0.2]]",2,0.2,25,13.5,13.0,0.8202271498107085,0.753471614014191,0.7937340779828582
K1@50% -> K25@30% -> K50@20%,"[[1, 0.5], [25, 0.3], [50, 0.2]]",3,0.2,50,28.5,20.5,0.8104327549672398,0.7707818508627498,0.7946966180619576
K1@50% -> K25@40% -> K50@20%,"[[1, 0.5], [25, 0.4], [50, 0.2]]",3,0.2,50,33.5,23.0,0.833213345273032,0.7707818508627498,0.8084363429466132
K1@50% -> K5@20%,"[[1, 0.5], [5, 0.2]]",2,0.2,5,3.5,3.0,0.7780767628048835,0.7337360306779384,0.7604793877389505
K1@50% -> K5@30% -> K10@20%,"[[1, 0.5], [5, 0.3], [10, 0.2]]",3,0.2,10,6.5,4.5,0.8072409543483852,0.751046267526497,0.7849391353823315
K1@50% -> K5@30% -> K25@20%,"[[1, 0.5], [5, 0.3], [25, 0.2]]",3,0.2,25,11.0,9.0,0.8072409543483852,0.751046267526497,0.7849391353823315
K1@50% -> K5@30% -> K50@20%,"[[1, 0.5], [5, 0.3], [50, 0.2]]",3,0.2,50,18.5,16.5,0.8202271498107085,0.7683565043750556,0.7996414003460867
K1@50% -> K5@40% -> K10@20%,"[[1, 0.5], [5, 0.4], [10, 0.2]]",3,0.2,10,7.5,5.0,0.8072409543483852,0.7683565043750556,0.7918089978246593
K1@50% -> K5@40% -> K25@20%,"[[1, 0.5], [5, 0.4], [25, 0.2]]",3,0.2,25,13.5,11.0,0.8072409543483852,0.753471614014191,0.785901675461431
K1@50% -> K5@40% -> K50@20%,"[[1, 0.5], [5, 0.4], [50, 0.2]]",3,0.2,50,23.5,21.0,0.8316174449636047,0.7880920877113083,0.8143436653098417
K1@50% -> K50@20%,"[[1, 0.5], [50, 0.2]]",2,0.2,50,26.0,25.5,0.833213345273032,0.7880920877113083,0.815306205388941
K1@60% -> K10@20%,"[[1, 0.6], [10, 0.2]]",2,0.2,10,7.0,6.3999999999999995,0.795850659195489,0.8275632543838138,0.8084363429466132
K1@60% -> K10@30% -> K25@20%,"[[1, 0.6], [10, 0.3], [25, 0.2]]",3,0.2,25,14.5,10.899999999999999,0.8088368546578125,0.7929427806866967,0.8025290205833848
K1@60% -> K10@30% -> K50@20%,"[[1, 0.6], [10, 0.3], [50, 0.2]]",3,0.2,50,22.0,18.4,0.833213345273032,0.8275632543838138,0.8309710104317954
K1@60% -> K10@40% -> K25@20%,"[[1, 0.6], [10, 0.4], [25, 0.2]]",3,0.2,25,17.0,12.399999999999999,0.8202271498107085,0.810253017535255,0.8162687454680404
K1@60% -> K10@40% -> K50@20%,"[[1, 0.6], [10, 0.4], [50, 0.2]]",3,0.2,50,27.0,22.4,0.833213345273032,0.8448734912323725,0.8378408728741232
K1@60% -> K10@50% -> K25@20%,"[[1, 0.6], [10, 0.5], [25, 0.2]]",3,0.2,25,19.5,13.899999999999999,0.8202271498107085,0.810253017535255,0.8162687454680404
