protocol,avg_updates_continuation,tune_recall,test_recall,all_recall,tune_precision,test_precision,all_precision,tune_f1,test_f1,tune_b10_12_recall,test_b10_12_recall,all_b10_12_recall,tune_b12_15_recall,test_b12_15_recall,all_b12_15_recall,tune_b15_20_recall,test_b15_20_recall,all_b15_20_recall,tune_b_gt20_recall,test_b_gt20_recall,all_b_gt20_recall,tune_b_gt20_raw_hit,test_b_gt20_raw_hit,all_b_gt20_raw_hit,first_k,first_retention,first_family,first_s2,first_parameter,final_k,final_retention,protect_fraction,n_rescued_stage1,n_protected
D79_S1_baseline,19.0,0.8783365399108067,0.8988967368310425,0.8864962043836214,0.2428010771148869,0.2694359843829577,0.2318139105629667,0.3804368968110706,0.41459957895391036,0.8882693063107072,0.9274322236626196,0.9015517835932412,0.9545171317505612,0.91096989248057,0.9325093642140804,0.7988284029282021,0.7784715008729861,0.7903386362379486,0.2478741350225496,0.6,0.3311693431808027,4,3,7,10,0.6,s1_only,none,0.0,25,0.3,,,
D81_tune_F1_selected,19.0,0.8831242408390889,0.9037474298064304,0.8913089047791183,0.2540761687482846,0.2710870082729337,0.23307240540313784,0.3946196672977779,0.4170701488476935,0.8882693063107072,0.9274322236626196,0.9015517835932412,0.9545171317505612,0.91096989248057,0.9325093642140804,0.7988284029282021,0.7983623223639137,0.7986340258447472,0.4337797362894619,0.8,0.5204089678555471,7,4,11,10,0.6,force_fill,any,0.2,25,0.3,0.03,950.0,397.0
D81_tune_recall_only,19.0,0.9059048311448812,0.881586499982484,0.8962536870632475,0.2402690608267471,0.2411731184198789,0.23436543893503373,0.3798043289978924,0.3787363953473564,0.906891088592256,0.8911483354939291,0.9015517835932412,0.9545171317505612,0.91096989248057,0.9325093642140804,0.8130583268771642,0.7784715008729861,0.7986340258447472,0.8140943987330879,0.6,0.7634504691565694,7,3,10,10,0.6,rank_fusion,aligned,0.5,25,0.3,0.05,1143.0,662.0
