K,family,s2_variant,target_budget,parameter,n_keep,budget,all_recall,all_precision,all_raw_hit,all_raw_strong,all_raw_recall,all_b10_12_recall,all_b10_12_raw_hit,all_b10_12_raw_n,all_b12_15_recall,all_b12_15_raw_hit,all_b12_15_raw_n,all_b15_20_recall,all_b15_20_raw_hit,all_b15_20_raw_n,all_b_gt20_recall,all_b_gt20_raw_hit,all_b_gt20_raw_n,tune_recall,tune_precision,tune_raw_hit,tune_raw_strong,tune_raw_recall,tune_b10_12_recall,tune_b10_12_raw_hit,tune_b10_12_raw_n,tune_b12_15_recall,tune_b12_15_raw_hit,tune_b12_15_raw_n,tune_b15_20_recall,tune_b15_20_raw_hit,tune_b15_20_raw_n,tune_b_gt20_recall,tune_b_gt20_raw_hit,tune_b_gt20_raw_n,test_recall,test_precision,test_raw_hit,test_raw_strong,test_raw_recall,test_b10_12_recall,test_b10_12_raw_hit,test_b10_12_raw_n,test_b12_15_recall,test_b12_15_raw_hit,test_b12_15_raw_n,test_b15_20_recall,test_b15_20_raw_hit,test_b15_20_raw_n,test_b_gt20_recall,test_b_gt20_raw_hit,test_b_gt20_raw_n
0,force_fill,aligned,0.05,0.05,662,0.049984898822108124,0.06624521671055136,0.11572716928888914,32,327,0.09785932721712538,0.06670274723169471,8,89,0.06347352365875912,14,127,0.06636311685438827,8,96,0.09461981233737221,2,15,0.041712401032015525,0.06667687079168418,20,197,0.10152284263959391,0.026449105728296205,4,58,0.057353659659135164,9,71,0.08537954369377204,6,58,0.06196853375563742,1,10,0.10352860965665178,0.2105824282139617,12,130,0.09230769230769231,0.14513555267476114,4,31,0.06946316515303241,5,56,0.03978164298185515,2,38,0.2,1,5
0,rank_fusion,any,0.05,0.05,662,0.049984898822108124,0.3863170649800112,0.6609942458431272,162,327,0.4954128440366973,0.3531897773861068,33,89,0.3978989838142252,71,127,0.5746585064611868,57,96,0.047309906168686106,1,15,0.39305960687655705,0.6250500516024972,99,197,0.5025380710659898,0.36164118679617496,22,58,0.43046399818734105,43,71,0.57114961974481,34,58,0.0,0,10,0.37607018413769505,0.7274402433271389,63,130,0.4846153846153846,0.3367225032408937,11,31,0.36602690931015003,28,56,0.5795632859637103,23,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.05,662,0.049984898822108124,0.3942815493900704,0.6525381503570553,158,327,0.4831804281345566,0.3549139813785969,34,89,0.42713249290351063,68,127,0.5580677272475897,55,96,0.047309906168686106,1,15,0.3996622011011712,0.6193989243736275,97,197,0.49238578680203043,0.34562851233020864,22,58,0.5023118481331738,42,71,0.556919695795848,33,58,0.0,0,10,0.3861043815231715,0.7125057499844595,61,130,0.46923076923076923,0.37300639140958397,12,31,0.35355285361349137,26,56,0.5596724644727827,22,38,0.2,1,5
0,rank_fusion,any,0.05,0.1,662,0.049984898822108124,0.3863170649800112,0.6699727905540378,162,327,0.4954128440366973,0.3654958044369516,34,89,0.3722500555986531,69,127,0.5829538960679853,58,96,0.047309906168686106,1,15,0.3800734114142336,0.6321106382727735,97,197,0.49238578680203043,0.36164118679617496,22,58,0.3786085010868872,41,71,0.57114961974481,34,58,0.0,0,10,0.39580576747394774,0.7341450735764555,65,130,0.5,0.37300639140958397,12,31,0.36602690931015003,28,56,0.5994541074546379,24,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.1,662,0.049984898822108124,0.39537617135780173,0.6458368091010812,153,327,0.46788990825688076,0.3549139813785969,34,89,0.4433252722582861,67,127,0.5248861688203956,51,96,0.047309906168686106,1,15,0.40466889501635794,0.5926403947282998,94,197,0.47715736040609136,0.34562851233020864,22,58,0.5414220875315975,42,71,0.514229923948962,30,58,0.0,0,10,0.3812536885477834,0.7551810740336445,59,130,0.45384615384615384,0.37300639140958397,12,31,0.34731582576516207,25,56,0.5397816429818552,21,38,0.2,1,5
0,rank_fusion,any,0.05,0.2,662,0.049984898822108124,0.33560457142368233,0.6540388276868982,140,327,0.42813455657492355,0.3268535192919269,30,89,0.3438816090162629,60,127,0.4064740907331281,49,96,0.047309906168686106,1,15,0.3201491280178031,0.6292518014446409,84,197,0.4263959390862944,0.3217885144174949,19,58,0.3076351174333883,36,71,0.4126677945198982,29,58,0.0,0,10,0.3590927587238366,0.6909143230462916,56,130,0.4307692307692308,0.3367225032408937,11,31,0.3793568238282184,24,56,0.39781642981855153,20,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.2,662,0.049984898822108124,0.3397188955173439,0.5947073839940913,132,327,0.4036697247706422,0.3056898731752175,30,89,0.3762671677258138,58,127,0.45852305196600734,43,96,0.047309906168686106,1,15,0.33175841615760404,0.5138124505668336,79,197,0.4010152284263959,0.2711413832040134,18,58,0.4640760750270837,36,71,0.44308030420415195,25,58,0.0,0,10,0.3518167192607544,0.7679852464947189,53,130,0.4076923076923077,0.37300639140958397,12,31,0.2903267163087883,22,56,0.4801091785090724,18,38,0.2,1,5
0,rank_fusion,any,0.05,0.3,662,0.049984898822108124,0.3152591478739629,0.5903727989361192,125,327,0.382262996941896,0.3110990842561018,27,89,0.34072955939599736,59,127,0.31522480505834427,38,96,0.047309906168686106,1,15,0.28779313585544686,0.5395720645094798,76,197,0.38578680203045684,0.2819358420388148,16,58,0.30126248858237326,35,71,0.35574809872405017,25,58,0.0,0,10,0.3570002236708428,0.6673484089042925,49,130,0.3769230769230769,0.36792263654824336,11,31,0.3793568238282184,24,56,0.2585806793820585,13,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.3,662,0.049984898822108124,0.3339436550427475,0.5613759415190696,126,327,0.3853211009174312,0.3056898731752175,30,89,0.36050691962448594,53,127,0.4502276623592088,42,96,0.047309906168686106,1,15,0.31558042007642584,0.48996773376501807,75,197,0.38071065989847713,0.25251960092246456,17,58,0.44495818847403856,33,71,0.44308030420415195,25,58,0.0,0,10,0.3618509166462309,0.6957756331368612,51,130,0.3923076923076923,0.40929027957827424,13,31,0.27785266061212965,20,56,0.46021835701814484,17,38,0.2,1,5
0,rank_fusion,any,0.05,0.4,662,0.049984898822108124,0.30274612684567054,0.5306320804321153,112,327,0.3425076452599388,0.32340511130694666,28,89,0.30877653193989396,55,127,0.23227090899035893,28,96,0.047309906168686106,1,15,0.2734300330706008,0.49286509931647515,67,197,0.3401015228426396,0.2819358420388148,16,58,0.28851723088034326,33,71,0.2561386310813161,18,58,0.0,0,10,0.34729883772006653,0.5841934679631015,45,130,0.34615384615384615,0.40420652471693364,12,31,0.328604742220174,22,56,0.19890821490927577,10,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.4,662,0.049984898822108124,0.3134661496043961,0.5259843621857049,117,327,0.3577981651376147,0.2776294110885475,26,89,0.35105077076368923,50,127,0.4336368831456117,40,96,0.047309906168686106,1,15,0.2880121288423516,0.4415450256421409,70,197,0.3553299492385787,0.2126669285437844,14,58,0.43858555962302354,32,71,0.42885038025518996,24,58,0.0,0,10,0.3521495306954546,0.6899927397531516,47,130,0.36153846153846153,0.40420652471693364,12,31,0.26537860491547094,18,56,0.44032753552721726,16,38,0.2,1,5
0,rank_fusion,any,0.05,0.5,662,0.049984898822108124,0.26262157415943516,0.4594231531996738,101,327,0.308868501529052,0.2618749760527223,23,89,0.29932038307909725,52,127,0.20738474016996333,25,96,0.047309906168686106,1,15,0.2458617418365266,0.4220339447363133,62,197,0.3147208121827411,0.24469227747571712,14,58,0.2757719731783132,31,71,0.24190870713235413,17,58,0.0,0,10,0.28809208771130834,0.5190645665621146,39,130,0.3,0.2953548602108628,9,31,0.32236771437184464,21,56,0.1591265719274206,8,38,0.2,1,5
0,rank_fusion,aligned,0.05,0.5,662,0.049984898822108124,0.28419370156551793,0.4888170039301676,105,327,0.3211009174311927,0.2530173569868578,24,89,0.3159456936873203,45,127,0.39215993511161906,35,96,0.047309906168686106,1,15,0.2604438376082774,0.40124408723909066,65,197,0.3299492385786802,0.1940451462622356,13,58,0.3803574336715547,29,71,0.41462045630622796,23,58,0.0,0,10,0.3202872149207316,0.6693502061228627,40,130,0.3076923076923077,0.36792263654824336,11,31,0.2529045492188123,16,56,0.36076424956350694,12,38,0.2,1,5
0,union_add,any,0.05,0.005,726,0.054817275747508304,0.41379651474932244,0.6278639735294929,166,327,0.5076452599388379,0.39010785853864133,36,89,0.4140917631690007,70,127,0.5746585064611868,57,96,0.14192971850605832,3,15,0.4402166877975689,0.6100874369043698,104,197,0.5279187817258884,0.4175065336408215,25,58,0.4695742375857649,43,71,0.57114961974481,34,58,0.12393706751127484,2,10,0.37364483765000095,0.6624233795643802,62,130,0.47692307692307695,0.3367225032408937,11,31,0.35978988146182067,27,56,0.5795632859637103,23,38,0.2,1,5
0,union_add,any,0.05,0.01,791,0.05972515856236787,0.41475905482842185,0.5579084036454399,167,327,0.5107033639143731,0.39010785853864133,36,89,0.4140917631690007,70,127,0.5829538960679853,58,96,0.14192971850605832,3,15,0.4418125881069963,0.566346054400662,105,197,0.5329949238578681,0.4175065336408215,25,58,0.4695742375857649,43,71,0.585379543693772,35,58,0.12393706751127484,2,10,0.37364483765000095,0.5433613336703562,62,130,0.47692307692307695,0.3367225032408937,11,31,0.35978988146182067,27,56,0.5795632859637103,23,38,0.2,1,5
0,union_add,any,0.05,0.02,917,0.06923890063424948,0.41475905482842185,0.4894326180717912,167,327,0.5107033639143731,0.39010785853864133,36,89,0.4140917631690007,70,127,0.5829538960679853,58,96,0.14192971850605832,3,15,0.4418125881069963,0.48191032674656664,105,197,0.5329949238578681,0.4175065336408215,25,58,0.4695742375857649,43,71,0.585379543693772,35,58,0.12393706751127484,2,10,0.37364483765000095,0.5035573423982914,62,130,0.47692307692307695,0.3367225032408937,11,31,0.35978988146182067,27,56,0.5795632859637103,23,38,0.2,1,5
0,union_add,any,0.05,0.03,1035,0.07814859559045606,0.41572159490752125,0.4401177993798662,168,327,0.5137614678899083,0.39010785853864133,36,89,0.4140917631690007,70,127,0.5829538960679853,58,96,0.18923962467474442,4,15,0.44340848841642366,0.44937080216546493,106,197,0.5380710659898477,0.4175065336408215,25,58,0.4695742375857649,43,71,0.585379543693772,35,58,0.18590560126691227,3,10,0.37364483765000095,0.4243589586636223,62,130,0.47692307692307695,0.3367225032408937,11,31,0.35978988146182067,27,56,0.5795632859637103,23,38,0.2,1,5
0,union_add,any,0.05,0.05,1286,0.0971005738447599,0.42740415774534607,0.3782595012340187,174,327,0.5321100917431193,0.4024138855894862,37,89,0.41724381278926637,71,127,0.6078400648883809,61,96,0.2365495308434305,5,15,0.4466002890352783,0.3952918058619356,108,197,0.5482233502538071,0.4175065336408215,25,58,0.4695742375857649,43,71,0.6138393915916961,37,58,0.18590560126691227,3,10,0.39823111396164185,0.3523820651798083,66,130,0.5076923076923077,0.37300639140958397,12,31,0.36602690931015003,28,56,0.5994541074546379,24,38,0.4,2,5
0,union_add,any,0.05,0.075,1593,0.12028088190878888,0.4469191231045981,0.3164213009148921,182,327,0.5565749235474006,0.4270259396911759,39,89,0.4298520112703287,75,127,0.624430844101978,63,96,0.2365495308434305,5,15,0.4741685802693525,0.333326269707516,113,197,0.5736040609137056,0.45475009820391915,27,58,0.48231949528779494,45,71,0.628069315540658,38,58,0.18590560126691227,3,10,0.405507153424724,0.2902613830026301,69,130,0.5307692307692308,0.37300639140958397,12,31,0.37850096500680874,30,56,0.6193449289455655,25,38,0.4,2,5
0,union_add,any,0.05,0.1,1896,0.14315916641498036,0.46354646822655193,0.2669995629350436,187,327,0.5718654434250765,0.4516379937928656,41,89,0.4298520112703287,75,127,0.6410216233155751,65,96,0.28385943701211663,6,15,0.47736038088820715,0.27855915572895623,115,197,0.583756345177665,0.45475009820391915,27,58,0.48231949528779494,45,71,0.656529163438582,40,58,0.18590560126691227,3,10,0.4425529736095354,0.24999353030632857,72,130,0.5538461538461539,0.4455741677469645,14,31,0.37850096500680874,30,56,0.6193449289455655,25,38,0.6,3,5
0,union_add,any,0.05,0.15,2501,0.18884022953790397,0.49281891626543,0.20882771272409795,199,327,0.6085626911314985,0.47625004789455544,43,89,0.4712611875872287,82,127,0.6659077921359706,68,96,0.28385943701211663,6,15,0.49673017758824,0.21273993461247837,121,197,0.6142131979695431,0.47337188048546797,28,58,0.50143738184084,48,71,0.6849890113365061,42,58,0.18590560126691227,3,10,0.48687483325742903,0.20303844042383304,78,130,0.6,0.4818580559156548,15,31,0.44172710231151185,34,56,0.639235750436493,26,38,0.6,3,5
0,union_add,any,0.05,0.2,3127,0.23610691633947448,0.531980928872566,0.18472516145755866,209,327,0.6391437308868502,0.5377801831487797,48,89,0.4712611875872287,82,127,0.6824985713495677,70,96,0.4257891555181749,9,15,0.5242984688223143,0.18702926488308919,126,197,0.6395939086294417,0.5106154450485656,30,58,0.50143738184084,48,71,0.6992189352854681,43,58,0.3098426687781871,5,10,0.5436562367784932,0.18144897086381426,83,130,0.6384615384615384,0.5907097204217256,18,31,0.44172710231151185,34,56,0.6591265719274206,27,38,0.8,4,5
0,s1_only,none,0.1,0.0,1324,0.09996979764421625,0.617571062195062,0.520057441424922,212,327,0.6483180428134556,0.6273707804896739,57,89,0.6381954866151718,92,127,0.6161354544951795,62,96,0.047309906168686106,1,15,0.6238383175664294,0.4876595190223814,127,197,0.6446700507614214,0.6461861366505722,39,58,0.6442586154401715,52,71,0.599609467642734,36,58,0.0,0,10,0.6080464911973397,0.5801536040645682,85,130,0.6538461538461539,0.5907097204217256,18,31,0.6322613730470307,40,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,any,0.1,0.005,1324,0.09996979764421625,0.617571062195062,0.5179008979597695,212,327,0.6483180428134556,0.6273707804896739,57,89,0.6318913873746406,90,127,0.6161354544951795,62,96,0.14192971850605832,3,15,0.6254342178758565,0.48459229236793294,128,197,0.649746192893401,0.6461861366505722,39,58,0.6378859865891566,51,71,0.599609467642734,36,58,0.12393706751127484,2,10,0.6056211447096457,0.5805262940365051,84,130,0.6461538461538462,0.5907097204217256,18,31,0.6260243451987013,39,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,aligned,0.1,0.005,1324,0.09996979764421625,0.6254034647164892,0.5266531183677918,214,327,0.654434250764526,0.6273707804896739,57,89,0.6575403155902126,92,127,0.624430844101978,63,96,0.09461981233737221,2,15,0.627030118185284,0.48954385586019616,129,197,0.6548223350253807,0.6461861366505722,39,58,0.6442586154401715,52,71,0.6138393915916961,37,58,0.06196853375563742,1,10,0.6229313815582044,0.5957342624902713,85,130,0.6538461538461539,0.5907097204217256,18,31,0.6705393989584164,40,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,any,0.1,0.01,1324,0.09996979764421625,0.5900916124257506,0.4840914714072888,208,327,0.636085626911315,0.6027587263879844,55,89,0.5837455805637617,87,127,0.624430844101978,63,96,0.14192971850605832,3,15,0.5912633324171683,0.4627727085679708,125,197,0.6345177664974619,0.6089425720874746,37,58,0.5860304894887027,49,71,0.6138393915916961,37,58,0.12393706751127484,2,10,0.588310907861087,0.5207309902812115,83,130,0.6384615384615384,0.5907097204217256,18,31,0.5815092914389862,38,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,aligned,0.1,0.01,1324,0.09996979764421625,0.6038313373104063,0.5118632850570023,210,327,0.6422018348623854,0.6027587263879844,55,89,0.6318913873746406,90,127,0.624430844101978,63,96,0.09461981233737221,2,15,0.5912633324171683,0.4705752847775021,125,197,0.6345177664974619,0.6089425720874746,37,58,0.5924031183397177,50,71,0.6138393915916961,37,58,0.06196853375563742,1,10,0.6229313815582044,0.5860327979403999,85,130,0.6538461538461539,0.5907097204217256,18,31,0.6705393989584164,40,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,any,0.1,0.02,1324,0.09996979764421625,0.5694820250987672,0.4775729794111422,205,327,0.6269113149847095,0.5658406452354497,52,89,0.5837455805637617,87,127,0.624430844101978,63,96,0.14192971850605832,3,15,0.5912633324171683,0.46693544208608573,125,197,0.6345177664974619,0.6089425720874746,37,58,0.5860304894887027,49,71,0.6138393915916961,37,58,0.12393706751127484,2,10,0.536380197315411,0.49652255474980606,80,130,0.6153846153846154,0.4818580559156548,15,31,0.5815092914389862,38,56,0.639235750436493,26,38,0.2,1,5
0,force_fill,aligned,0.1,0.02,1324,0.09996979764421625,0.5773144276201946,0.5002210111654656,207,327,0.6330275229357798,0.5658406452354497,52,89,0.6093945087793339,89,127,0.624430844101978,63,96,0.14192971850605832,3,15,0.5912633324171683,0.4742723197014179,125,197,0.6345177664974619,0.6089425720874746,37,58,0.5924031183397177,50,71,0.6138393915916961,37,58,0.06196853375563742,1,10,0.5561157806516637,0.5487309712158478,82,130,0.6307692307692307,0.4818580559156548,15,31,0.6260243451987013,39,56,0.639235750436493,26,38,0.4,2,5
0,force_fill,any,0.1,0.03,1324,0.09996979764421625,0.5312825525707305,0.4397134745307005,196,327,0.599388379204893,0.5271983600904249,48,89,0.5324477241326173,83,127,0.6078400648883809,61,96,0.18923962467474442,4,15,0.5668868418019487,0.4529002471384988,122,197,0.6192893401015228,0.5690898997087945,34,58,0.5860304894887027,49,71,0.599609467642734,36,58,0.18590560126691227,3,10,0.4771734473066528,0.41775290600972487,74,130,0.5692307692307692,0.4455741677469645,14,31,0.48000512822289754,34,56,0.6193449289455655,25,38,0.2,1,5
0,force_fill,aligned,0.1,0.03,1324,0.09996979764421625,0.5744268073828963,0.48978959084042845,204,327,0.6238532110091743,0.5658406452354497,52,89,0.6062424591590684,88,127,0.6078400648883809,61,96,0.14192971850605832,3,15,0.5782771369548448,0.4638556530347512,123,197,0.6243654822335025,0.5903207898059258,36,58,0.5924031183397177,50,71,0.599609467642734,36,58,0.06196853375563742,1,10,0.5685753245248343,0.5361197116978851,81,130,0.6230769230769231,0.5181419440843451,16,31,0.619787317350372,38,56,0.6193449289455655,25,38,0.4,2,5
0,force_fill,any,0.1,0.05,1324,0.09996979764421625,0.4518639053887271,0.38012254660500194,181,327,0.5535168195718655,0.42875014368366604,40,89,0.4491968402453697,75,127,0.6078400648883809,61,96,0.2365495308434305,5,15,0.4741685802693525,0.397946610076165,113,197,0.5736040609137056,0.43873742373795277,27,58,0.5278023635372338,46,71,0.6138393915916961,37,58,0.18590560126691227,3,10,0.41796669729789454,0.35287298920332577,68,130,0.5230769230769231,0.40929027957827424,13,31,0.3722639371584794,29,56,0.5994541074546379,24,38,0.4,2,5
0,force_fill,aligned,0.1,0.05,1324,0.09996979764421625,0.4617534699569851,0.3875006675219923,179,327,0.5474006116207951,0.4410561707345109,41,89,0.4748457684609419,77,127,0.5829538960679853,58,96,0.14192971850605832,3,15,0.4807711744939667,0.3734295158735625,111,197,0.5634517766497462,0.4573592060195016,28,58,0.5341749923882488,47,71,0.585379543693772,35,58,0.06196853375563742,1,10,0.43285158765875914,0.41382162101583037,68,130,0.5230769230769231,0.40929027957827424,13,31,0.4167789909181945,30,56,0.5795632859637103,23,38,0.4,2,5
0,force_fill,any,0.1,0.075,1324,0.09996979764421625,0.33739756969324913,0.2868170292539723,148,327,0.4525993883792049,0.2899354381393924,27,89,0.35018570825679407,62,127,0.5497723376407913,54,96,0.2365495308434305,5,15,0.3443066256461179,0.2990842787058216,93,197,0.4720812182741117,0.3057758399515285,19,58,0.3594906145338422,38,71,0.556919695795848,33,58,0.18590560126691227,3,10,0.3268976315144133,0.2691467126983563,55,130,0.4230769230769231,0.25907097204217255,8,31,0.3410787979168327,24,56,0.5397816429818552,21,38,0.4,2,5
0,force_fill,aligned,0.1,0.075,1324,0.09996979764421625,0.3570446169411332,0.2911718531956461,150,327,0.45871559633027525,0.3056898731752175,30,89,0.3983315150676729,65,127,0.5248861688203956,51,96,0.18923962467474442,4,15,0.3525051201801594,0.269652702278355,92,197,0.467005076142132,0.308384947767111,20,58,0.40497348278328105,39,71,0.528459847897924,31,58,0.12393706751127484,2,10,0.3639434516992247,0.329927847178198,58,130,0.4461538461538462,0.30043861507220343,10,31,0.39183087952487705,26,56,0.5198908214909276,20,38,0.4,2,5
0,force_fill,any,0.1,0.1,1324,0.09996979764421625,0.11407009002958204,0.09472773165368205,51,327,0.1559633027522936,0.12478447450093873,11,89,0.0823858213803526,20,127,0.124430844101978,15,96,0.2365495308434305,5,15,0.12122547411538359,0.1047283194401785,33,197,0.16751269035532995,0.13035247597084174,7,58,0.07647154621218022,12,71,0.1565291634385821,11,58,0.18590560126691227,3,10,0.10319579822195155,0.0809310002673466,18,130,0.13846153846153847,0.11393541936741144,4,31,0.08817424869802044,8,56,0.0795632859637103,4,38,0.4,2,5
0,force_fill,aligned,0.1,0.1,1324,0.09996979764421625,0.18758141484835716,0.1628517947322827,66,327,0.2018348623853211,0.2037932487834783,20,89,0.15302850678653798,24,127,0.2002276623592088,18,96,0.18923962467474442,4,15,0.1519855659683125,0.12176304000238662,40,197,0.20304568527918782,0.15680158169913797,11,58,0.1283270433126341,14,71,0.18498901133650608,13,58,0.12393706751127484,2,10,0.24167769301042094,0.24037470600454305,26,130,0.2,0.2953548602108628,9,31,0.17720435621745054,10,56,0.22152849912701397,5,38,0.4,2,5
