indices,conf,K,est,best_pair_est,syn3_est,true_conf,parent_true,pair_true,syn3_true,source,weight,parent_error,pair_error,syn_error,error_identity_residual,s1,s1_conf,s2_any,s2_conf,s1_rank,s2_rank,s1_top30,s2_top20,s1_conf_matches_true,s2_conf_matches_true,true_strength
"(0, 10, 19)",net_actual_interchange_mw,25,0.2442763447761535,0.2490395307540893,-0.0047631859779357,net_actual_interchange_mw,0.7014484405517578,0.2771430015563965,0.4243054389953613,exact397,1.0,-0.4571720957756043,-0.028103470802307184,-0.42906862497329695,1.6653345369377348e-16,0.0106974244117737,marginal_loss_price_da,0.9873060584068298,metered_load_mw,12234.0,138.0,False,True,False,False,>0.20
"(0, 10, 19)",net_actual_interchange_mw,50,0.2648538947105407,0.2529221773147583,0.0119317173957824,net_actual_interchange_mw,0.7014484405517578,0.2771430015563965,0.4243054389953613,exact397,1.0,-0.4365945458412171,-0.024220824241638184,-0.41237372159957886,5.551115123125783e-17,0.0171960592269896,marginal_loss_price_da,0.9892238974571228,metered_load_mw,11422.0,34.0,False,True,False,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,0,0.1617600917816162,0.1732248067855835,-0.0114647150039672,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.42583775520324707,-0.052966415882110596,-0.37287133932113636,1.1102230246251565e-16,0.0213581323623657,da_as_total_mw_thirty_minutes_reserve,0.9673405885696412,metered_load_mw,7712.0,642.0,False,True,False,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,1,0.1610663533210754,0.1753710508346557,-0.0143046975135802,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.42653149366378784,-0.050820171833038386,-0.3757113218307494,5.551115123125783e-17,0.0053722262382507,total_gen,0.9754942059516908,metered_load_mw,12904.0,170.0,False,True,False,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,5,0.1721791625022888,0.173946738243103,-0.0017675757408142,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.41541868448257446,-0.05224448442459109,-0.3631742000579834,0.0,0.0192798376083374,da_as_total_mw_thirty_minutes_reserve,0.9690660238265992,total_gen,9493.0,2048.0,False,True,False,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,10,0.1952661871910095,0.1880660653114318,0.0072001218795776,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.39233165979385376,-0.03812515735626229,-0.3542065024375916,-1.6653345369377348e-16,0.0135409235954285,da_as_total_mw_thirty_minutes_reserve,0.9758886694908142,total_gen,11455.0,1470.0,False,True,False,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,25,0.2766178846359253,0.2023780941963195,0.0742397904396058,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.310979962348938,-0.023813128471374595,-0.28716683387756337,0.0,0.0742397904396058,net_actual_interchange_mw,0.9847248792648317,metered_load_mw,1488.0,616.0,True,True,True,False,>0.20
"(1, 11, 20)",net_actual_interchange_mw,50,0.4394704699516296,0.2190082669258117,0.2204622030258178,net_actual_interchange_mw,0.5875978469848633,0.2261912226676941,0.3614066243171692,exact397,1.0,-0.1481273770332337,-0.00718295574188238,-0.1409444212913514,-8.326672684688674e-17,0.2204622030258178,net_actual_interchange_mw,0.985954761505127,total_gen,5.0,229.0,True,True,True,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,0,0.2575703263282776,0.2428533434867859,0.0147169828414917,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.45514100790023804,-0.11213141679763788,-0.3430095911026001,5.551115123125783e-17,0.028637409210205,total_lmp_da,0.9843196272850036,total_gen,5760.0,1.0,False,True,False,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,1,0.2449074983596801,0.2325993776321411,0.0123081207275389,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.46780383586883556,-0.12238538265228266,-0.3454184532165529,0.0,0.0154461264610289,total_gen,0.9839369058609008,total_gen,10682.0,1.0,False,True,False,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,5,0.3113121390342712,0.260473370552063,0.0508387684822081,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.40139919519424444,-0.09451138973236078,-0.3068878054618837,-5.551115123125783e-17,0.0508387684822081,net_actual_interchange_mw,0.9826898574829102,total_gen,2925.0,7.0,True,True,True,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,10,0.3316159844398498,0.2705004811286926,0.0611155033111571,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.3810953497886658,-0.08448427915573115,-0.2966110706329347,0.0,0.0611155033111571,net_actual_interchange_mw,0.9914690256118774,total_gen,2085.0,1.0,True,True,True,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,25,0.4566811323165893,0.2896589636802673,0.167022168636322,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.2560302019119263,-0.0653257966041565,-0.1907044053077698,2.7755575615628914e-17,0.167022168636322,net_actual_interchange_mw,0.9926111102104188,total_gen,10.0,2.0,True,True,True,False,>0.20
"(4, 14, 19)",net_actual_interchange_mw,50,0.6099838018417358,0.3015714883804321,0.3084123134613037,net_actual_interchange_mw,0.7127113342285156,0.3549847602844238,0.3577265739440918,exact397,1.0,-0.10272753238677979,-0.0534132719039917,-0.049314260482788086,0.0,0.3084123134613037,net_actual_interchange_mw,0.993735671043396,total_gen,1.0,1.0,True,True,True,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,0,0.1911540031433105,0.1956399083137512,-0.0044859051704407,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.41828048229217535,-0.08150309324264529,-0.33677738904953,5.551115123125783e-17,0.0042484402656555,marginal_loss_price_da,0.953100323677063,metered_load_mw,12851.0,2148.0,False,True,False,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,1,0.1774488091468811,0.1689029335975647,0.0085458755493164,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.43198567628860474,-0.10824006795883179,-0.3237456083297729,5.551115123125783e-17,0.0085458755493164,net_actual_interchange_mw,0.9575918316841124,metered_load_mw,12448.0,2255.0,False,True,True,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,5,0.2172694206237793,0.1876260638236999,0.0296433568000794,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.39216506481170654,-0.08951693773269659,-0.3026481270790099,5.551115123125783e-17,0.0296433568000794,net_actual_interchange_mw,0.9780975580215454,metered_load_mw,6519.0,311.0,False,True,True,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,10,0.2210638523101806,0.2125368118286132,0.0085270404815674,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.38837063312530523,-0.06460618972778329,-0.3237644433975219,5.551115123125783e-17,0.0100387334823607,da_as_total_mw_synchronized_reserve,0.980099618434906,metered_load_mw,12259.0,648.0,False,True,False,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,25,0.2527893185615539,0.2490395307540893,0.0037497878074645,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.35664516687393194,-0.028103470802307184,-0.3285416960716248,-5.551115123125783e-17,0.0159995555877686,marginal_loss_price_da,0.9781247973442078,metered_load_mw,11234.0,1597.0,False,True,False,False,>0.20
"(0, 10, 20)",net_actual_interchange_mw,50,0.2653903365135193,0.2529221773147583,0.0124681591987609,net_actual_interchange_mw,0.6094344854354858,0.2771430015563965,0.3322914838790893,exact397,1.0,-0.34404414892196655,-0.024220824241638184,-0.3198233246803284,-5.551115123125783e-17,0.0240310430526732,marginal_loss_price_da,0.982801079750061,metered_load_mw,9855.0,830.0,False,True,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,0,0.1630830764770507,0.1710092425346374,-0.0079261660575866,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.3942434787750245,-0.0708381533622742,-0.3234053254127502,1.6653345369377348e-16,0.0086023807525634,total_losses,0.8344182968139648,total_gen,12007.0,4049.0,False,False,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,1,0.1462396383285522,0.1663417816162109,-0.0201021432876587,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.411086916923523,-0.07550561428070068,-0.33558130264282227,5.551115123125783e-17,0.008095383644104,total_losses,0.8398203253746033,total_gen,12516.0,3899.0,False,False,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,5,0.1894534230232238,0.19306081533432,-0.0036073923110962,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.36787313222885143,-0.04878658056259158,-0.31908655166625977,1.1102230246251565e-16,0.0186501145362854,total_losses,0.8601349592208862,metered_load_mw,9692.0,3849.0,False,False,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,10,0.1993714570999145,0.1985569596290588,0.0008144974708556,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.3579550981521607,-0.04329043626785278,-0.314664661884308,-5.551115123125783e-17,0.0149829387664794,total_losses,0.8621806502342224,metered_load_mw,11070.0,4029.0,False,False,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,25,0.2150353193283081,0.205885648727417,0.0091496706008911,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.3422912359237671,-0.0359617471694946,-0.30632948875427246,0.0,0.0185605287551879,total_losses,0.8715935349464417,metered_load_mw,10632.0,3809.0,False,False,False,False,>0.20
"(9, 14, 18)",da_as_total_mw_thirty_minutes_reserve,50,0.2441145777702331,0.2169666886329651,0.027147889137268,da_as_total_mw_thirty_minutes_reserve,0.5573265552520752,0.2418473958969116,0.3154791593551636,exact397,1.0,-0.3132119774818421,-0.024880707263946505,-0.28833127021789556,5.551115123125783e-17,0.027147889137268,da_as_total_mw_thirty_minutes_reserve,0.8857747316360474,metered_load_mw,9098.0,3315.0,False,False,True,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,0,0.1064617037773132,0.1260120272636413,-0.019550323486328,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.3290717601776123,-0.029217898845672607,-0.2998538613319396,1.1102230246251565e-16,0.0117003321647644,marginal_loss_price_da,0.9514315128326416,total_lmp_da,11013.0,2251.0,False,True,False,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,1,0.1195572614669799,0.1411110162734985,-0.0215537548065186,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.31597620248794556,-0.014118909835815402,-0.3018572926521302,-5.551115123125783e-17,0.014676034450531,da_as_total_mw_thirty_minutes_reserve,0.9716910123825072,total_lmp_da,10905.0,634.0,False,True,False,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,5,0.135962426662445,0.1495471596717834,-0.0135847330093383,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.29957103729248047,-0.005682766437530518,-0.2938882708549499,5.551115123125783e-17,0.0167604088783264,total_losses,0.9750939011573792,total_lmp_da,10263.0,899.0,False,True,False,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,10,0.1498142480850219,0.1527233719825744,-0.0029091238975525,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.28571921586990356,-0.002506554126739502,-0.28321266174316406,0.0,0.0266748666763306,total_losses,0.9690825939178468,total_lmp_da,7766.0,2486.0,False,True,False,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,25,0.1615110039710998,0.1498401761054992,0.0116708278656005,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.2740224599838257,-0.005389750003814697,-0.2686327099800111,-1.1102230246251565e-16,0.0651817321777344,total_losses,0.9780107140541076,total_lmp_da,2096.0,1636.0,True,True,False,False,>0.20
"(9, 18, 38)",net_actual_interchange_mw,50,0.2295385599136352,0.1487150192260742,0.080823540687561,net_actual_interchange_mw,0.4355334639549255,0.1552299261093139,0.2803035378456116,exact397,1.0,-0.20599490404129028,-0.006514906883239718,-0.1994799971580506,-2.7755575615628914e-17,0.1288557648658752,da_as_total_mw_thirty_minutes_reserve,0.9780982732772828,total_lmp_da,131.0,1762.0,True,True,False,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,0,0.2665652632713318,0.2521512508392334,0.0144140124320983,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.3569630980491638,-0.09903693199157709,-0.2579261660575867,0.0,0.0152505040168762,metered_load_mw,0.9833322763442992,total_gen,9738.0,2.0,False,True,False,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,1,0.2596334815025329,0.2444932460784912,0.0151402354240416,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.3638948798179627,-0.10669493675231928,-0.2571999430656434,0.0,0.0151402354240416,net_actual_interchange_mw,0.9834532141685486,total_gen,10778.0,5.0,False,True,True,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,5,0.3026526570320129,0.2509154081344604,0.0517372488975524,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.3208757042884827,-0.1002727746963501,-0.2206029295921326,2.7755575615628914e-17,0.0517372488975524,net_actual_interchange_mw,0.9783546924591064,total_gen,2808.0,273.0,True,True,True,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,10,0.3214524984359741,0.2593454122543335,0.0621070861816406,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.3020758628845215,-0.091842770576477,-0.2102330923080444,8.326672684688674e-17,0.0621070861816406,net_actual_interchange_mw,0.9893333315849304,total_gen,2011.0,2.0,True,True,True,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,25,0.43196702003479,0.2866342067718506,0.1453328132629394,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.19156134128570562,-0.0645539760589599,-0.1270073652267456,1.1102230246251565e-16,0.1453328132629394,net_actual_interchange_mw,0.991385281085968,total_gen,38.0,10.0,True,True,True,False,>0.20
"(4, 14, 20)",net_actual_interchange_mw,50,0.5242896676063538,0.2976518869400024,0.2266377806663513,net_actual_interchange_mw,0.6235283613204956,0.3511881828308105,0.272340178489685,exact397,1.0,-0.09923869371414185,-0.053536295890808105,-0.04570239782333371,2.7755575615628914e-17,0.2266377806663513,net_actual_interchange_mw,0.9929077625274658,total_gen,3.0,5.0,True,True,True,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,0,0.1257936954498291,0.1270832419395446,-0.0012895464897154,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.3017430901527405,-0.05620640516281131,-0.245536684989929,1.6653345369377348e-16,0.0287611484527587,metered_load_mw,0.961758315563202,total_lmp_da,5732.0,1302.0,False,True,False,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,1,0.1381868124008178,0.1447325348854065,-0.0065457224845887,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.2893499732017518,-0.03855711221694941,-0.2507928609848023,1.1102230246251565e-16,0.0238217115402221,metered_load_mw,0.9753119945526124,total_lmp_da,8096.0,181.0,False,True,False,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,5,0.1560117602348327,0.1457866430282592,0.0102251172065735,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.27152502536773687,-0.03750300407409671,-0.23402202129364008,8.326672684688674e-17,0.0417672395706176,total_gen,0.9743388295173644,total_lmp_da,4145.0,1063.0,False,True,False,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,10,0.1555081605911255,0.1440101861953735,0.0114979743957519,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.2720286250114441,-0.039279460906982394,-0.2327491641044617,0.0,0.0650858283042908,total_gen,0.9774960279464722,total_lmp_da,1787.0,1137.0,True,True,False,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,25,0.2291680574417114,0.161558449268341,0.0676096081733703,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.19836872816085818,-0.021731197834014893,-0.1766375303268433,0.0,0.0676096081733703,net_actual_interchange_mw,0.9798718094825744,total_lmp_da,1910.0,1191.0,True,True,True,False,>0.20
"(2, 12, 38)",net_actual_interchange_mw,50,0.3102566003799438,0.1602218747138977,0.1500347256660461,net_actual_interchange_mw,0.4275367856025696,0.1832896471023559,0.2442471385002136,exact397,1.0,-0.11728018522262579,-0.023067772388458196,-0.09421241283416751,8.326672684688674e-17,0.1500347256660461,net_actual_interchange_mw,0.9805818200111388,total_lmp_da,45.0,1235.0,True,True,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,0,0.3261306881904602,0.2923139333724975,0.0338167548179627,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.33214205503463745,-0.126237154006958,-0.2059049010276794,5.551115123125783e-17,0.0338167548179627,da_as_total_mw_thirty_minutes_reserve,0.8746047616004944,total_gen,4710.0,3014.0,False,False,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,1,0.2532110810279846,0.2341887354850769,0.0190223455429077,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.40506166219711304,-0.1843623518943786,-0.22069931030273438,5.551115123125783e-17,0.0190223455429077,da_as_total_mw_thirty_minutes_reserve,0.8987541794776917,total_gen,9538.0,2895.0,False,False,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,5,0.3676581382751465,0.3219894170761108,0.0456687211990357,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.29061460494995117,-0.09656167030334473,-0.1940529346466064,5.551115123125783e-17,0.0456687211990357,da_as_total_mw_thirty_minutes_reserve,0.9071499109268188,total_gen,3576.0,2871.0,True,False,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,10,0.3924306631088257,0.3520299196243286,0.040400743484497,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.265842080116272,-0.0665211677551269,-0.19932091236114508,0.0,0.040400743484497,da_as_total_mw_thirty_minutes_reserve,0.9227336049079896,total_gen,4711.0,2853.0,False,False,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,25,0.4485266804695129,0.3696813583374023,0.0788453221321106,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.20974606275558477,-0.04886972904205322,-0.1608763337135315,5.551115123125783e-17,0.0788453221321106,da_as_total_mw_thirty_minutes_reserve,0.9484049677848816,total_gen,1214.0,2686.0,True,False,True,False,>0.20
"(0, 10, 14)",da_as_total_mw_thirty_minutes_reserve,50,0.5875846147537231,0.3980088233947754,0.1895757913589477,da_as_total_mw_thirty_minutes_reserve,0.6582727432250977,0.4185510873794555,0.2397216558456421,exact397,1.0,-0.07068812847137451,-0.02054226398468012,-0.05014586448669439,0.0,0.1895757913589477,da_as_total_mw_thirty_minutes_reserve,0.9799164533615112,total_gen,9.0,1346.0,True,True,True,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,0,0.0856813192367553,0.0935256481170654,-0.0078443288803101,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.28672814369201666,-0.04618716239929199,-0.2405409812927246,5.551115123125783e-17,0.0075895190238952,da_as_total_mw_thirty_minutes_reserve,0.4713345766067505,total_lmp_da,12225.0,10881.0,False,False,False,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,1,0.0822581648826599,0.0951765179634094,-0.0129183530807494,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.29015129804611206,-0.044536292552948,-0.2456150054931639,1.6653345369377348e-16,0.0033087134361267,gross_actual_interchange_mw,0.5021783709526062,total_lmp_da,13070.0,10585.0,False,False,False,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,5,0.0888124108314514,0.0944800376892089,-0.0056676268577574,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.28359705209732056,-0.04523277282714849,-0.2383642792701719,1.6653345369377348e-16,0.0120051503181456,total_losses,0.5184587240219116,total_lmp_da,11644.0,10710.0,False,False,False,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,10,0.0919882655143737,0.0997117757797241,-0.0077235102653503,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.2804211974143983,-0.0400010347366333,-0.24042016267776478,2.220446049250313e-16,0.023187518119812,total_losses,0.5295361280441284,total_lmp_da,8692.0,10417.0,False,False,False,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,25,0.1100138425827026,0.0972068905830383,0.0128069519996642,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.2623956203460694,-0.04250591993331909,-0.2198897004127503,0.0,0.0855243206024169,total_losses,0.5493485331535339,total_lmp_da,915.0,9716.0,True,False,False,False,>0.20
"(9, 18, 40)",net_actual_interchange_mw,50,0.1740950942039489,0.0954384803771972,0.0786566138267517,net_actual_interchange_mw,0.372409462928772,0.1397128105163574,0.2326966524124145,exact397,1.0,-0.19831436872482308,-0.0442743301391602,-0.1540400385856628,1.1102230246251565e-16,0.0786566138267517,net_actual_interchange_mw,0.654188871383667,metered_load_mw,1411.0,7411.0,True,False,True,False,>0.20
"(2, 12, 14)",da_as_total_mw_thirty_minutes_reserve,0,0.1839519143104553,0.2050598263740539,-0.0211079120635986,da_as_total_mw_thirty_minutes_reserve,0.4533569812774657,0.2214455604553222,0.2319114208221435,remainder1800,7.137222222222222,-0.2694050669670104,-0.01638573408126831,-0.2530193328857421,0.0,0.0042789578437805,congestion_price_da,0.8539745807647705,metered_load_mw,12849.0,3636.0,False,False,False,False,>0.20
"(2, 12, 14)",da_as_total_mw_thirty_minutes_reserve,1,0.1810986995697021,0.1917434930801391,-0.010644793510437,da_as_total_mw_thirty_minutes_reserve,0.4533569812774657,0.2214455604553222,0.2319114208221435,remainder1800,7.137222222222222,-0.2722582817077636,-0.029702067375183105,-0.2425562143325805,0.0,0.0016577839851379,gross_actual_interchange_mw,0.8483902812004089,metered_load_mw,13155.0,3715.0,False,False,False,False,>0.20
