target,source,gate
congestion_price_da,gen_fuel_nuclear_mw,0.4389353394508362
marginal_loss_price_da,gen_fuel_nuclear_mw,0.4338301122188568
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_mw,0.42505407333374023
net_actual_interchange_mw,gen_fuel_nuclear_mw,0.4196895956993103
gross_actual_interchange_mw,gen_fuel_nuclear_mw,0.4191698431968689
metered_load_mw,gen_fuel_nuclear_mw,0.4178454577922821
da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.41556650400161743
total_gen,gen_fuel_nuclear_mw,0.41459059715270996
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_mw,0.41007786989212036
total_losses,gen_fuel_nuclear_mw,0.40929555892944336
total_lmp_da,da_as_nsr_mw_primary_reserve,0.3940696120262146
total_gen,gen_fuel_multiple_fuels_pct,0.3748725950717926
total_lmp_da,total_pjm_reg_purchases,0.37419411540031433
total_losses,gen_fuel_wind_mw,0.37390923500061035
total_lmp_da,gen_fuel_multiple_fuels_pct,0.37357622385025024
metered_load_mw,gen_fuel_multiple_fuels_pct,0.3721665143966675
metered_load_mw,gross_sched_interchange_mw,0.369168758392334
congestion_price_rt,gen_fuel_multiple_fuels_pct,0.3685152530670166
total_lmp_da,total_pjm_assigned_reg,0.36810219287872314
da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_pct,0.36708879470825195
da_as_total_mw_thirty_minutes_reserve,total_pjm_reg_purchases,0.36634454131126404
da_as_total_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,0.36510801315307617
metered_load_mw,gen_fuel_storage_mw,0.36443185806274414
da_as_total_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.36419224739074707
net_actual_interchange_mw,total_pjm_reg_purchases,0.3637513220310211
da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.36323726177215576
congestion_price_rt,gen_fuel_storage_mw,0.3630170226097107
total_gen,gross_sched_interchange_mw,0.3626357614994049
da_as_total_mw_primary_reserve,gen_fuel_other_renewables_mw,0.3624306321144104
da_as_total_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.36125972867012024
congestion_price_da,da_as_as_req_mw_thirty_minutes_reserve,0.3607373833656311
marginal_loss_price_da,gen_fuel_storage_mw,0.3606889247894287
total_lmp_da,gen_fuel_storage_mw,0.3605955243110657
congestion_price_da,gen_fuel_hydro_pct,0.3592750132083893
metered_load_mw,gen_fuel_other_renewables_mw,0.3577873110771179
net_actual_interchange_mw,gen_fuel_other_renewables_mw,0.35773324966430664
metered_load_mw,gen_fuel_hydro_pct,0.3572758436203003
congestion_price_rt,gen_fuel_nuclear_pct,0.3560274839401245
congestion_price_rt,gen_fuel_hydro_mw,0.35559287667274475
total_gen,gen_fuel_hydro_pct,0.3555414080619812
congestion_price_da,gen_fuel_nuclear_pct,0.3543226718902588
gross_actual_interchange_mw,gen_fuel_storage_mw,0.35410118103027344
net_actual_interchange_mw,gen_fuel_multiple_fuels_pct,0.354059636592865
da_as_total_mw_primary_reserve,gen_fuel_hydro_pct,0.35324639081954956
total_lmp_da,gen_fuel_hydro_pct,0.35280823707580566
da_as_total_mw_thirty_minutes_reserve,gen_fuel_multiple_fuels_pct,0.3522299826145172
total_gen,gen_fuel_other_renewables_mw,0.3516879081726074
congestion_price_da,gen_fuel_hydro_mw,0.3507407307624817
gross_actual_interchange_mw,total_pjm_reg_purchases,0.350690633058548
total_losses,da_as_as_req_mw_thirty_minutes_reserve,0.3489028811454773
metered_load_mw,da_as_as_req_mw_thirty_minutes_reserve,0.3488937020301819
marginal_loss_price_da,gen_fuel_hydro_pct,0.3476271629333496
total_losses,gen_fuel_other_renewables_mw,0.3475534915924072
da_as_total_mw_thirty_minutes_reserve,gen_fuel_other_renewables_mw,0.3468775153160095
da_as_total_mw_thirty_minutes_reserve,gen_fuel_nuclear_pct,0.34616217017173767
congestion_price_da,gross_inadv_interchange_mw,0.3459725081920624
gross_actual_interchange_mw,gen_fuel_nuclear_pct,0.34570252895355225
congestion_price_rt,forecast_load_mw_latest_available,0.34544041752815247
da_as_total_mw_synchronized_reserve,gen_fuel_nuclear_pct,0.3450669050216675
da_as_total_mw_thirty_minutes_reserve,gen_fuel_storage_mw,0.3437608480453491
total_lmp_da,gross_inadv_interchange_mw,0.34376007318496704
total_gen,da_as_as_req_mw_thirty_minutes_reserve,0.34362655878067017
net_actual_interchange_mw,total_pjm_assigned_reg,0.34293609857559204
total_lmp_da,gen_fuel_hydro_mw,0.342618465423584
da_as_total_mw_primary_reserve,total_pjm_rmpcp_cr,0.34255126118659973
gross_actual_interchange_mw,da_as_ss_mw_primary_reserve,0.3423762023448944
total_lmp_da,gen_fuel_nuclear_pct,0.3416253924369812
total_lmp_da,gen_fuel_solar_mw,0.3416147232055664
net_actual_interchange_mw,total_pjm_rmpcp_cr,0.3414080739021301
marginal_loss_price_da,gross_inadv_interchange_mw,0.34083276987075806
congestion_price_da,forecast_load_mw_latest_available,0.34070926904678345
congestion_price_da,da_as_as_req_mw_synchronized_reserve,0.34059280157089233
net_actual_interchange_mw,forecast_load_mw_latest_available,0.3402137756347656
da_as_total_mw_synchronized_reserve,forecast_load_mw_latest_available,0.3393041491508484
net_actual_interchange_mw,gen_fuel_wind_pct,0.3389323949813843
congestion_price_da,da_as_as_req_mw_primary_reserve,0.33892178535461426
da_as_total_mw_thirty_minutes_reserve,gen_fuel_hydro_pct,0.3388620913028717
da_as_total_mw_primary_reserve,forecast_load_mw_latest_available,0.33876192569732666
gross_actual_interchange_mw,gross_sched_interchange_mw,0.3384777903556824
da_as_total_mw_synchronized_reserve,gen_fuel_wind_pct,0.3372035622596741
gross_actual_interchange_mw,total_pjm_assigned_reg,0.3369906544685364
net_actual_interchange_mw,gross_sched_interchange_mw,0.33677104115486145
total_lmp_da,total_pjm_loc_credit,0.33655375242233276
