field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.934844121336937,-0.05580083248500545,True
metered_load_mw,0.9762308832723112,0.9701832681894302,-0.006047615082880986,True
total_losses,0.6540839836602339,0.656773179769516,0.002689196109282088,True
congestion_price_da,0.0475838272605031,0.2507975697517395,0.20321374249123642,True
congestion_price_rt,0.4561738508473963,0.47765111923217773,0.021477268384781423,True
marginal_loss_price_da,0.4407231017762543,0.4752298593521118,0.03450675757585753,True
total_lmp_da,0.9299314144617218,0.8963107317686081,-0.03362068269311369,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9564055316150188,-0.018822287342742716,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8850612044334412,-0.05678190661220561,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3751325011253357,-0.08177153687916838,True
