confidential_field,test_r2,test_mse,used_in_loss
metered_load_mw,0.9899188280105591,0.010510730557143688,True
total_gen,0.9891547560691833,0.01141557190567255,True
total_lmp_da,0.9821726679801941,0.02036038041114807,True
da_as_total_mw_primary_reserve,0.9508253931999207,0.05172291025519371,True
da_as_total_mw_synchronized_reserve,0.9167515635490417,0.08585016429424286,True
da_as_total_mw_thirty_minutes_reserve,0.8595830202102661,0.1459352672100067,True
net_actual_interchange_mw,0.8503022789955139,0.1519005000591278,True
total_losses,0.8401896953582764,0.15939773619174957,True
marginal_loss_price_da,0.7819046378135681,0.21420016884803772,True
gross_actual_interchange_mw,0.772836446762085,0.23638507723808289,True
congestion_price_rt,0.6576986908912659,0.3825019299983978,True
congestion_price_da,0.6097772121429443,0.42329081892967224,True
