target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.180647373199463,0.9924553892634617
gross_actual_interchange_mw,11,2.339224100112915,0.9755322205473195
total_gen,28,3.177483081817627,0.9535678473859812
metered_load_mw,27,3.132181167602539,0.9503447212178933
total_losses,19,2.9044992923736572,0.9864355528929691
congestion_price_da,8,2.072561264038086,0.9966912858554361
congestion_price_rt,11,2.139293670654297,0.8921547554317154
marginal_loss_price_da,21,3.0199294090270996,0.991922204812288
total_lmp_da,32,3.3685851097106934,0.9719682065184044
da_as_total_mw_primary_reserve,11,2.27546763420105,0.9489437090993359
da_as_total_mw_synchronized_reserve,8,1.9276864528656006,0.9270212286460129
da_as_total_mw_thirty_minutes_reserve,18,2.86686372756958,0.9918667796755337
