target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,8,2.0626754760742188,0.9919372267651858
gross_actual_interchange_mw,9,2.048145294189453,0.932151094301202
total_gen,12,2.3908181190490723,0.9621359897978642
metered_load_mw,12,2.372798204421997,0.9548842426834957
total_losses,12,2.3716256618499756,0.9544123768401162
congestion_price_da,6,1.7733615636825562,0.989731933408771
congestion_price_rt,11,2.299391269683838,0.958920640016285
marginal_loss_price_da,12,2.430506944656372,0.9781079481853898
total_lmp_da,12,2.410649538040161,0.9701167398967786
da_as_total_mw_primary_reserve,9,2.0395045280456543,0.9282185121551046
da_as_total_mw_synchronized_reserve,6,1.6732118129730225,0.9338372932913219
da_as_total_mw_thirty_minutes_reserve,12,2.377978801727295,0.9569690684075283
