field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7520004510879517,0.5038104950742672,True
gross_actual_interchange_mw,0.2460934792895835,0.7244081497192383,0.4783146704296548,True
total_gen,0.9906449538219424,0.9853448867797852,-0.0053000670421572416,True
metered_load_mw,0.9762308832723112,0.987201988697052,0.010971105424740779,True
total_losses,0.6540839836602339,0.7947381138801575,0.14065413021992357,True
congestion_price_da,0.0475838272605031,0.3517923355102539,0.3042085082497508,True
congestion_price_rt,0.4561738508473963,0.5406709909439087,0.08449714009651238,True
marginal_loss_price_da,0.4407231017762543,0.7001965045928955,0.2594734028166412,True
total_lmp_da,0.9299314144617218,0.9650272727012634,0.035095858239541644,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9466145038604736,-0.028613315097287928,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9100231528282166,-0.03181995821743022,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7922701835632324,0.33536614555872835,True
