field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.6866083145141602,-0.9347982705278446,True
gross_actual_interchange_mw,0.2460934792895835,0.18346822261810303,-0.06262525667148047,True
total_gen,0.9906449538219424,0.9566390253603458,-0.03400592846159656,True
metered_load_mw,0.9762308832723112,0.9679015688598156,-0.008329314412495625,True
total_losses,0.6540839836602339,0.6814507246017456,0.027366740941511702,True
congestion_price_da,0.0475838272605031,0.2624524235725403,0.2148685963120372,True
congestion_price_rt,0.4561738508473963,0.4611940383911133,0.00502018754371697,True
marginal_loss_price_da,0.4407231017762543,0.47131872177124023,0.030595619994985945,True
total_lmp_da,0.9299314144617218,0.8684721291065216,-0.06145928535520018,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9543461352586746,-0.02088168369908694,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.8936352506279945,-0.04820786041765224,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.37490105628967285,-0.08200298171483122,True
