target_idx,target_field,source_idx,source_field,source_type,gate_lambda,prior
49,congestion_price_da,52,total_lmp_da,confidential,0.07245846092700958,0.32614004611968994
49,congestion_price_da,51,marginal_loss_price_da,confidential,0.0658806562423706,0.2874203622341156
49,congestion_price_da,47,metered_load_mw,confidential,0.06220420077443123,0.26517724990844727
49,congestion_price_da,46,total_gen,confidential,0.06194920092821121,0.29459643363952637
49,congestion_price_da,1,gen_fuel_gas_mw,general,0.04574970901012421,0.2533720135688782
49,congestion_price_da,5,gen_fuel_oil_mw,general,0.02129126526415348,0.2798157036304474
49,congestion_price_da,19,forecast_load_mw_latest_available,general,0.015421438962221146,0.19186526536941528
49,congestion_price_da,38,system_energy_price_da,general,0.004655501805245876,0.2935137450695038
50,congestion_price_rt,21,rmccp,general,0.10400597751140594,0.5805851221084595
50,congestion_price_rt,52,total_lmp_da,confidential,0.09721313416957855,0.25748303532600403
50,congestion_price_rt,27,total_pjm_rmccp_cr,general,0.09632422029972076,0.455044686794281
50,congestion_price_rt,47,metered_load_mw,confidential,0.08462768793106079,0.24671730399131775
50,congestion_price_rt,15,gen_fuel_oil_pct,general,0.05020477622747421,0.17553414404392242
50,congestion_price_rt,13,gen_fuel_multiple_fuels_pct,general,0.046263501048088074,0.2167147845029831
50,congestion_price_rt,39,total_lmp_rt,general,0.03602636605501175,0.5741037130355835
50,congestion_price_rt,3,gen_fuel_multiple_fuels_mw,general,0.033581189811229706,0.27692967653274536
50,congestion_price_rt,5,gen_fuel_oil_mw,general,0.030696110799908638,0.21570715308189392
50,congestion_price_rt,40,marginal_loss_price_rt,general,0.010736657306551933,0.5025813579559326
50,congestion_price_rt,38,system_energy_price_da,general,0.005557650234550238,0.1483442336320877
53,da_as_total_mw_primary_reserve,55,da_as_total_mw_thirty_minutes_reserve,confidential,0.09713128209114075,0.41669347882270813
53,da_as_total_mw_primary_reserve,44,net_actual_interchange_mw,confidential,0.08377010375261307,0.28486278653144836
53,da_as_total_mw_primary_reserve,28,total_pjm_rmpcp_cr,general,0.07860061526298523,0.16719567775726318
53,da_as_total_mw_primary_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.07311888784170151,0.7403101921081543
53,da_as_total_mw_primary_reserve,31,da_as_as_req_mw_primary_reserve,general,0.07248532027006149,0.7317745089530945
53,da_as_total_mw_primary_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.06657896190881729,0.6795374751091003
53,da_as_total_mw_primary_reserve,54,da_as_total_mw_synchronized_reserve,confidential,0.05612585321068764,0.35675013065338135
53,da_as_total_mw_primary_reserve,25,total_pjm_self_sched_reg,general,0.05209038406610489,0.12667421996593475
53,da_as_total_mw_primary_reserve,29,da_as_mcp_primary_reserve,general,0.04974496737122536,0.26022207736968994
53,da_as_total_mw_primary_reserve,4,gen_fuel_nuclear_mw,general,0.04569084942340851,0.3403574526309967
53,da_as_total_mw_primary_reserve,37,da_as_nsr_mw_primary_reserve,general,0.014775166288018227,0.6798071265220642
54,da_as_total_mw_synchronized_reserve,16,gen_fuel_other_renewables_pct,general,0.08858645707368851,0.24065981805324554
54,da_as_total_mw_synchronized_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.08510782569646835,0.7304459810256958
54,da_as_total_mw_synchronized_reserve,31,da_as_as_req_mw_primary_reserve,general,0.08440077304840088,0.7249120473861694
54,da_as_total_mw_synchronized_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.0780775398015976,0.7015022039413452
54,da_as_total_mw_synchronized_reserve,53,da_as_total_mw_primary_reserve,confidential,0.06769627332687378,0.3474718928337097
54,da_as_total_mw_synchronized_reserve,1,gen_fuel_gas_mw,general,0.06229614466428757,0.20395764708518982
54,da_as_total_mw_synchronized_reserve,29,da_as_mcp_primary_reserve,general,0.057486869394779205,0.2812349200248718
54,da_as_total_mw_synchronized_reserve,37,da_as_nsr_mw_primary_reserve,general,0.016778741031885147,0.7490573525428772
55,da_as_total_mw_thirty_minutes_reserve,52,total_lmp_da,confidential,0.07234621047973633,0.30414021015167236
55,da_as_total_mw_thirty_minutes_reserve,44,net_actual_interchange_mw,confidential,0.07150208950042725,0.3002071976661682
55,da_as_total_mw_thirty_minutes_reserve,28,total_pjm_rmpcp_cr,general,0.06886707246303558,0.2211035192012787
55,da_as_total_mw_thirty_minutes_reserve,22,rmpcp,general,0.06172963231801987,0.18020233511924744
55,da_as_total_mw_thirty_minutes_reserve,32,da_as_as_req_mw_synchronized_reserve,general,0.05437725782394409,0.2861021161079407
55,da_as_total_mw_thirty_minutes_reserve,31,da_as_as_req_mw_primary_reserve,general,0.05392812192440033,0.28152722120285034
55,da_as_total_mw_thirty_minutes_reserve,53,da_as_total_mw_primary_reserve,confidential,0.05066447705030441,0.4467266798019409
55,da_as_total_mw_thirty_minutes_reserve,33,da_as_as_req_mw_thirty_minutes_reserve,general,0.04966204613447189,0.2847815454006195
55,da_as_total_mw_thirty_minutes_reserve,29,da_as_mcp_primary_reserve,general,0.045144837349653244,0.39091187715530396
55,da_as_total_mw_thirty_minutes_reserve,4,gen_fuel_nuclear_mw,general,0.038095660507678986,0.5023916363716125
55,da_as_total_mw_thirty_minutes_reserve,15,gen_fuel_oil_pct,general,0.03705921024084091,0.33450716733932495
55,da_as_total_mw_thirty_minutes_reserve,13,gen_fuel_multiple_fuels_pct,general,0.03483569622039795,0.30897122621536255
