target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,16,2.600761890411377,0.9380265704573748
gross_actual_interchange_mw,17,2.232499599456787,0.7879744051538994
total_gen,28,2.960513114929199,0.8884548069870833
metered_load_mw,27,2.9498250484466553,0.8950154902608523
total_losses,19,2.7747602462768555,0.942373153565023
congestion_price_da,8,2.0148544311523438,0.9689401653122133
congestion_price_rt,11,2.2261786460876465,0.9283886045155221
marginal_loss_price_da,21,2.8604609966278076,0.9395434112046651
total_lmp_da,32,3.2415003776550293,0.9352993039765226
da_as_total_mw_primary_reserve,11,2.0446341037750244,0.8526786498848691
da_as_total_mw_synchronized_reserve,8,1.7772629261016846,0.854682803280903
da_as_total_mw_thirty_minutes_reserve,18,2.7393569946289062,0.9477524775646236
