P_g (unit 313 output),LMP_g (bus 313),LMP_near (bus 306),"LMP_far (bus 303, behind C6)",LMP_area2 (bus 223),System load,Area-3 load,Wind available,PV available,Congestion C6,P_comp (unit 316 output),Y_markup
61.666666955000004,23.60645931817788,22.490192668447587,-0.0,19.689702859999997,3249.127764475,1242.5605536666667,2448.1665,0.0,1.0,0.0,0.04491436462480124
61.666666955000004,19.503775447992417,18.623575084555863,-0.0,20.41902941,3173.1091760166664,1185.59491975,2421.5166,0.0,1.0,0.0,-0.01167913082918498
61.666666955000004,24.216518293990095,23.060551244985945,-0.0,19.127492621012856,3158.2692913583332,1159.2226329166667,2347.2417,0.0,1.0,0.0,-0.04966399072503304
61.666666955000004,24.238546433136094,23.081527878597804,-0.0,19.144891615528024,3172.913781075,1143.4963825,2361.4417,0.0,1.0,0.0,-0.0017507972027210744
61.666666955000004,24.161274097135884,23.02147329404236,-0.0,20.41902941,3302.8331523999996,1157.4296163333333,2432.1584,0.0,1.0,0.0,0.04437900561506826
104.36877372038455,26.146057034002215,24.899072544760614,-0.0,20.758958911215288,3559.7870854166667,1222.3517613333333,2419.5,0.0,1.0,0.0,-0.022786823836953574
61.666666955000004,27.228281452410037,25.928548940168263,-0.0,21.506343159705423,3830.378666333334,1360.4513998333334,2405.7417,0.008333334,1.0,0.0,0.04284316768379447
61.666666955000004,25.90557197871911,24.673090046604223,-0.0,20.86735423300574,3871.49034175,1452.3808588333334,2375.4084,266.6583,1.0,0.0,-0.013215017140441654
0.0,2.441411545134209,2.074996852114609,-0.0,19.689702859999997,3892.707707,1557.2723340833334,2192.275,1091.3915,1.0,0.0,0.028508271932633056
0.0,9.457799078170657,9.60501976003738,10.558157491332354,19.03436596,3925.8146220833332,1629.4412551666667,1781.075,1528.0083,0.0,0.0,0.028101741059695665
4.475894131356199,15.15224842372371,15.22115396515396,15.667262966957878,19.634489082222707,3918.772165,1679.19746775,1333.625,1586.1088,0.0,0.0,-0.03682598572943341
61.666666955000004,21.287879299999986,21.2878793,21.28787929999999,21.287879299999975,3911.5864446666665,1701.1245674166667,826.14166,1515.8665,0.0,30.999999999999993,-0.02605070850173287
61.666666955000004,22.732462559999952,22.732462559999956,22.732462559999966,22.732462560000062,3880.0757752500003,1688.53609625,361.7917,1527.4417,0.0,62.0,-0.010941466388318721
61.666666955000004,23.00232518999986,23.002325189999844,23.00232518999986,23.002325189999965,3858.964147875,1693.0933469166666,111.36667,1583.7003,0.0,62.0,-0.01913292713401196
61.666666955000004,23.06997286999993,23.0699728699999,23.069972869999948,23.069972869999997,3830.271232533333,1674.6775716666668,275.35834,1358.8335,0.0,62.0,-0.02470442695854891
61.666666955000004,23.437807129999882,23.43780712999989,23.43780712999994,23.437807129999882,3813.66182385,1650.0235922499999,480.525,865.40015,0.0,62.0,0.043009377497622
61.666666955000004,26.3272387083358,26.28224265186374,26.20551978936198,25.15755830397501,3951.6978490833335,1683.6053004166668,662.3417,88.63332,0.0,124.00000000000001,0.03505074579455485
123.33333355499998,27.166931820010106,27.127415454257402,27.06003602294888,26.13969693996728,4462.060868083333,1878.22231825,827.43335,0.0,0.0,124.00000000000001,0.0010095798714031545
61.666666955000004,26.429208779999996,26.429208780000014,26.429208780000003,26.42920878000016,4439.553842416666,1849.4593425833334,863.81665,0.0,0.0,124.00000000000001,0.044509730077099824
61.666666955000004,26.324253839999898,26.324253839999898,26.324253839999898,26.32425383999993,4336.686483333334,1787.1893678333333,983.25,0.0,0.0,124.00000000000001,0.015770650784226917
61.666666955000004,25.591962939999867,25.591962939999863,25.59196293999983,25.59196293999989,4182.963081,1706.0927179166667,1084.7251,0.0,0.0,124.00000000000001,-0.014551704570910387
61.666666955000004,24.503258089999918,24.5032580899999,24.503258089999935,24.50325808999997,3915.0366907666667,1592.6097042499998,1122.7333,0.0,0.0,62.0,-0.04693986192337788
