field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.728691577911377,0.48050162189769247,True
gross_actual_interchange_mw,0.2460934792895835,0.7265551090240479,0.4804616297344644,True
total_gen,0.9906449538219424,0.9853285551071167,-0.005316398714825699,True
metered_load_mw,0.9762308832723112,0.9874913692474365,0.0112604859751253,True
total_losses,0.6540839836602339,0.7900972366333008,0.13601325297306688,True
congestion_price_da,0.0475838272605031,0.2731812596321106,0.2255974323716075,True
congestion_price_rt,0.4561738508473963,0.5412904024124146,0.08511655156501824,True
marginal_loss_price_da,0.4407231017762543,0.7193995714187622,0.2786764696425079,True
total_lmp_da,0.9299314144617218,0.9707497358322144,0.04081832137049257,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9455017447471619,-0.029726074210599696,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9090779423713684,-0.03276516867427837,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7897882461547852,0.3328842081502811,True
