field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7402544021606445,0.49206444614696004,True
gross_actual_interchange_mw,0.2460934792895835,0.720471978187561,0.47437849889797756,True
total_gen,0.9906449538219424,0.9846433997154236,-0.006001554106518814,True
metered_load_mw,0.9762308832723112,0.9877365827560425,0.011505699483731258,True
total_losses,0.6540839836602339,0.7919043898582458,0.13782040619801195,True
congestion_price_da,0.0475838272605031,0.34412074089050293,0.29653691362999984,True
congestion_price_rt,0.4561738508473963,0.5258722901344299,0.06969843928703362,True
marginal_loss_price_da,0.4407231017762543,0.6934324502944946,0.25270934851824034,True
total_lmp_da,0.9299314144617218,0.9690281748771667,0.039096760415444964,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9435169696807861,-0.03171084927697543,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9078093767166138,-0.034033734329033005,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7863065004348755,0.3294024624303714,True
