target_field,degree,attention_entropy,attention_entropy_normalized
net_actual_interchange_mw,9,2.1816153526306152,0.992895935687863
gross_actual_interchange_mw,11,2.336003065109253,0.9741889446168811
total_gen,28,3.2236030101776123,0.9674085129931351
metered_load_mw,27,3.1935126781463623,0.9689535034596484
total_losses,19,2.8766539096832275,0.976978612916474
congestion_price_da,8,2.0672950744628906,0.994158783993931
congestion_price_rt,11,2.303406000137329,0.9605949126582282
marginal_loss_price_da,21,2.9884681701660156,0.9815884859763679
total_lmp_da,32,3.402812957763672,0.981844275847671
da_as_total_mw_primary_reserve,11,2.261345148086548,0.9430541749421495
da_as_total_mw_synchronized_reserve,8,1.961588978767395,0.9433248973100558
da_as_total_mw_thirty_minutes_reserve,18,2.8590505123138428,0.9891635927119908
