field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,0.7530937790870667,0.5049038230733822,True
gross_actual_interchange_mw,0.2460934792895835,0.7191278338432312,0.47303435455364773,True
total_gen,0.9906449538219424,0.9839775562286377,-0.0066673975933047025,True
metered_load_mw,0.9762308832723112,0.987606406211853,0.011375522939541804,True
total_losses,0.6540839836602339,0.7855270504951477,0.1314430668349138,True
congestion_price_da,0.0475838272605031,0.3447057604789734,0.2971219332184703,True
congestion_price_rt,0.4561738508473963,0.541749894618988,0.08557604377159173,True
marginal_loss_price_da,0.4407231017762543,0.7200990915298462,0.2793759897535919,True
total_lmp_da,0.9299314144617218,0.9736018180847168,0.04367040362299501,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.944555401802063,-0.030672417155698573,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9100072979927063,-0.031835813052940476,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.7984097003936768,0.3415056623891727,True
