field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9247542843222618,-0.06589066949968059,True
metered_load_mw,0.9762308832723112,0.9623797722160816,-0.013851111056229604,True
total_losses,0.6540839836602339,0.6303318440914154,-0.023752139568818498,True
congestion_price_da,0.0475838272605031,0.26869863271713257,0.22111480545662948,True
congestion_price_rt,0.4561738508473963,0.4470140337944031,-0.009159817052993235,True
marginal_loss_price_da,0.4407231017762543,0.4423747658729553,0.0016516640967010332,True
total_lmp_da,0.9299314144617218,0.8842599242925644,-0.04567149016915739,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9707365799695253,-0.004491238988236224,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9312849640846252,-0.01055814696102153,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.38990235328674316,-0.06700168471776091,True
