field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-1.9254083633422852,-2.17359831935597,False
gross_actual_interchange_mw,0.2460934792895835,-0.5567127466201782,-0.8028062259097617,False
total_gen,0.9906449538219424,0.9107077792286873,-0.07993717459325511,True
metered_load_mw,0.9762308832723112,0.9601846784353256,-0.0160462048369856,True
total_losses,0.6540839836602339,0.5951623320579529,-0.05892165160228102,True
congestion_price_da,0.0475838272605031,0.22426456212997437,0.17668073486947128,True
congestion_price_rt,0.4561738508473963,0.36386793851852417,-0.09230591232887214,True
marginal_loss_price_da,0.4407231017762543,0.4470826983451843,0.006359596568930037,True
total_lmp_da,0.9299314144617218,0.8960974812507629,-0.033833933210958844,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9637924879789352,-0.011435330978826319,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9285941794514656,-0.013248931594181168,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.2246440052986145,-0.23226003270588957,True
