confidential_field,test_r2,test_mse,used_in_loss
da_as_total_mw_primary_reserve,0.9657448008656502,0.04736383259296417,True
metered_load_mw,0.9370076432824135,0.02723843604326248,True
da_as_total_mw_synchronized_reserve,0.9124216586351395,0.0737610012292862,True
total_gen,0.8715268671512604,0.058767881244421005,True
total_lmp_da,0.777654841542244,0.09656669199466705,True
total_losses,0.5739071071147919,0.3740712106227875,True
congestion_price_rt,0.45626384019851685,0.8886315226554871,True
marginal_loss_price_da,0.4116773009300232,0.3222212493419647,True
da_as_total_mw_thirty_minutes_reserve,0.2929356098175049,0.5074120759963989,True
congestion_price_da,0.2798277735710144,1.2206196784973145,True
gross_actual_interchange_mw,-0.5567127466201782,0.9089015126228333,False
net_actual_interchange_mw,-1.9254083633422852,2.2747650146484375,False
