target_field,n_valid_sources,pearson,spearman,kendall,nmi,distance_corr
net_actual_interchange_mw,7,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343
gross_actual_interchange_mw,10,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343,0.20000001788139343
total_gen,23,0.1873689889907837,0.18751142919063568,0.18404251337051392,0.2546287477016449,0.18644830584526062
metered_load_mw,21,0.18509593605995178,0.18273602426052094,0.19027721881866455,0.25742775201797485,0.18446314334869385
total_losses,14,0.18867714703083038,0.14661991596221924,0.14754967391490936,0.37201353907585144,0.14513976871967316
congestion_price_da,4,0.17606981098651886,0.14870889484882355,0.149573415517807,0.2777055501937866,0.24794231355190277
congestion_price_rt,9,0.20243851840496063,0.20078179240226746,0.19511547684669495,0.18646332621574402,0.21520090103149414
marginal_loss_price_da,16,0.19718138873577118,0.18184208869934082,0.19902580976486206,0.2338295876979828,0.18812108039855957
total_lmp_da,25,0.18871095776557922,0.18908236920833588,0.2163299024105072,0.22050735354423523,0.1853693425655365
da_as_total_mw_primary_reserve,8,0.24675562977790833,0.18115441501140594,0.23040638864040375,0.16108772158622742,0.1805957853794098
da_as_total_mw_synchronized_reserve,7,0.1806887686252594,0.17545124888420105,0.18497218191623688,0.27963510155677795,0.17925265431404114
da_as_total_mw_thirty_minutes_reserve,15,0.15782305598258972,0.2040531039237976,0.20838803052902222,0.27054086327552795,0.1591949462890625
