field,probe_r2,model_r2,delta,used
net_actual_interchange_mw,0.2481899560136845,-0.8033324480056763,-1.0515224040193607,True
gross_actual_interchange_mw,0.2460934792895835,0.16027754545211792,-0.08581593383746558,True
total_gen,0.9906449538219424,0.9722689818590879,-0.018375971962854454,True
metered_load_mw,0.9762308832723112,0.9794601816684008,0.0032292983960895416,True
total_losses,0.6540839836602339,0.6502513289451599,-0.003832654715073991,True
congestion_price_da,0.0475838272605031,0.2278984785079956,0.18031465124749252,True
congestion_price_rt,0.4561738508473963,0.4729346036911011,0.016760752843704763,True
marginal_loss_price_da,0.4407231017762543,0.46386390924453735,0.023140807468283064,True
total_lmp_da,0.9299314144617218,0.904625877737999,-0.02530553672372282,True
da_as_total_mw_primary_reserve,0.9752278189577616,0.9680143818259239,-0.007213437131837641,True
da_as_total_mw_synchronized_reserve,0.9418431110456468,0.9406875036656857,-0.001155607379961121,True
da_as_total_mw_thirty_minutes_reserve,0.4569040380045041,0.3616580367088318,-0.09524600129567229,True
